Year,State,Educational Attainment,Totals
2016,AZ,Totals,6740.0
2016,AZ,Educational Attainment,
2016,AZ,Children under 15,1333.0
2016,AZ,No high school diploma,1047.0
2016,AZ,High school or equivalent,1307.0
2016,AZ,"Some college, less than 4-yr degree",1672.0
2016,AZ,Bachelor's degree or higher,1380.0
2016,AR,Totals,2953.0
2016,AR,Educational Attainment,
2016,AR,Children under 15,585.0
2016,AR,No high school diploma,450.0
2016,AR,High school or equivalent,777.0
2016,AR,"Some college, less than 4-yr degree",635.0
2016,AR,Bachelor's degree or higher,506.0
2016,CA,Totals,39114.0
2016,CA,Educational Attainment,
2016,CA,Children under 15,7592.0
2016,CA,No high school diploma,5964.0
2016,CA,High school or equivalent,7168.0
2016,CA,"Some college, less than 4-yr degree",8939.0
2016,CA,Bachelor's degree or higher,9451.0
2016,CO,Totals,5421.0
2016,CO,Educational Attainment,
2016,CO,Children under 15,1045.0
2016,CO,No high school diploma,499.0
2016,CO,High school or equivalent,1093.0
2016,CO,"Some college, less than 4-yr degree",1189.0
2016,CO,Bachelor's degree or higher,1595.0
2016,CT,Totals,3572.0
2016,CT,Educational Attainment,
2016,CT,Children under 15,613.0
2016,CT,No high school diploma,412.0
2016,CT,High school or equivalent,806.0
2016,CT,"Some college, less than 4-yr degree",720.0
2016,CT,Bachelor's degree or higher,1021.0
2016,DE,Totals,959.0
2016,DE,Educational Attainment,
2016,DE,Children under 15,172.0
2016,DE,No high school diploma,105.0
2016,DE,High school or equivalent,273.0
2016,DE,"Some college, less than 4-yr degree",194.0
2016,DE,Bachelor's degree or higher,214.0
2016,DC,Totals,677.0
2016,DC,Educational Attainment,
2016,DC,Children under 15,103.0
2016,DC,No high school diploma,63.0
2016,DC,High school or equivalent,109.0
2016,DC,"Some college, less than 4-yr degree",82.0
2016,DC,Bachelor's degree or higher,318.0
2016,FL,Totals,20085.0
2016,FL,Educational Attainment,
2016,FL,Children under 15,3402.0
2016,FL,No high school diploma,2504.0
2016,FL,High school or equivalent,5025.0
2016,FL,"Some college, less than 4-yr degree",4763.0
2016,FL,Bachelor's degree or higher,4392.0
2016,GA,Totals,10105.0
2016,GA,Educational Attainment,
2016,GA,Children under 15,2066.0
2016,GA,No high school diploma,1429.0
2016,GA,High school or equivalent,2273.0
2016,GA,"Some college, less than 4-yr degree",2128.0
2016,GA,Bachelor's degree or higher,2210.0
2016,HI,Totals,1386.0
2016,HI,Educational Attainment,
2016,HI,Children under 15,264.0
2016,HI,No high school diploma,122.0
2016,HI,High school or equivalent,345.0
2016,HI,"Some college, less than 4-yr degree",333.0
2016,HI,Bachelor's degree or higher,322.0
2016,ID,Totals,1659.0
2016,ID,Educational Attainment,
2016,ID,Children under 15,362.0
2016,ID,No high school diploma,180.0
2016,ID,High school or equivalent,347.0
2016,ID,"Some college, less than 4-yr degree",465.0
2016,ID,Bachelor's degree or higher,305.0
2016,IL,Totals,12702.0
2016,IL,Educational Attainment,
2016,IL,Children under 15,2447.0
2016,IL,No high school diploma,1448.0
2016,IL,High school or equivalent,2641.0
2016,IL,"Some college, less than 4-yr degree",2744.0
2016,IL,Bachelor's degree or higher,3423.0
2016,IN,Totals,6512.0
2016,IN,Educational Attainment,
2016,IN,Children under 15,1304.0
2016,IN,No high school diploma,833.0
2016,IN,High school or equivalent,1817.0
2016,IN,"Some college, less than 4-yr degree",1333.0
2016,IN,Bachelor's degree or higher,1224.0
2016,IA,Totals,3101.0
2016,IA,Educational Attainment,
2016,IA,Children under 15,610.0
2016,IA,No high school diploma,322.0
2016,IA,High school or equivalent,728.0
2016,IA,"Some college, less than 4-yr degree",761.0
2016,IA,Bachelor's degree or higher,679.0
2016,KS,Totals,2852.0
2016,KS,Educational Attainment,
2016,KS,Children under 15,597.0
2016,KS,No high school diploma,358.0
2016,KS,High school or equivalent,559.0
2016,KS,"Some college, less than 4-yr degree",671.0
2016,KS,Bachelor's degree or higher,668.0
2016,KY,Totals,4383.0
2016,KY,Educational Attainment,
2016,KY,Children under 15,835.0
2016,KY,No high school diploma,696.0
2016,KY,High school or equivalent,1136.0
2016,KY,"Some college, less than 4-yr degree",865.0
2016,KY,Bachelor's degree or higher,851.0
2016,LA,Totals,4604.0
2016,LA,Educational Attainment,
2016,LA,Children under 15,932.0
2016,LA,No high school diploma,695.0
2016,LA,High school or equivalent,1142.0
2016,LA,"Some college, less than 4-yr degree",1014.0
2016,LA,Bachelor's degree or higher,822.0
2016,ME,Totals,1342.0
2016,ME,Educational Attainment,
2016,ME,Children under 15,207.0
2016,ME,No high school diploma,128.0
2016,ME,High school or equivalent,375.0
2016,ME,"Some college, less than 4-yr degree",322.0
2016,ME,Bachelor's degree or higher,310.0
2016,MD,Totals,5900.0
2016,MD,Educational Attainment,
2016,MD,Children under 15,1131.0
2016,MD,No high school diploma,567.0
2016,MD,High school or equivalent,1258.0
2016,MD,"Some college, less than 4-yr degree",1201.0
2016,MD,Bachelor's degree or higher,1744.0
2016,MA,Totals,6786.0
2016,MA,Educational Attainment,
2016,MA,Children under 15,1136.0
2016,MA,No high school diploma,699.0
2016,MA,High school or equivalent,1407.0
2016,MA,"Some college, less than 4-yr degree",1161.0
2016,MA,Bachelor's degree or higher,2383.0
2016,MI,Totals,9862.0
2016,MI,Educational Attainment,
2016,MI,Children under 15,1803.0
2016,MI,No high school diploma,968.0
2016,MI,High school or equivalent,2503.0
2016,MI,"Some college, less than 4-yr degree",2464.0
2016,MI,Bachelor's degree or higher,2123.0
2016,MN,Totals,5463.0
2016,MN,Educational Attainment,
2016,MN,Children under 15,1049.0
2016,MN,No high school diploma,562.0
2016,MN,High school or equivalent,1021.0
2016,MN,"Some college, less than 4-yr degree",1288.0
2016,MN,Bachelor's degree or higher,1542.0
2016,MS,Totals,2949.0
2016,MS,Educational Attainment,
2016,MS,Children under 15,594.0
2016,MS,No high school diploma,493.0
2016,MS,High school or equivalent,711.0
2016,MS,"Some college, less than 4-yr degree",721.0
2016,MS,Bachelor's degree or higher,429.0
2016,MO,Totals,5963.0
2016,MO,Educational Attainment,
2016,MO,Children under 15,1148.0
2016,MO,No high school diploma,708.0
2016,MO,High school or equivalent,1446.0
2016,MO,"Some college, less than 4-yr degree",1285.0
2016,MO,Bachelor's degree or higher,1376.0
2016,MT,Totals,1018.0
2016,MT,Educational Attainment,
2016,MT,Children under 15,189.0
2016,MT,No high school diploma,96.0
2016,MT,High school or equivalent,236.0
2016,MT,"Some college, less than 4-yr degree",265.0
2016,MT,Bachelor's degree or higher,232.0
2016,NE,Totals,1860.0
2016,NE,Educational Attainment,
2016,NE,Children under 15,389.0
2016,NE,No high school diploma,237.0
2016,NE,High school or equivalent,363.0
2016,NE,"Some college, less than 4-yr degree",434.0
2016,NE,Bachelor's degree or higher,436.0
2016,NV,Totals,2867.0
2016,NV,Educational Attainment,
2016,NV,Children under 15,565.0
2016,NV,No high school diploma,351.0
2016,NV,High school or equivalent,738.0
2016,NV,"Some college, less than 4-yr degree",683.0
2016,NV,Bachelor's degree or higher,531.0
2016,NH,Totals,1293.0
2016,NH,Educational Attainment,
2016,NH,Children under 15,210.0
2016,NH,No high school diploma,116.0
2016,NH,High school or equivalent,298.0
2016,NH,"Some college, less than 4-yr degree",284.0
2016,NH,Bachelor's degree or higher,385.0
2016,NJ,Totals,8942.0
2016,NJ,Educational Attainment,
2016,NJ,Children under 15,1645.0
2016,NJ,No high school diploma,974.0
2016,NJ,High school or equivalent,2080.0
2016,NJ,"Some college, less than 4-yr degree",1537.0
2016,NJ,Bachelor's degree or higher,2706.0
2016,NM,Totals,2041.0
2016,NM,Educational Attainment,
2016,NM,Children under 15,405.0
2016,NM,No high school diploma,315.0
2016,NM,High school or equivalent,455.0
2016,NM,"Some college, less than 4-yr degree",486.0
2016,NM,Bachelor's degree or higher,380.0
2016,NY,Totals,19695.0
2016,NY,Educational Attainment,
2016,NY,Children under 15,3472.0
2016,NY,No high school diploma,2625.0
2016,NY,High school or equivalent,4145.0
2016,NY,"Some college, less than 4-yr degree",3861.0
2016,NY,Bachelor's degree or higher,5591.0
2016,NC,Totals,9902.0
2016,NC,Educational Attainment,
2016,NC,Children under 15,1890.0
2016,NC,No high school diploma,1332.0
2016,NC,High school or equivalent,2155.0
2016,NC,"Some college, less than 4-yr degree",2292.0
2016,NC,Bachelor's degree or higher,2232.0
2016,ND,Totals,763.0
2016,ND,Educational Attainment,
2016,ND,Children under 15,155.0
2016,ND,No high school diploma,65.0
2016,ND,High school or equivalent,156.0
2016,ND,"Some college, less than 4-yr degree",213.0
2016,ND,Bachelor's degree or higher,175.0
2016,OH,Totals,11451.0
2016,OH,Educational Attainment,
2016,OH,Children under 15,2152.0
2016,OH,No high school diploma,1278.0
2016,OH,High school or equivalent,3208.0
2016,OH,"Some college, less than 4-yr degree",2512.0
2016,OH,Bachelor's degree or higher,2301.0
2016,OK,Totals,3903.0
2016,OK,Educational Attainment,
2016,OK,Children under 15,804.0
2016,OK,No high school diploma,497.0
2016,OK,High school or equivalent,1035.0
2016,OK,"Some college, less than 4-yr degree",886.0
2016,OK,Bachelor's degree or higher,681.0
2016,OR,Totals,4033.0
2016,OR,Educational Attainment,
2016,OR,Children under 15,728.0
2016,OR,No high school diploma,455.0
2016,OR,High school or equivalent,817.0
2016,OR,"Some college, less than 4-yr degree",1061.0
2016,OR,Bachelor's degree or higher,971.0
2016,PA,Totals,12596.0
2016,PA,Educational Attainment,
2016,PA,Children under 15,2186.0
2016,PA,No high school diploma,1483.0
2016,PA,High school or equivalent,3528.0
2016,PA,"Some college, less than 4-yr degree",2383.0
2016,PA,Bachelor's degree or higher,3015.0
2016,RI,Totals,1045.0
2016,RI,Educational Attainment,
2016,RI,Children under 15,171.0
2016,RI,No high school diploma,156.0
2016,RI,High school or equivalent,237.0
2016,RI,"Some college, less than 4-yr degree",219.0
2016,RI,Bachelor's degree or higher,262.0
2016,SC,Totals,4795.0
2016,SC,Educational Attainment,
2016,SC,Children under 15,910.0
2016,SC,No high school diploma,666.0
2016,SC,High school or equivalent,1075.0
2016,SC,"Some college, less than 4-yr degree",1115.0
2016,SC,Bachelor's degree or higher,1028.0
2016,SD,Totals,848.0
2016,SD,Educational Attainment,
2016,SD,Children under 15,180.0
2016,SD,No high school diploma,80.0
2016,SD,High school or equivalent,194.0
2016,SD,"Some college, less than 4-yr degree",222.0
2016,SD,Bachelor's degree or higher,172.0
2016,TN,Totals,6616.0
2016,TN,Educational Attainment,
2016,TN,Children under 15,1233.0
2016,TN,No high school diploma,902.0
2016,TN,High school or equivalent,1708.0
2016,TN,"Some college, less than 4-yr degree",1382.0
2016,TN,Bachelor's degree or higher,1391.0
2016,TX,Totals,27434.0
2016,TX,Educational Attainment,
2016,TX,Children under 15,6083.0
2016,TX,No high school diploma,4317.0
2016,TX,High school or equivalent,5128.0
2016,TX,"Some college, less than 4-yr degree",5910.0
2016,TX,Bachelor's degree or higher,5996.0
2016,UT,Totals,3005.0
2016,UT,Educational Attainment,
2016,UT,Children under 15,774.0
2016,UT,No high school diploma,320.0
2016,UT,High school or equivalent,549.0
2016,UT,"Some college, less than 4-yr degree",755.0
2016,UT,Bachelor's degree or higher,606.0
2016,VT,Totals,610.0
2016,VT,Educational Attainment,
2016,VT,Children under 15,95.0
2016,VT,No high school diploma,62.0
2016,VT,High school or equivalent,144.0
2016,VT,"Some college, less than 4-yr degree",113.0
2016,VT,Bachelor's degree or higher,195.0
2016,VA,Totals,8217.0
2016,VA,Educational Attainment,
2016,VA,Children under 15,1529.0
2016,VA,No high school diploma,1034.0
2016,VA,High school or equivalent,1613.0
2016,VA,"Some college, less than 4-yr degree",1776.0
2016,VA,Bachelor's degree or higher,2266.0
2016,WA,Totals,7195.0
2016,WA,Educational Attainment,
2016,WA,Children under 15,1321.0
2016,WA,No high school diploma,918.0
2016,WA,High school or equivalent,1372.0
2016,WA,"Some college, less than 4-yr degree",1723.0
2016,WA,Bachelor's degree or higher,1861.0
2016,WV,Totals,1798.0
2016,WV,Educational Attainment,
2016,WV,Children under 15,312.0
2016,WV,No high school diploma,269.0
2016,WV,High school or equivalent,604.0
2016,WV,"Some college, less than 4-yr degree",325.0
2016,WV,Bachelor's degree or higher,288.0
2016,WI,Totals,5738.0
2016,WI,Educational Attainment,
2016,WI,Children under 15,1055.0
2016,WI,No high school diploma,641.0
2016,WI,High school or equivalent,1451.0
2016,WI,"Some college, less than 4-yr degree",1530.0
2016,WI,Bachelor's degree or higher,1061.0
2016,WY,Totals,575.0
2016,WY,Educational Attainment,
2016,WY,Children under 15,117.0
2016,WY,No high school diploma,56.0
2016,WY,High school or equivalent,141.0
2016,WY,"Some college, less than 4-yr degree",151.0
2016,WY,Bachelor's degree or higher,110.0
2015,Total US,Totals,316168.0
2015,Total US,Educational Attainment,
2015,Total US,Children under 15,60980.0
2015,Total US,No high school diploma,42205.0
2015,Total US,High school or equivalent,71887.0
2015,Total US,"Some college, less than 4-yr degree",68874.0
2015,Total US,Bachelor's degree or higher,72222.0
2015,AL,Totals,4768.0
2015,AL,Educational Attainment,
2015,AL,Children under 15,909.0
2015,AL,No high school diploma,759.0
2015,AL,High school or equivalent,1226.0
2015,AL,"Some college, less than 4-yr degree",1010.0
2015,AL,Bachelor's degree or higher,864.0
2015,AK,Totals,696.0
2015,AK,Educational Attainment,
2015,AK,Children under 15,156.0
2015,AK,No high school diploma,72.0
2015,AK,High school or equivalent,161.0
2015,AK,"Some college, less than 4-yr degree",168.0
2015,AK,Bachelor's degree or higher,138.0
2015,AZ,Totals,6657.0
2015,AZ,Educational Attainment,
2015,AZ,Children under 15,1330.0
2015,AZ,No high school diploma,1099.0
2015,AZ,High school or equivalent,1215.0
2015,AZ,"Some college, less than 4-yr degree",1609.0
2015,AZ,Bachelor's degree or higher,1404.0
2015,AR,Totals,2896.0
2015,AR,Educational Attainment,
2015,AR,Children under 15,585.0
2015,AR,No high school diploma,412.0
2015,AR,High school or equivalent,826.0
2015,AR,"Some college, less than 4-yr degree",604.0
2015,AR,Bachelor's degree or higher,469.0
2015,CA,Totals,38701.0
2015,CA,Educational Attainment,
2015,CA,Children under 15,7604.0
2015,CA,No high school diploma,6203.0
2015,CA,High school or equivalent,7358.0
2015,CA,"Some college, less than 4-yr degree",8605.0
2015,CA,Bachelor's degree or higher,8932.0
2015,CO,Totals,5377.0
2015,CO,Educational Attainment,
2015,CO,Children under 15,1055.0
2015,CO,No high school diploma,589.0
2015,CO,High school or equivalent,1006.0
2015,CO,"Some college, less than 4-yr degree",1159.0
2015,CO,Bachelor's degree or higher,1568.0
2015,CT,Totals,3578.0
2015,CT,Educational Attainment,
2015,CT,Children under 15,627.0
2015,CT,No high school diploma,403.0
2015,CT,High school or equivalent,747.0
2015,CT,"Some college, less than 4-yr degree",727.0
2015,CT,Bachelor's degree or higher,1075.0
2015,DE,Totals,929.0
2015,DE,Educational Attainment,
2015,DE,Children under 15,173.0
2015,DE,No high school diploma,109.0
2015,DE,High school or equivalent,240.0
2015,DE,"Some college, less than 4-yr degree",189.0
2015,DE,Bachelor's degree or higher,218.0
2015,DC,Totals,657.0
2015,DC,Educational Attainment,
2015,DC,Children under 15,101.0
2015,DC,No high school diploma,68.0
2015,DC,High school or equivalent,95.0
2015,DC,"Some college, less than 4-yr degree",78.0
2015,DC,Bachelor's degree or higher,315.0
2015,FL,Totals,19731.0
2015,FL,Educational Attainment,
2015,FL,Children under 15,3342.0
2015,FL,No high school diploma,2559.0
2015,FL,High school or equivalent,5158.0
2015,FL,"Some college, less than 4-yr degree",4356.0
2015,FL,Bachelor's degree or higher,4315.0
2015,GA,Totals,9965.0
2015,GA,Educational Attainment,
2015,GA,Children under 15,2080.0
2015,GA,No high school diploma,1343.0
2015,GA,High school or equivalent,2298.0
2015,GA,"Some college, less than 4-yr degree",2171.0
2015,GA,Bachelor's degree or higher,2073.0
2015,HI,Totals,1365.0
2015,HI,Educational Attainment,
2015,HI,Children under 15,266.0
2015,HI,No high school diploma,131.0
2015,HI,High school or equivalent,343.0
2015,HI,"Some college, less than 4-yr degree",328.0
2015,HI,Bachelor's degree or higher,298.0
2015,ID,Totals,1610.0
2015,ID,Educational Attainment,
2015,ID,Children under 15,351.0
2015,ID,No high school diploma,223.0
2015,ID,High school or equivalent,315.0
2015,ID,"Some college, less than 4-yr degree",413.0
2015,ID,Bachelor's degree or higher,308.0
2015,IL,Totals,12798.0
2015,IL,Educational Attainment,
2015,IL,Children under 15,2473.0
2015,IL,No high school diploma,1530.0
2015,IL,High school or equivalent,2772.0
2015,IL,"Some college, less than 4-yr degree",2733.0
2015,IL,Bachelor's degree or higher,3290.0
2015,IN,Totals,6478.0
2015,IN,Educational Attainment,
2015,IN,Children under 15,1322.0
2015,IN,No high school diploma,845.0
2015,IN,High school or equivalent,1885.0
2015,IN,"Some college, less than 4-yr degree",1235.0
2015,IN,Bachelor's degree or higher,1190.0
2015,IA,Totals,3081.0
2015,IA,Educational Attainment,
2015,IA,Children under 15,610.0
2015,IA,No high school diploma,298.0
2015,IA,High school or equivalent,762.0
2015,IA,"Some college, less than 4-yr degree",775.0
2015,IA,Bachelor's degree or higher,635.0
2015,KS,Totals,2853.0
2015,KS,Educational Attainment,
2015,KS,Children under 15,590.0
2015,KS,No high school diploma,373.0
2015,KS,High school or equivalent,588.0
2015,KS,"Some college, less than 4-yr degree",658.0
2015,KS,Bachelor's degree or higher,644.0
2015,KY,Totals,4316.0
2015,KY,Educational Attainment,
2015,KY,Children under 15,841.0
2015,KY,No high school diploma,637.0
2015,KY,High school or equivalent,1114.0
2015,KY,"Some college, less than 4-yr degree",905.0
2015,KY,Bachelor's degree or higher,819.0
2015,LA,Totals,4557.0
2015,LA,Educational Attainment,
2015,LA,Children under 15,931.0
2015,LA,No high school diploma,729.0
2015,LA,High school or equivalent,1195.0
2015,LA,"Some college, less than 4-yr degree",962.0
2015,LA,Bachelor's degree or higher,740.0
2015,ME,Totals,1300.0
2015,ME,Educational Attainment,
2015,ME,Children under 15,214.0
2015,ME,No high school diploma,146.0
2015,ME,High school or equivalent,377.0
2015,ME,"Some college, less than 4-yr degree",282.0
2015,ME,Bachelor's degree or higher,280.0
2015,MD,Totals,5939.0
2015,MD,Educational Attainment,
2015,MD,Children under 15,1141.0
2015,MD,No high school diploma,581.0
2015,MD,High school or equivalent,1201.0
2015,MD,"Some college, less than 4-yr degree",1225.0
2015,MD,Bachelor's degree or higher,1790.0
2015,MA,Totals,6658.0
2015,MA,Educational Attainment,
2015,MA,Children under 15,1152.0
2015,MA,No high school diploma,692.0
2015,MA,High school or equivalent,1399.0
2015,MA,"Some college, less than 4-yr degree",1171.0
2015,MA,Bachelor's degree or higher,2245.0
2015,MI,Totals,9906.0
2015,MI,Educational Attainment,
2015,MI,Children under 15,1806.0
2015,MI,No high school diploma,1126.0
2015,MI,High school or equivalent,2549.0
2015,MI,"Some college, less than 4-yr degree",2469.0
2015,MI,Bachelor's degree or higher,1957.0
2015,MN,Totals,5419.0
2015,MN,Educational Attainment,
2015,MN,Children under 15,1058.0
2015,MN,No high school diploma,602.0
2015,MN,High school or equivalent,1025.0
2015,MN,"Some college, less than 4-yr degree",1315.0
2015,MN,Bachelor's degree or higher,1418.0
2015,MS,Totals,2965.0
2015,MS,Educational Attainment,
2015,MS,Children under 15,599.0
2015,MS,No high school diploma,481.0
2015,MS,High school or equivalent,755.0
2015,MS,"Some college, less than 4-yr degree",685.0
2015,MS,Bachelor's degree or higher,444.0
2015,MO,Totals,5961.0
2015,MO,Educational Attainment,
2015,MO,Children under 15,1134.0
2015,MO,No high school diploma,659.0
2015,MO,High school or equivalent,1407.0
2015,MO,"Some college, less than 4-yr degree",1399.0
2015,MO,Bachelor's degree or higher,1362.0
2015,MT,Totals,1009.0
2015,MT,Educational Attainment,
2015,MT,Children under 15,184.0
2015,MT,No high school diploma,109.0
2015,MT,High school or equivalent,220.0
2015,MT,"Some college, less than 4-yr degree",257.0
2015,MT,Bachelor's degree or higher,239.0
2015,NE,Totals,1881.0
2015,NE,Educational Attainment,
2015,NE,Children under 15,392.0
2015,NE,No high school diploma,217.0
2015,NE,High school or equivalent,387.0
2015,NE,"Some college, less than 4-yr degree",473.0
2015,NE,Bachelor's degree or higher,413.0
2015,NV,Totals,2823.0
2015,NV,Educational Attainment,
2015,NV,Children under 15,554.0
2015,NV,No high school diploma,368.0
2015,NV,High school or equivalent,665.0
2015,NV,"Some college, less than 4-yr degree",719.0
2015,NV,Bachelor's degree or higher,518.0
2015,NH,Totals,1320.0
2015,NH,Educational Attainment,
2015,NH,Children under 15,211.0
2015,NH,No high school diploma,113.0
2015,NH,High school or equivalent,304.0
2015,NH,"Some college, less than 4-yr degree",318.0
2015,NH,Bachelor's degree or higher,374.0
2015,NJ,Totals,8939.0
2015,NJ,Educational Attainment,
2015,NJ,Children under 15,1660.0
2015,NJ,No high school diploma,1015.0
2015,NJ,High school or equivalent,2014.0
2015,NJ,"Some college, less than 4-yr degree",1644.0
2015,NJ,Bachelor's degree or higher,2606.0
2015,NM,Totals,2035.0
2015,NM,Educational Attainment,
2015,NM,Children under 15,421.0
2015,NM,No high school diploma,282.0
2015,NM,High school or equivalent,414.0
2015,NM,"Some college, less than 4-yr degree",503.0
2015,NM,Bachelor's degree or higher,416.0
2015,NY,Totals,19679.0
2015,NY,Educational Attainment,
2015,NY,Children under 15,3464.0
2015,NY,No high school diploma,2604.0
2015,NY,High school or equivalent,4231.0
2015,NY,"Some college, less than 4-yr degree",3808.0
2015,NY,Bachelor's degree or higher,5573.0
2015,NC,Totals,9836.0
2015,NC,Educational Attainment,
2015,NC,Children under 15,1881.0
2015,NC,No high school diploma,1378.0
2015,NC,High school or equivalent,2264.0
2015,NC,"Some college, less than 4-yr degree",2173.0
2015,NC,Bachelor's degree or higher,2139.0
2015,ND,Totals,733.0
2015,ND,Educational Attainment,
2015,ND,Children under 15,146.0
2015,ND,No high school diploma,74.0
2015,ND,High school or equivalent,152.0
2015,ND,"Some college, less than 4-yr degree",204.0
2015,ND,Bachelor's degree or higher,157.0
2015,OH,Totals,11536.0
2015,OH,Educational Attainment,
2015,OH,Children under 15,2173.0
2015,OH,No high school diploma,1382.0
2015,OH,High school or equivalent,3357.0
2015,OH,"Some college, less than 4-yr degree",2429.0
2015,OH,Bachelor's degree or higher,2194.0
2015,OK,Totals,3742.0
2015,OK,Educational Attainment,
2015,OK,Children under 15,807.0
2015,OK,No high school diploma,529.0
2015,OK,High school or equivalent,939.0
2015,OK,"Some college, less than 4-yr degree",803.0
2015,OK,Bachelor's degree or higher,664.0
2015,OR,Totals,3962.0
2015,OR,Educational Attainment,
2015,OR,Children under 15,711.0
2015,OR,No high school diploma,479.0
2015,OR,High school or equivalent,857.0
2015,OR,"Some college, less than 4-yr degree",996.0
2015,OR,Bachelor's degree or higher,921.0
2015,PA,Totals,12627.0
2015,PA,Educational Attainment,
2015,PA,Children under 15,2206.0
2015,PA,No high school diploma,1510.0
2015,PA,High school or equivalent,3609.0
2015,PA,"Some college, less than 4-yr degree",2402.0
2015,PA,Bachelor's degree or higher,2900.0
2015,RI,Totals,1048.0
2015,RI,Educational Attainment,
2015,RI,Children under 15,167.0
2015,RI,No high school diploma,161.0
2015,RI,High school or equivalent,228.0
2015,RI,"Some college, less than 4-yr degree",221.0
2015,RI,Bachelor's degree or higher,272.0
2015,SC,Totals,4764.0
2015,SC,Educational Attainment,
2015,SC,Children under 15,928.0
2015,SC,No high school diploma,664.0
2015,SC,High school or equivalent,1263.0
2015,SC,"Some college, less than 4-yr degree",1066.0
2015,SC,Bachelor's degree or higher,842.0
2015,SD,Totals,847.0
2015,SD,Educational Attainment,
2015,SD,Children under 15,177.0
2015,SD,No high school diploma,87.0
2015,SD,High school or equivalent,196.0
2015,SD,"Some college, less than 4-yr degree",220.0
2015,SD,Bachelor's degree or higher,167.0
2015,TN,Totals,6502.0
2015,TN,Educational Attainment,
2015,TN,Children under 15,1243.0
2015,TN,No high school diploma,955.0
2015,TN,High school or equivalent,1638.0
2015,TN,"Some college, less than 4-yr degree",1346.0
2015,TN,Bachelor's degree or higher,1320.0
2015,TX,Totals,26687.0
2015,TX,Educational Attainment,
2015,TX,Children under 15,5949.0
2015,TX,No high school diploma,4389.0
2015,TX,High school or equivalent,5272.0
2015,TX,"Some college, less than 4-yr degree",5660.0
2015,TX,Bachelor's degree or higher,5418.0
2015,UT,Totals,2929.0
2015,UT,Educational Attainment,
2015,UT,Children under 15,771.0
2015,UT,No high school diploma,307.0
2015,UT,High school or equivalent,551.0
2015,UT,"Some college, less than 4-yr degree",739.0
2015,UT,Bachelor's degree or higher,562.0
2015,VT,Totals,617.0
2015,VT,Educational Attainment,
2015,VT,Children under 15,97.0
2015,VT,No high school diploma,51.0
2015,VT,High school or equivalent,154.0
2015,VT,"Some college, less than 4-yr degree",125.0
2015,VT,Bachelor's degree or higher,190.0
2015,VA,Totals,8259.0
2015,VA,Educational Attainment,
2015,VA,Children under 15,1560.0
2015,VA,No high school diploma,1052.0
2015,VA,High school or equivalent,1569.0
2015,VA,"Some college, less than 4-yr degree",1794.0
2015,VA,Bachelor's degree or higher,2284.0
2015,WA,Totals,7085.0
2015,WA,Educational Attainment,
2015,WA,Children under 15,1338.0
2015,WA,No high school diploma,867.0
2015,WA,High school or equivalent,1478.0
2015,WA,"Some college, less than 4-yr degree",1700.0
2015,WA,Bachelor's degree or higher,1702.0
2015,WV,Totals,1826.0
2015,WV,Educational Attainment,
2015,WV,Children under 15,313.0
2015,WV,No high school diploma,277.0
2015,WV,High school or equivalent,578.0
2015,WV,"Some college, less than 4-yr degree",364.0
2015,WV,Bachelor's degree or higher,294.0
2015,WI,Totals,5747.0
2015,WI,Educational Attainment,
2015,WI,Children under 15,1064.0
2015,WI,No high school diploma,615.0
2015,WI,High school or equivalent,1381.0
2015,WI,"Some college, less than 4-yr degree",1527.0
2015,WI,Bachelor's degree or higher,1161.0
2015,WY,Totals,572.0
2015,WY,Educational Attainment,
2015,WY,Children under 15,116.0
2015,WY,No high school diploma,51.0
2015,WY,High school or equivalent,148.0
2015,WY,"Some college, less than 4-yr degree",152.0
2015,WY,Bachelor's degree or higher,106.0
2014,Total US,Totals,313395.0
2014,Total US,Educational Attainment,
2014,Total US,Children under 15,61501.0
2014,Total US,No high school diploma,42090.0
2014,Total US,High school or equivalent,71145.0
2014,Total US,"Some college, less than 4-yr degree",69041.0
2014,Total US,Bachelor's degree or higher,70068.0
2014,AL,Totals,4755.0
2014,AL,Educational Attainment,
2014,AL,Children under 15,915.0
2014,AL,No high school diploma,748.0
2014,AL,High school or equivalent,1136.0
2014,AL,"Some college, less than 4-yr degree",1111.0
2014,AL,Bachelor's degree or higher,845.0
2014,AK,Totals,700.0
2014,AK,Educational Attainment,
2014,AK,Children under 15,159.0
2014,AK,No high school diploma,71.0
2014,AK,High school or equivalent,158.0
2014,AK,"Some college, less than 4-yr degree",167.0
2014,AK,Bachelor's degree or higher,145.0
2014,AZ,Totals,6655.0
2014,AZ,Educational Attainment,
2014,AZ,Children under 15,1330.0
2014,AZ,No high school diploma,1218.0
2014,AZ,High school or equivalent,1342.0
2014,AZ,"Some college, less than 4-yr degree",1423.0
2014,AZ,Bachelor's degree or higher,1342.0
2014,AR,Totals,2941.0
2014,AR,Educational Attainment,
2014,AR,Children under 15,603.0
2014,AR,No high school diploma,429.0
2014,AR,High school or equivalent,756.0
2014,AR,"Some college, less than 4-yr degree",634.0
2014,AR,Bachelor's degree or higher,519.0
2014,CA,Totals,38114.0
2014,CA,Educational Attainment,
2014,CA,Children under 15,7591.0
2014,CA,No high school diploma,6105.0
2014,CA,High school or equivalent,6818.0
2014,CA,"Some college, less than 4-yr degree",8620.0
2014,CA,Bachelor's degree or higher,8980.0
