,State,Food Insecurity Rate,Child food insecurity rate,Year
3228,Alabama,0.313,0.31,2010
3229,Alabama,0.16,0.312,2010
3230,Alabama,0.14400000000000002,0.213,2010
3231,Alabama,0.20800000000000002,0.292,2010
3232,Alabama,0.158,0.254,2010
3233,Alabama,0.17300000000000001,0.269,2010
3234,Alabama,0.151,0.29,2010
3235,Alabama,0.14800000000000002,0.24,2010
3236,Alabama,0.322,0.273,2010
3237,Alabama,0.249,0.233,2010
3238,Alabama,0.17,0.217,2010
3239,Alabama,0.163,0.232,2010
3240,Alabama,0.14800000000000002,0.272,2010
3241,Alabama,0.184,0.204,2010
3242,Alabama,0.183,0.286,2010
3243,Alabama,0.15,0.256,2010
3244,Alabama,0.156,0.251,2010
3245,Alabama,0.16399999999999998,0.209,2010
3246,Alabama,0.13699999999999998,0.229,2010
3247,Alabama,0.293,0.271,2010
3248,Alabama,0.29100000000000004,0.233,2010
3249,Alabama,0.138,0.197,2010
3250,Alabama,0.239,0.233,2010
3251,Alabama,0.175,0.321,2010
3252,Alabama,0.139,0.293,2010
3253,Alabama,0.191,0.241,2010
3254,Alabama,0.262,0.322,2010
3255,Alabama,0.20600000000000002,0.208,2010
3256,Alabama,0.14800000000000002,0.253,2010
3257,Alabama,0.299,0.282,2010
3258,Alabama,0.22899999999999998,0.267,2010
3259,Alabama,0.20199999999999999,0.246,2010
3260,Alabama,0.19699999999999998,0.278,2010
3261,Alabama,0.212,0.259,2010
3262,Alabama,0.133,0.226,2010
3263,Alabama,0.107,0.192,2010
3264,Alabama,0.305,0.299,2010
3265,Alabama,0.196,0.253,2010
3266,Alabama,0.196,0.269,2010
3267,Alabama,0.174,0.207,2010
3268,Alabama,0.16,0.288,2010
3269,Alabama,0.204,0.281,2010
3270,Alabama,0.364,0.354,2010
3271,Alabama,0.188,0.346,2010
3272,Alaska,0.145,0.214,2010
3273,Alaska,0.133,0.153,2010
3274,Alaska,0.12300000000000001,0.17,2010
3275,Alaska,0.204,0.282,2010
3276,Alaska,0.091,0.13,2010
3277,Alaska,0.131,0.173,2010
3278,Alaska,0.168,0.246,2010
3279,Alaska,0.125,0.168,2010
3280,Alaska,0.134,0.185,2010
3281,Alaska,0.2,0.279,2010
3282,Alaska,0.10800000000000001,0.16,2010
3283,Alaska,0.147,0.204,2010
3284,Alaska,0.127,0.179,2010
3285,Alaska,0.129,0.188,2010
3286,Alaska,0.16699999999999998,0.227,2010
3287,Alaska,0.141,0.198,2010
3288,Alaska,0.20600000000000002,0.29,2010
3289,Alaska,0.11800000000000001,0.187,2010
3290,Alaska,0.196,0.267,2010
3291,Alaska,0.142,,2010
3292,Alaska,0.154,,2010
3293,Alaska,0.114,0.163,2010
3294,Alaska,0.172,0.196,2010
3295,Alaska,0.154,0.207,2010
3296,Alaska,0.133,0.18,2010
3297,Alaska,0.27399999999999997,0.375,2010
3298,Alaska,0.14,,2010
3299,Alaska,0.136,0.188,2010
3300,Alaska,0.222,0.318,2010
3301,Arizona,0.271,0.377,2010
3302,Arizona,0.16,0.259,2010
3303,Arizona,0.177,0.255,2010
3304,Arizona,0.191,0.294,2010
3305,Arizona,0.205,0.308,2010
3306,Arizona,0.161,0.27,2010
3307,Arizona,0.185,0.322,2010
3308,Arizona,0.161,0.248,2010
3309,Arizona,0.18600000000000003,0.284,2010
3310,Arizona,0.239,0.341,2010
3311,Arizona,0.16399999999999998,0.262,2010
3312,Arizona,0.18,0.267,2010
3313,Arizona,0.207,0.388,2010
3314,Arizona,0.175,0.262,2010
3315,Arizona,0.271,0.429,2010
3316,Arkansas,0.251,0.292,2010
3317,Arkansas,0.207,0.261,2010
3318,Arkansas,0.163,0.303,2010
3319,Arkansas,0.129,0.242,2010
3320,Arkansas,0.153,0.264,2010
3321,Arkansas,0.23399999999999999,0.309,2010
3322,Arkansas,0.17800000000000002,0.207,2010
3323,Arkansas,0.147,0.273,2010
3324,Arkansas,0.28800000000000003,0.306,2010
3325,Arkansas,0.204,0.253,2010
3326,Arkansas,0.193,0.32,2010
3327,Arkansas,0.157,0.283,2010
3328,Arkansas,0.172,0.266,2010
3329,Arkansas,0.22699999999999998,0.26,2010
3330,Arkansas,0.174,0.249,2010
3331,Arkansas,0.17300000000000001,0.262,2010
3332,Arkansas,0.161,0.292,2010
3333,Arkansas,0.265,0.284,2010
3334,Arkansas,0.19,0.232,2010
3335,Arkansas,0.233,0.246,2010
3336,Arkansas,0.265,0.287,2010
3337,Arkansas,0.22899999999999998,0.296,2010
3338,Arkansas,0.161,0.232,2010
3339,Arkansas,0.156,0.274,2010
3340,Arkansas,0.166,0.295,2010
3341,Arkansas,0.171,0.279,2010
3342,Arkansas,0.134,0.221,2010
3343,Arkansas,0.171,0.283,2010
3344,Arkansas,0.214,0.284,2010
3345,Arkansas,0.158,0.225,2010
3346,Arkansas,0.195,0.28,2010
3347,Arkansas,0.168,0.301,2010
3348,Arkansas,0.17600000000000002,0.291,2010
3349,Arkansas,0.22,0.328,2010
3350,Arkansas,0.249,0.239,2010
3351,Arkansas,0.16,0.294,2010
3352,Arkansas,0.225,0.252,2010
3353,Arkansas,0.18899999999999997,0.345,2010
3354,Arkansas,0.265,0.273,2010
3355,Arkansas,0.228,0.303,2010
3356,Arkansas,0.18600000000000003,0.257,2010
3357,Arkansas,0.155,0.265,2010
3358,Arkansas,0.145,0.231,2010
3359,Arkansas,0.155,0.279,2010
3360,Arkansas,0.172,0.284,2010
3361,Arkansas,0.17600000000000002,0.236,2010
3362,Arkansas,0.243,0.299,2010
3363,Arkansas,0.225,0.221,2010
3364,Arkansas,0.165,0.296,2010
3365,Arkansas,0.214,0.275,2010
3366,Arkansas,0.172,0.265,2010
3367,Arkansas,0.218,0.233,2010
3368,Arkansas,0.159,0.243,2010
3369,Arkansas,0.284,0.269,2010
3370,Arkansas,0.175,0.311,2010
3371,Arkansas,0.19699999999999998,0.33,2010
3372,Arkansas,0.16399999999999998,0.309,2010
3373,Arkansas,0.162,0.273,2010
3374,Arkansas,0.17600000000000002,0.24,2010
3375,Arkansas,0.18899999999999997,0.215,2010
3376,Arkansas,0.179,0.285,2010
3377,Arkansas,0.267,0.276,2010
3378,Arkansas,0.13699999999999998,0.223,2010
3379,Arkansas,0.166,0.31,2010
3380,Arkansas,0.179,0.323,2010
3381,Arkansas,0.16,0.285,2010
3382,Arkansas,0.153,0.304,2010
3383,Arkansas,0.183,0.314,2010
3384,Arkansas,0.182,0.324,2010
3385,Arkansas,0.226,0.269,2010
3386,Arkansas,0.187,0.344,2010
3387,Arkansas,0.147,0.264,2010
3388,Arkansas,0.163,0.262,2010
3389,Arkansas,0.23,0.288,2010
3390,Arkansas,0.146,0.277,2010
3391,California,0.16399999999999998,0.208,2010
3392,California,0.193,0.253,2010
3393,California,0.165,0.217,2010
3394,California,0.19399999999999998,0.273,2010
3395,California,0.18,0.242,2010
3396,California,0.207,0.347,2010
3397,California,0.151,0.202,2010
3398,California,0.2,0.304,2010
3399,California,0.156,0.215,2010
3400,California,0.20800000000000002,0.337,2010
3401,California,0.195,0.304,2010
3402,California,0.17800000000000002,0.245,2010
3403,California,0.276,0.438,2010
3404,California,0.149,0.224,2010
3405,California,0.19899999999999998,0.317,2010
3406,California,0.201,0.322,2010
3407,California,0.22399999999999998,0.328,2010
3408,California,0.191,0.254,2010
3409,California,0.168,0.266,2010
3410,California,0.19,0.323,2010
3411,California,0.12300000000000001,0.168,2010
3412,California,0.168,0.251,2010
3413,California,0.16899999999999998,0.265,2010
3414,California,0.218,0.349,2010
3415,California,0.196,0.303,2010
3416,California,0.146,0.228,2010
3417,California,0.154,0.271,2010
3418,California,0.134,0.209,2010
3419,California,0.154,0.215,2010
3420,California,0.13,0.213,2010
3421,California,0.145,0.194,2010
3422,California,0.2,0.277,2010
3423,California,0.174,0.269,2010
3424,California,0.18,0.242,2010
3425,California,0.177,0.281,2010
3426,California,0.17600000000000002,0.27,2010
3427,California,0.14800000000000002,0.225,2010
3428,California,0.149,0.191,2010
3429,California,0.203,0.296,2010
3430,California,0.151,0.208,2010
3431,California,0.122,0.183,2010
3432,California,0.13699999999999998,0.232,2010
3433,California,0.14,0.208,2010
3434,California,0.159,0.244,2010
3435,California,0.205,0.29,2010
3436,California,0.18899999999999997,0.277,2010
3437,California,0.218,0.305,2010
3438,California,0.168,0.213,2010
3439,California,0.14300000000000002,0.217,2010
3440,California,0.19899999999999998,0.31,2010
3441,California,0.215,0.317,2010
3442,California,0.207,0.319,2010
3443,California,0.221,0.297,2010
3444,California,0.201,0.345,2010
3445,California,0.18,0.244,2010
3446,California,0.133,0.222,2010
3447,California,0.175,0.251,2010
3448,California,0.228,0.337,2010
3449,Colorado,0.149,0.242,2010
3450,Colorado,0.152,0.259,2010
3451,Colorado,0.152,0.198,2010
3452,Colorado,0.14300000000000002,0.233,2010
3453,Colorado,0.125,0.168,2010
3454,Colorado,0.17,0.249,2010
3455,Colorado,0.134,0.182,2010
3456,Colorado,0.121,0.16,2010
3457,Colorado,0.14300000000000002,0.205,2010
3458,Colorado,0.111,0.19,2010
3459,Colorado,0.136,0.18,2010
3460,Colorado,0.14300000000000002,0.247,2010
3461,Colorado,0.17800000000000002,0.364,2010
3462,Colorado,0.184,0.265,2010
3463,Colorado,0.146,0.24,2010
3464,Colorado,0.156,0.24,2010
3465,Colorado,0.171,0.256,2010
3466,Colorado,0.22,0.267,2010
3467,Colorado,0.10800000000000001,0.142,2010
3468,Colorado,0.132,0.211,2010
3469,Colorado,0.121,0.162,2010
3470,Colorado,0.153,0.206,2010
3471,Colorado,0.17300000000000001,0.242,2010
3472,Colorado,0.138,0.214,2010
3473,Colorado,0.141,0.22,2010
3474,Colorado,0.135,0.19,2010
3475,Colorado,0.134,0.159,2010
3476,Colorado,0.096,0.196,2010
3477,Colorado,0.185,0.312,2010
3478,Colorado,0.141,0.225,2010
3479,Colorado,0.132,0.19,2010
3480,Colorado,0.128,0.178,2010
3481,Colorado,0.11199999999999999,0.168,2010
3482,Colorado,0.183,0.328,2010
3483,Colorado,0.13,0.181,2010
3484,Colorado,0.14,0.185,2010
3485,Colorado,0.151,0.243,2010
3486,Colorado,0.129,0.185,2010
3487,Colorado,0.134,0.205,2010
3488,Colorado,0.158,0.225,2010
3489,Colorado,0.129,0.207,2010
3490,Colorado,0.151,0.21,2010
3491,Colorado,0.163,0.254,2010
3492,Colorado,0.156,0.231,2010
3493,Colorado,0.132,0.221,2010
3494,Colorado,0.156,0.268,2010
3495,Colorado,0.132,0.175,2010
3496,Colorado,0.134,0.168,2010
3497,Colorado,0.111,0.167,2010
3498,Colorado,0.132,0.18,2010
3499,Colorado,0.146,0.257,2010
3500,Colorado,0.158,0.265,2010
3501,Colorado,0.115,0.157,2010
3502,Colorado,0.139,0.261,2010
3503,Colorado,0.139,0.188,2010
3504,Colorado,0.16899999999999998,0.296,2010
3505,Colorado,0.158,0.232,2010
3506,Colorado,0.132,0.193,2010
3507,Colorado,0.129,0.2,2010
3508,Colorado,0.124,0.158,2010
3509,Colorado,0.14300000000000002,0.199,2010
3510,Colorado,0.131,0.2,2010
3511,Colorado,0.151,0.233,2010
3512,Colorado,0.107,0.168,2010
3513,Connecticut,0.115,0.155,2010
3514,Connecticut,0.13699999999999998,0.187,2010
3515,Connecticut,0.11,0.165,2010
3516,Connecticut,0.106,0.149,2010
3517,Connecticut,0.14,0.191,2010
3518,Connecticut,0.11699999999999999,0.169,2010
3519,Connecticut,0.105,0.149,2010
3520,Connecticut,0.134,0.212,2010
3521,Delaware,0.127,0.186,2010
3522,Delaware,0.121,0.159,2010
3523,Delaware,0.11199999999999999,0.198,2010
3524,District of Columbia,0.16459509672381475,0.3074148256654011,2010
3525,Florida,0.187,0.216,2010
3526,Florida,0.183,0.265,2010
3527,Florida,0.163,0.242,2010
3528,Florida,0.18100000000000002,0.247,2010
3529,Florida,0.16399999999999998,0.242,2010
3530,Florida,0.16899999999999998,0.215,2010
3531,Florida,0.183,0.281,2010
3532,Florida,0.16699999999999998,0.27,2010
3533,Florida,0.17800000000000002,0.3,2010
3534,Florida,0.151,0.226,2010
3535,Florida,0.157,0.279,2010
3536,Florida,0.183,0.253,2010
3537,Florida,0.196,0.327,2010
3538,Florida,0.185,0.277,2010
3539,Florida,0.19699999999999998,0.231,2010
3540,Florida,0.191,0.253,2010
3541,Florida,0.195,0.287,2010
3542,Florida,0.187,0.326,2010
3543,Florida,0.255,0.252,2010
3544,Florida,0.174,0.281,2010
3545,Florida,0.168,0.315,2010
3546,Florida,0.196,0.31,2010
3547,Florida,0.228,0.269,2010
3548,Florida,0.185,0.335,2010
3549,Florida,0.217,0.35,2010
3550,Florida,0.182,0.285,2010
3551,Florida,0.17800000000000002,0.292,2010
3552,Florida,0.174,0.259,2010
3553,Florida,0.16699999999999998,0.259,2010
3554,Florida,0.183,0.287,2010
3555,Florida,0.187,0.208,2010
3556,Florida,0.204,0.21,2010
3557,Florida,0.159,0.261,2010
3558,Florida,0.166,0.263,2010
3559,Florida,0.16899999999999998,0.273,2010
3560,Florida,0.196,0.205,2010
3561,Florida,0.19699999999999998,0.319,2010
3562,Florida,0.151,0.229,2010
3563,Florida,0.228,0.281,2010
3564,Florida,0.171,0.276,2010
3565,Florida,0.19399999999999998,0.292,2010
3566,Florida,0.158,0.264,2010
3567,Florida,0.16899999999999998,0.278,2010
3568,Florida,0.126,0.211,2010
3569,Florida,0.155,0.242,2010
3570,Florida,0.141,0.226,2010
3571,Florida,0.18600000000000003,0.325,2010
3572,Florida,0.17300000000000001,0.242,2010
3573,Florida,0.16,0.279,2010
3574,Florida,0.172,0.246,2010
3575,Florida,0.172,0.277,2010
3576,Florida,0.17,0.251,2010
3577,Florida,0.184,0.279,2010
3578,Florida,0.212,0.299,2010
3579,Florida,0.141,0.218,2010
3580,Florida,0.196,0.275,2010
3581,Florida,0.15,0.249,2010
3582,Florida,0.163,0.264,2010
3583,Florida,0.152,0.231,2010
3584,Florida,0.153,0.253,2010
3585,Florida,0.177,0.278,2010
3586,Florida,0.203,0.287,2010
3587,Florida,0.18899999999999997,0.267,2010
3588,Florida,0.175,0.27,2010
3589,Florida,0.153,0.227,2010
3590,Florida,0.149,0.255,2010
3591,Florida,0.193,0.281,2010
3592,Georgia,0.18600000000000003,0.334,2010
3593,Georgia,0.231,0.401,2010
3594,Georgia,0.16899999999999998,0.265,2010
3595,Georgia,0.253,0.306,2010
3596,Georgia,0.257,0.299,2010
3597,Georgia,0.129,0.254,2010
3598,Georgia,0.149,0.264,2010
3599,Georgia,0.161,0.286,2010
3600,Georgia,0.244,0.335,2010
3601,Georgia,0.191,0.332,2010
3602,Georgia,0.225,0.255,2010
3603,Georgia,0.20600000000000002,0.292,2010
3604,Georgia,0.177,0.324,2010
3605,Georgia,0.182,0.226,2010
3606,Georgia,0.133,0.242,2010
3607,Georgia,0.209,0.267,2010
3608,Georgia,0.239,0.278,2010
3609,Georgia,0.18100000000000002,0.26,2010
3610,Georgia,0.253,0.283,2010
3611,Georgia,0.16399999999999998,0.261,2010
3612,Georgia,0.185,0.277,2010
3613,Georgia,0.175,0.274,2010
3614,Georgia,0.12300000000000001,0.253,2010
3615,Georgia,0.20199999999999999,0.277,2010
3616,Georgia,0.187,0.226,2010
3617,Georgia,0.207,0.295,2010
3618,Georgia,0.182,0.312,2010
3619,Georgia,0.11699999999999999,0.233,2010
3620,Georgia,0.203,0.274,2010
3621,Georgia,0.27399999999999997,0.278,2010
3622,Georgia,0.23399999999999999,0.237,2010
3623,Georgia,0.22,0.309,2010
3624,Georgia,0.151,0.231,2010
3625,Georgia,0.235,0.343,2010
3626,Georgia,0.184,0.303,2010
3627,Georgia,0.11599999999999999,0.2,2010
3628,Georgia,0.217,0.306,2010
3629,Georgia,0.146,0.245,2010
3630,Georgia,0.19,0.306,2010
3631,Georgia,0.253,0.339,2010
3632,Georgia,0.138,0.301,2010
3633,Georgia,0.135,0.278,2010
3634,Georgia,0.239,0.299,2010
3635,Georgia,0.20800000000000002,0.225,2010
3636,Georgia,0.205,0.269,2010
3637,Georgia,0.243,0.301,2010
3638,Georgia,0.26899999999999996,0.28,2010
3639,Georgia,0.18100000000000002,0.225,2010
3640,Georgia,0.239,0.293,2010
3641,Georgia,0.156,0.355,2010
3642,Georgia,0.136,0.236,2010
3643,Georgia,0.223,0.339,2010
3644,Georgia,0.217,0.302,2010
3645,Georgia,0.185,0.286,2010
3646,Georgia,0.153,0.306,2010
3647,Georgia,0.124,0.197,2010
3648,Georgia,0.171,0.298,2010
3649,Georgia,0.102,0.223,2010
3650,Georgia,0.172,0.298,2010
3651,Georgia,0.195,0.234,2010
3652,Georgia,0.153,0.315,2010
3653,Georgia,0.174,0.291,2010
3654,Georgia,0.16699999999999998,0.258,2010
3655,Georgia,0.16399999999999998,0.319,2010
3656,Georgia,0.19699999999999998,0.303,2010
3657,Georgia,0.221,0.293,2010
3658,Georgia,0.142,0.238,2010
3659,Georgia,0.155,0.33,2010
3660,Georgia,0.132,0.289,2010
3661,Georgia,0.359,0.319,2010
3662,Georgia,0.174,0.33,2010
3663,Georgia,0.128,0.206,2010
3664,Georgia,0.198,0.311,2010
3665,Georgia,0.185,0.336,2010
3666,Georgia,0.165,0.211,2010
3667,Georgia,0.151,0.223,2010
3668,Georgia,0.226,0.323,2010
3669,Georgia,0.154,0.287,2010
3670,Georgia,0.191,0.299,2010
3671,Georgia,0.21100000000000002,0.344,2010
3672,Georgia,0.26899999999999996,0.312,2010
3673,Georgia,0.26,0.325,2010
3674,Georgia,0.23600000000000002,0.314,2010
3675,Georgia,0.16399999999999998,0.233,2010
3676,Georgia,0.21100000000000002,0.283,2010
3677,Georgia,0.18100000000000002,0.279,2010
3678,Georgia,0.21600000000000003,0.282,2010
3679,Georgia,0.133,0.216,2010
3680,Georgia,0.19,0.249,2010
3681,Georgia,0.217,0.322,2010
3682,Georgia,0.153,0.24,2010
3683,Georgia,0.192,0.251,2010
3684,Georgia,0.15,0.282,2010
3685,Georgia,0.204,0.252,2010
3686,Georgia,0.201,0.257,2010
3687,Georgia,0.28600000000000003,0.323,2010
3688,Georgia,0.149,0.277,2010
3689,Georgia,0.19899999999999998,0.299,2010
3690,Georgia,0.217,0.266,2010
3691,Georgia,0.175,0.237,2010
3692,Georgia,0.222,0.257,2010
3693,Georgia,0.16,0.235,2010
3694,Georgia,0.188,0.266,2010
3695,Georgia,0.172,0.242,2010
3696,Georgia,0.158,0.323,2010
3697,Georgia,0.198,0.239,2010
3698,Georgia,0.195,0.236,2010
3699,Georgia,0.102,0.216,2010
3700,Georgia,0.16399999999999998,0.256,2010
3701,Georgia,0.146,0.232,2010
3702,Georgia,0.23399999999999999,0.33,2010
3703,Georgia,0.134,0.273,2010
3704,Georgia,0.154,0.273,2010
3705,Georgia,0.147,0.264,2010
3706,Georgia,0.16899999999999998,0.3,2010
3707,Georgia,0.16699999999999998,0.2,2010
3708,Georgia,0.17800000000000002,0.242,2010
3709,Georgia,0.27399999999999997,0.309,2010
3710,Georgia,0.16699999999999998,0.313,2010
3711,Georgia,0.27,0.329,2010
3712,Georgia,0.22899999999999998,0.264,2010
3713,Georgia,0.192,0.23,2010
3714,Georgia,0.21,0.303,2010
3715,Georgia,0.23800000000000002,0.264,2010
3716,Georgia,0.217,0.291,2010
3717,Georgia,0.21899999999999997,0.296,2010
3718,Georgia,0.171,0.297,2010
3719,Georgia,0.24600000000000002,0.264,2010
3720,Georgia,0.256,0.297,2010
3721,Georgia,0.22899999999999998,0.223,2010
3722,Georgia,0.28300000000000003,0.376,2010
3723,Georgia,0.188,0.283,2010
3724,Georgia,0.26,0.326,2010
3725,Georgia,0.275,0.357,2010
3726,Georgia,0.265,0.284,2010
3727,Georgia,0.203,0.266,2010
3728,Georgia,0.207,0.307,2010
3729,Georgia,0.2,0.307,2010
3730,Georgia,0.128,0.265,2010
3731,Georgia,0.226,0.309,2010
3732,Georgia,0.203,0.283,2010
3733,Georgia,0.242,0.287,2010
3734,Georgia,0.222,0.261,2010
3735,Georgia,0.138,0.267,2010
3736,Georgia,0.20600000000000002,0.286,2010
3737,Georgia,0.147,0.283,2010
3738,Georgia,0.156,0.257,2010
3739,Georgia,0.2,0.296,2010
3740,Georgia,0.29600000000000004,0.309,2010
3741,Georgia,0.27399999999999997,0.304,2010
3742,Georgia,0.19,0.293,2010
3743,Georgia,0.20800000000000002,0.279,2010
3744,Georgia,0.22399999999999998,0.279,2010
3745,Georgia,0.157,0.301,2010
3746,Georgia,0.157,0.339,2010
3747,Georgia,0.231,0.327,2010
3748,Georgia,0.23399999999999999,0.298,2010
3749,Georgia,0.22399999999999998,0.296,2010
3750,Georgia,0.201,0.283,2010
3751,Hawaii,0.158,0.249,2010
3752,Hawaii,0.11800000000000001,0.184,2010
3753,Hawaii,0.136,,2010
3754,Hawaii,0.13699999999999998,0.205,2010
3755,Hawaii,0.134,0.209,2010
3756,Idaho,0.151,0.19,2010
3757,Idaho,0.217,0.263,2010
3758,Idaho,0.159,0.206,2010
3759,Idaho,0.147,0.183,2010
3760,Idaho,0.20199999999999999,0.262,2010
3761,Idaho,0.147,0.207,2010
3762,Idaho,0.145,0.2,2010
3763,Idaho,0.175,0.238,2010
3764,Idaho,0.19,0.258,2010
3765,Idaho,0.138,0.186,2010
3766,Idaho,0.22,0.28,2010
3767,Idaho,0.146,0.193,2010
3768,Idaho,0.188,0.283,2010
3769,Idaho,0.177,0.26,2010
3770,Idaho,0.142,0.181,2010
3771,Idaho,0.14400000000000002,0.211,2010
3772,Idaho,0.133,0.253,2010
3773,Idaho,0.20199999999999999,0.253,2010
3774,Idaho,0.153,0.204,2010
3775,Idaho,0.157,0.226,2010
3776,Idaho,0.139,0.197,2010
3777,Idaho,0.153,0.198,2010
3778,Idaho,0.18100000000000002,0.236,2010
3779,Idaho,0.146,0.217,2010
3780,Idaho,0.195,0.272,2010
3781,Idaho,0.14,0.185,2010
3782,Idaho,0.151,0.239,2010
3783,Idaho,0.171,0.22,2010
3784,Idaho,0.17600000000000002,0.207,2010
3785,Idaho,0.19,0.286,2010
3786,Idaho,0.151,0.236,2010
3787,Idaho,0.18600000000000003,0.258,2010
3788,Idaho,0.192,0.206,2010
3789,Idaho,0.138,0.225,2010
3790,Idaho,0.146,0.194,2010
3791,Idaho,0.138,0.172,2010
3792,Idaho,0.14800000000000002,0.25,2010
3793,Idaho,0.166,0.241,2010
3794,Idaho,0.151,0.221,2010
3795,Idaho,0.214,0.277,2010
3796,Idaho,0.132,0.178,2010
3797,Idaho,0.152,0.21,2010
3798,Idaho,0.214,0.307,2010
3799,Idaho,0.16699999999999998,0.226,2010
3800,Illinois,0.11599999999999999,0.194,2010
3801,Illinois,0.204,0.228,2010
3802,Illinois,0.127,0.194,2010
3803,Illinois,0.155,0.261,2010
3804,Illinois,0.115,0.175,2010
3805,Illinois,0.133,0.226,2010
3806,Illinois,0.134,0.209,2010
3807,Illinois,0.13699999999999998,0.235,2010
3808,Illinois,0.11199999999999999,0.195,2010
3809,Illinois,0.155,0.194,2010
3810,Illinois,0.142,0.258,2010
3811,Illinois,0.14400000000000002,0.233,2010
3812,Illinois,0.154,0.251,2010
3813,Illinois,0.109,0.178,2010
3814,Illinois,0.151,0.223,2010
3815,Illinois,0.156,0.21,2010
3816,Illinois,0.14,0.246,2010
3817,Illinois,0.133,0.229,2010
3818,Illinois,0.134,0.197,2010
3819,Illinois,0.11199999999999999,0.191,2010
3820,Illinois,0.11699999999999999,0.204,2010
3821,Illinois,0.096,0.164,2010
3822,Illinois,0.139,0.233,2010
3823,Illinois,0.125,0.212,2010
3824,Illinois,0.113,0.196,2010
3825,Illinois,0.149,0.249,2010
3826,Illinois,0.12,0.187,2010
3827,Illinois,0.168,0.287,2010
3828,Illinois,0.14800000000000002,0.249,2010
3829,Illinois,0.146,0.238,2010
3830,Illinois,0.134,0.232,2010
3831,Illinois,0.127,0.205,2010
3832,Illinois,0.134,0.232,2010
3833,Illinois,0.141,0.233,2010
3834,Illinois,0.168,0.302,2010
3835,Illinois,0.129,0.207,2010
3836,Illinois,0.11800000000000001,0.209,2010
3837,Illinois,0.122,0.209,2010
3838,Illinois,0.172,0.23,2010
3839,Illinois,0.11699999999999999,0.194,2010
3840,Illinois,0.14800000000000002,0.23,2010
3841,Illinois,0.115,0.182,2010
3842,Illinois,0.11,0.19,2010
3843,Illinois,0.155,0.23,2010
3844,Illinois,0.11199999999999999,0.21,2010
3845,Illinois,0.17,0.232,2010
3846,Illinois,0.1,0.17,2010
3847,Illinois,0.141,0.23,2010
3848,Illinois,0.113,0.191,2010
3849,Illinois,0.14300000000000002,0.238,2010
3850,Illinois,0.149,0.249,2010
3851,Illinois,0.131,0.207,2010
3852,Illinois,0.132,0.218,2010
3853,Illinois,0.131,0.205,2010
3854,Illinois,0.154,0.22,2010
3855,Illinois,0.10300000000000001,0.184,2010
3856,Illinois,0.12,0.167,2010
3857,Illinois,0.16699999999999998,0.232,2010
3858,Illinois,0.132,0.224,2010
3859,Illinois,0.13699999999999998,0.209,2010
3860,Illinois,0.157,0.256,2010
3861,Illinois,0.11900000000000001,0.195,2010
3862,Illinois,0.154,0.262,2010
3863,Illinois,0.136,0.228,2010
3864,Illinois,0.102,0.178,2010
3865,Illinois,0.126,0.217,2010
3866,Illinois,0.092,0.155,2010
3867,Illinois,0.158,0.262,2010
3868,Illinois,0.142,0.235,2010
3869,Illinois,0.11599999999999999,0.21,2010
3870,Illinois,0.139,0.232,2010
3871,Illinois,0.158,0.207,2010
3872,Illinois,0.156,0.249,2010
3873,Illinois,0.106,0.184,2010
3874,Illinois,0.131,0.231,2010
3875,Illinois,0.14,0.216,2010
3876,Illinois,0.20199999999999999,0.225,2010
3877,Illinois,0.13699999999999998,0.247,2010
3878,Illinois,0.129,0.188,2010
3879,Illinois,0.135,0.209,2010
3880,Illinois,0.131,0.21,2010
3881,Illinois,0.177,0.201,2010
3882,Illinois,0.15,0.246,2010
3883,Illinois,0.13,0.189,2010
3884,Illinois,0.11599999999999999,0.198,2010
3885,Illinois,0.11900000000000001,0.191,2010
3886,Illinois,0.128,0.218,2010
3887,Illinois,0.131,0.224,2010
3888,Illinois,0.156,0.238,2010
3889,Illinois,0.11800000000000001,0.198,2010
3890,Illinois,0.165,0.257,2010
3891,Illinois,0.17300000000000001,0.257,2010
3892,Illinois,0.132,0.201,2010
3893,Illinois,0.121,0.213,2010
3894,Illinois,0.107,0.188,2010
3895,Illinois,0.133,0.22,2010
3896,Illinois,0.128,0.239,2010
3897,Illinois,0.128,0.23,2010
3898,Illinois,0.11800000000000001,0.18,2010
3899,Illinois,0.14,0.235,2010
3900,Illinois,0.182,0.268,2010
3901,Illinois,0.10099999999999999,0.178,2010
3902,Indiana,0.157,0.259,2010
3903,Indiana,0.155,0.205,2010
3904,Indiana,0.13,0.206,2010
3905,Indiana,0.13699999999999998,0.204,2010
3906,Indiana,0.16699999999999998,0.252,2010
3907,Indiana,0.111,0.165,2010
3908,Indiana,0.13699999999999998,0.217,2010
3909,Indiana,0.129,0.191,2010
3910,Indiana,0.147,0.231,2010
3911,Indiana,0.142,0.206,2010
3912,Indiana,0.146,0.238,2010
3913,Indiana,0.136,0.224,2010
3914,Indiana,0.17300000000000001,0.256,2010
3915,Indiana,0.115,0.189,2010
3916,Indiana,0.133,0.192,2010
3917,Indiana,0.14800000000000002,0.23,2010
3918,Indiana,0.145,0.214,2010
3919,Indiana,0.175,0.234,2010
3920,Indiana,0.11599999999999999,0.18,2010
3921,Indiana,0.168,0.258,2010
3922,Indiana,0.19,0.282,2010
3923,Indiana,0.133,0.197,2010
3924,Indiana,0.155,0.235,2010
3925,Indiana,0.145,0.223,2010
3926,Indiana,0.149,0.225,2010
3927,Indiana,0.128,0.192,2010
