,Year,State,Age Group (Years),State Rate,State Births,U.S. Births,U.S. Birth Rate,Unit
2670,2015,Louisiana,15-19 years,34.1,"5,055","229,715",22.3,"per 1,000"
2671,2015,Maine,15-19 years,15.4,603,"229,715",22.3,"per 1,000"
2672,2015,Maryland,15-19 years,17.0,"3,214","229,715",22.3,"per 1,000"
2673,2015,Massachusetts,15-19 years,9.4,"2,140","229,715",22.3,"per 1,000"
2674,2015,Michigan,15-19 years,19.4,"6,356","229,715",22.3,"per 1,000"
2675,2015,Minnesota,15-19 years,13.7,"2,386","229,715",22.3,"per 1,000"
2676,2015,Mississippi,15-19 years,34.8,"3,536","229,715",22.3,"per 1,000"
2677,2015,Missouri,15-19 years,25.0,"4,838","229,715",22.3,"per 1,000"
2678,2015,Montana,15-19 years,25.3,770,"229,715",22.3,"per 1,000"
2679,2015,Nebraska,15-19 years,22.0,"1,388","229,715",22.3,"per 1,000"
2680,2015,Nevada,15-19 years,27.6,"2,369","229,715",22.3,"per 1,000"
2681,2015,New Hampshire,15-19 years,10.9,468,"229,715",22.3,"per 1,000"
2682,2015,New Jersey,15-19 years,12.1,"3,374","229,715",22.3,"per 1,000"
2683,2015,New Mexico,15-19 years,34.6,"2,320","229,715",22.3,"per 1,000"
2684,2015,New York,15-19 years,14.6,"8,961","229,715",22.3,"per 1,000"
2685,2015,North Carolina,15-19 years,23.6,"7,641","229,715",22.3,"per 1,000"
2686,2015,North Dakota,15-19 years,22.2,527,"229,715",22.3,"per 1,000"
2687,2015,Ohio,15-19 years,23.2,"8,755","229,715",22.3,"per 1,000"
2688,2015,Oklahoma,15-19 years,34.8,"4,391","229,715",22.3,"per 1,000"
2689,2015,Oregon,15-19 years,19.0,"2,284","229,715",22.3,"per 1,000"
2690,2015,Pennsylvania,15-19 years,17.7,"7,218","229,715",22.3,"per 1,000"
2691,2015,Rhode Island,15-19 years,14.3,530,"229,715",22.3,"per 1,000"
2692,2015,South Carolina,15-19 years,26.2,"4,021","229,715",22.3,"per 1,000"
2693,2015,South Dakota,15-19 years,26.4,720,"229,715",22.3,"per 1,000"
2694,2015,Tennessee,15-19 years,30.5,"6,267","229,715",22.3,"per 1,000"
2695,2015,Texas,15-19 years,34.6,"32,687","229,715",22.3,"per 1,000"
2696,2015,Total U.S.,15-19 years,22.3,"229,715","229,715",22.3,"per 1,000"
2697,2015,Utah,15-19 years,17.6,"2,021","229,715",22.3,"per 1,000"
2698,2015,Vermont,15-19 years,11.6,245,"229,715",22.3,"per 1,000"
2699,2015,Virginia,15-19 years,17.1,"4,508","229,715",22.3,"per 1,000"
2700,2015,Washington,15-19 years,17.6,"3,773","229,715",22.3,"per 1,000"
2701,2015,West Virginia,15-19 years,31.9,"1,719","229,715",22.3,"per 1,000"
2702,2015,Wisconsin,15-19 years,16.2,"3,040","229,715",22.3,"per 1,000"
2703,2015,Wyoming,15-19 years,29.2,510,"229,715",22.3,"per 1,000"
4108,2016,Alabama,15-19 years,28.4,"4,480","209,809",20.3,"per 1,000"
4109,2016,Alaska,15-19 years,25.8,583,"209,809",20.3,"per 1,000"
4110,2016,Arizona,15-19 years,23.6,"5,357","209,809",20.3,"per 1,000"
4111,2016,Arkansas,15-19 years,34.6,"3,372","209,809",20.3,"per 1,000"
4112,2016,California,15-19 years,17.0,"21,412","209,809",20.3,"per 1,000"
4113,2016,Colorado,15-19 years,17.8,"3,068","209,809",20.3,"per 1,000"
4114,2016,Connecticut,15-19 years,9.4,"1,136","209,809",20.3,"per 1,000"
4115,2016,Delaware,15-19 years,19.5,583,"209,809",20.3,"per 1,000"
4116,2016,District of Columbia,15-19 years,24.0,460,"209,809",20.3,"per 1,000"
4117,2016,Florida,15-19 years,19.3,"11,195","209,809",20.3,"per 1,000"
4118,2016,Georgia,15-19 years,23.6,"8,248","209,809",20.3,"per 1,000"
4119,2016,Hawaii,15-19 years,19.2,728,"209,809",20.3,"per 1,000"
4120,2016,Idaho,15-19 years,20.1,"1,171","209,809",20.3,"per 1,000"
4121,2016,Illinois,15-19 years,18.7,"7,729","209,809",20.3,"per 1,000"
4122,2016,Indiana,15-19 years,23.6,"5,255","209,809",20.3,"per 1,000"
4123,2016,Iowa,15-19 years,17.2,"1,804","209,809",20.3,"per 1,000"
4124,2016,Kansas,15-19 years,21.9,"2,125","209,809",20.3,"per 1,000"
4125,2016,Kentucky,15-19 years,30.9,"4,331","209,809",20.3,"per 1,000"
4126,2016,Louisiana,15-19 years,30.6,"4,545","209,809",20.3,"per 1,000"
4127,2016,Maine,15-19 years,14.7,574,"209,809",20.3,"per 1,000"
4128,2016,Maryland,15-19 years,15.9,"3,017","209,809",20.3,"per 1,000"
4129,2016,Massachusetts,15-19 years,8.5,"1,932","209,809",20.3,"per 1,000"
4130,2016,Michigan,15-19 years,17.7,"5,792","209,809",20.3,"per 1,000"
4131,2016,Minnesota,15-19 years,12.6,"2,200","209,809",20.3,"per 1,000"
4132,2016,Mississippi,15-19 years,32.6,"3,326","209,809",20.3,"per 1,000"
4133,2016,Missouri,15-19 years,23.4,"4,505","209,809",20.3,"per 1,000"
4134,2016,Montana,15-19 years,23.7,720,"209,809",20.3,"per 1,000"
4135,2016,Nebraska,15-19 years,19.1,"1,213","209,809",20.3,"per 1,000"
4136,2016,Nevada,15-19 years,24.2,"2,078","209,809",20.3,"per 1,000"
4137,2016,New Hampshire,15-19 years,9.3,392,"209,809",20.3,"per 1,000"
4138,2016,New Jersey,15-19 years,11.0,"3,060","209,809",20.3,"per 1,000"
4139,2016,New Mexico,15-19 years,29.8,"2,019","209,809",20.3,"per 1,000"
4140,2016,New York,15-19 years,13.2,"8,003","209,809",20.3,"per 1,000"
4141,2016,North Carolina,15-19 years,21.8,"7,190","209,809",20.3,"per 1,000"
4142,2016,North Dakota,15-19 years,20.3,469,"209,809",20.3,"per 1,000"
4143,2016,Ohio,15-19 years,21.8,"8,151","209,809",20.3,"per 1,000"
4144,2016,Oklahoma,15-19 years,33.4,"4,250","209,809",20.3,"per 1,000"
4145,2016,Oregon,15-19 years,16.6,"2,004","209,809",20.3,"per 1,000"
4146,2016,Pennsylvania,15-19 years,15.8,"6,385","209,809",20.3,"per 1,000"
4147,2016,Rhode Island,15-19 years,12.9,474,"209,809",20.3,"per 1,000"
4148,2016,South Carolina,15-19 years,23.7,"3,695","209,809",20.3,"per 1,000"
4149,2016,South Dakota,15-19 years,25.1,681,"209,809",20.3,"per 1,000"
4150,2016,Tennessee,15-19 years,28.0,"5,766","209,809",20.3,"per 1,000"
4151,2016,Texas,15-19 years,31.0,"29,765","209,809",20.3,"per 1,000"
4152,2016,Total U.S.,15-19 years,20.3,"209,809","209,809",20.3,"per 1,000"
4153,2016,Utah,15-19 years,15.6,"1,829","209,809",20.3,"per 1,000"
4154,2016,Vermont,15-19 years,10.3,213,"209,809",20.3,"per 1,000"
4155,2016,Virginia,15-19 years,15.5,"4,114","209,809",20.3,"per 1,000"
4156,2016,Washington,15-19 years,16.6,"3,584","209,809",20.3,"per 1,000"
4157,2016,West Virginia,15-19 years,29.3,"1,555","209,809",20.3,"per 1,000"
4158,2016,Wisconsin,15-19 years,15.0,"2,808","209,809",20.3,"per 1,000"
4159,2016,Wyoming,15-19 years,26.1,463,"209,809",20.3,"per 1,000"
4316,2017,Alabama,15-19 years,27.0,"4,241","194,377",18.8,"per 1,000"
4317,2017,Alaska,15-19 years,22.0,486,"194,377",18.8,"per 1,000"
4318,2017,Arizona,15-19 years,22.0,"5,025","194,377",18.8,"per 1,000"
4319,2017,Arkansas,15-19 years,32.8,"3,178","194,377",18.8,"per 1,000"
4320,2017,California,15-19 years,15.1,"18,935","194,377",18.8,"per 1,000"
4321,2017,Colorado,15-19 years,16.1,"2,790","194,377",18.8,"per 1,000"
4322,2017,Connecticut,15-19 years,8.8,"1,053","194,377",18.8,"per 1,000"
4323,2017,Delaware,15-19 years,18.5,552,"194,377",18.8,"per 1,000"
4324,2017,District of Columbia,15-19 years,21.0,408,"194,377",18.8,"per 1,000"
4325,2017,Florida,15-19 years,18.2,"10,708","194,377",18.8,"per 1,000"
4326,2017,Georgia,15-19 years,21.9,"7,778","194,377",18.8,"per 1,000"
4327,2017,Hawaii,15-19 years,19.1,714,"194,377",18.8,"per 1,000"
4328,2017,Idaho,15-19 years,18.6,"1,106","194,377",18.8,"per 1,000"
4329,2017,Illinois,15-19 years,17.4,"7,103","194,377",18.8,"per 1,000"
4330,2017,Indiana,15-19 years,22.8,"5,091","194,377",18.8,"per 1,000"
4331,2017,Iowa,15-19 years,16.0,"1,678","194,377",18.8,"per 1,000"
4332,2017,Kansas,15-19 years,21.3,"2,057","194,377",18.8,"per 1,000"
4333,2017,Kentucky,15-19 years,29.0,"4,060","194,377",18.8,"per 1,000"
4334,2017,Louisiana,15-19 years,29.1,"4,269","194,377",18.8,"per 1,000"
4335,2017,Maine,15-19 years,13.1,504,"194,377",18.8,"per 1,000"
4336,2017,Maryland,15-19 years,14.2,"2,667","194,377",18.8,"per 1,000"
4337,2017,Massachusetts,15-19 years,8.1,"1,827","194,377",18.8,"per 1,000"
4338,2017,Michigan,15-19 years,16.4,"5,307","194,377",18.8,"per 1,000"
4339,2017,Minnesota,15-19 years,12.1,"2,113","194,377",18.8,"per 1,000"
4340,2017,Mississippi,15-19 years,31.0,"3,137","194,377",18.8,"per 1,000"
4341,2017,Missouri,15-19 years,22.5,"4,301","194,377",18.8,"per 1,000"
4342,2017,Montana,15-19 years,21.2,645,"194,377",18.8,"per 1,000"
4343,2017,Nebraska,15-19 years,18.1,"1,158","194,377",18.8,"per 1,000"
4344,2017,Nevada,15-19 years,21.9,"1,906","194,377",18.8,"per 1,000"
4345,2017,New Hampshire,15-19 years,8.4,353,"194,377",18.8,"per 1,000"
4346,2017,New Jersey,15-19 years,10.3,"2,837","194,377",18.8,"per 1,000"
4347,2017,New Mexico,15-19 years,27.9,"1,896","194,377",18.8,"per 1,000"
4348,2017,New York,15-19 years,12.5,"7,480","194,377",18.8,"per 1,000"
4349,2017,North Carolina,15-19 years,20.6,"6,845","194,377",18.8,"per 1,000"
4350,2017,North Dakota,15-19 years,16.2,368,"194,377",18.8,"per 1,000"
4351,2017,Ohio,15-19 years,20.8,"7,788","194,377",18.8,"per 1,000"
4352,2017,Oklahoma,15-19 years,29.7,"3,793","194,377",18.8,"per 1,000"
4353,2017,Oregon,15-19 years,15.0,"1,809","194,377",18.8,"per 1,000"
4354,2017,Pennsylvania,15-19 years,14.8,"5,899","194,377",18.8,"per 1,000"
4355,2017,Rhode Island,15-19 years,11.4,414,"194,377",18.8,"per 1,000"
4356,2017,South Carolina,15-19 years,21.7,"3,408","194,377",18.8,"per 1,000"
4357,2017,South Dakota,15-19 years,22.6,614,"194,377",18.8,"per 1,000"
4358,2017,Tennessee,15-19 years,26.6,"5,516","194,377",18.8,"per 1,000"
4359,2017,Texas,15-19 years,27.6,"26,971","194,377",18.8,"per 1,000"
4360,2017,Total U.S.,15-19 years,18.8,"194,377","194,377",18.8,"per 1,000"
4361,2017,Utah,15-19 years,15.2,"1,801","194,377",18.8,"per 1,000"
4362,2017,Vermont,15-19 years,10.1,206,"194,377",18.8,"per 1,000"
4363,2017,Virginia,15-19 years,15.0,"3,987","194,377",18.8,"per 1,000"
4364,2017,Washington,15-19 years,14.8,"3,191","194,377",18.8,"per 1,000"
4365,2017,West Virginia,15-19 years,27.1,"1,416","194,377",18.8,"per 1,000"
4366,2017,Wisconsin,15-19 years,13.8,"2,564","194,377",18.8,"per 1,000"
4367,2017,Wyoming,15-19 years,24.6,424,"194,377",18.8,"per 1,000"
4368,2018,Alabama,15-19 years,25.2,"3,924","179,871",17.4,"per 1,000"
4369,2018,Alaska,15-19 years,19.3,423,"179,871",17.4,"per 1,000"
4370,2018,Arizona,15-19 years,20.1,"4,650","179,871",17.4,"per 1,000"
4371,2018,Arkansas,15-19 years,30.4,"2,928","179,871",17.4,"per 1,000"
4372,2018,California,15-19 years,13.6,"16,929","179,871",17.4,"per 1,000"
4373,2018,Colorado,15-19 years,14.3,"2,522","179,871",17.4,"per 1,000"
4374,2018,Connecticut,15-19 years,8.3,988,"179,871",17.4,"per 1,000"
4375,2018,Delaware,15-19 years,16.7,497,"179,871",17.4,"per 1,000"
4376,2018,District of Columbia,15-19 years,19.3,373,"179,871",17.4,"per 1,000"
4377,2018,Florida,15-19 years,16.7,"9,829","179,871",17.4,"per 1,000"
4378,2018,Georgia,15-19 years,20.6,"7,385","179,871",17.4,"per 1,000"
4379,2018,Hawaii,15-19 years,17.2,643,"179,871",17.4,"per 1,000"
4380,2018,Idaho,15-19 years,16.0,972,"179,871",17.4,"per 1,000"
4381,2018,Illinois,15-19 years,15.8,"6,399","179,871",17.4,"per 1,000"
4382,2018,Indiana,15-19 years,21.8,"4,840","179,871",17.4,"per 1,000"
4383,2018,Iowa,15-19 years,15.3,"1,603","179,871",17.4,"per 1,000"
4384,2018,Kansas,15-19 years,20.0,"1,933","179,871",17.4,"per 1,000"
4385,2018,Kentucky,15-19 years,27.3,"3,816","179,871",17.4,"per 1,000"
4386,2018,Louisiana,15-19 years,27.5,"3,991","179,871",17.4,"per 1,000"
4387,2018,Maine,15-19 years,11.1,419,"179,871",17.4,"per 1,000"
4388,2018,Maryland,15-19 years,14.1,"2,645","179,871",17.4,"per 1,000"
4389,2018,Massachusetts,15-19 years,7.2,"1,638","179,871",17.4,"per 1,000"
4390,2018,Michigan,15-19 years,15.8,"5,042","179,871",17.4,"per 1,000"
4391,2018,Minnesota,15-19 years,10.2,"1,794","179,871",17.4,"per 1,000"
4392,2018,Mississippi,15-19 years,27.8,"2,808","179,871",17.4,"per 1,000"
4393,2018,Missouri,15-19 years,21.6,"4,109","179,871",17.4,"per 1,000"
4394,2018,Montana,15-19 years,17.2,531,"179,871",17.4,"per 1,000"
4395,2018,Nebraska,15-19 years,16.7,"1,073","179,871",17.4,"per 1,000"
4396,2018,Nevada,15-19 years,20.5,"1,800","179,871",17.4,"per 1,000"
4397,2018,New Hampshire,15-19 years,8.0,334,"179,871",17.4,"per 1,000"
4398,2018,New Jersey,15-19 years,10.3,"2,814","179,871",17.4,"per 1,000"
4399,2018,New Mexico,15-19 years,25.3,"1,724","179,871",17.4,"per 1,000"
4400,2018,New York,15-19 years,11.7,"6,847","179,871",17.4,"per 1,000"
4401,2018,North Carolina,15-19 years,18.7,"6,303","179,871",17.4,"per 1,000"
4402,2018,North Dakota,15-19 years,16.4,372,"179,871",17.4,"per 1,000"
4403,2018,Ohio,15-19 years,18.9,"7,044","179,871",17.4,"per 1,000"
4404,2018,Oklahoma,15-19 years,27.2,"3,492","179,871",17.4,"per 1,000"
4405,2018,Oregon,15-19 years,13.3,"1,598","179,871",17.4,"per 1,000"
4406,2018,Pennsylvania,15-19 years,14.1,"5,599","179,871",17.4,"per 1,000"
4407,2018,Rhode Island,15-19 years,11.5,411,"179,871",17.4,"per 1,000"
4408,2018,South Carolina,15-19 years,22.0,"3,481","179,871",17.4,"per 1,000"
4409,2018,South Dakota,15-19 years,20.4,565,"179,871",17.4,"per 1,000"
4410,2018,Tennessee,15-19 years,25.3,"5,258","179,871",17.4,"per 1,000"
4411,2018,Texas,15-19 years,25.3,"25,089","179,871",17.4,"per 1,000"
4412,2018,Total U.S.,15-19 years,17.4,"179,871","179,871",17.4,"per 1,000"
4413,2018,Utah,15-19 years,13.1,"1,604","179,871",17.4,"per 1,000"
4414,2018,Vermont,15-19 years,8.8,182,"179,871",17.4,"per 1,000"
4415,2018,Virginia,15-19 years,14.3,"3,803","179,871",17.4,"per 1,000"
4416,2018,Washington,15-19 years,12.7,"2,762","179,871",17.4,"per 1,000"
4417,2018,West Virginia,15-19 years,25.4,"1,317","179,871",17.4,"per 1,000"
4418,2018,Wisconsin,15-19 years,13.0,"2,406","179,871",17.4,"per 1,000"
4419,2018,Wyoming,15-19 years,20.8,362,"179,871",17.4,"per 1,000"
