,Year,State,Age Group (Years),State Rate,State Births,U.S. Births,U.S. Birth Rate,Unit
1323,2015,Michigan,15-17 years,7.8,"1,533","61,184",9.9,"per 1,000"
1324,2015,Minnesota,15-17 years,5.7,594,"61,184",9.9,"per 1,000"
1325,2015,Mississippi,15-17 years,16.1,981,"61,184",9.9,"per 1,000"
1326,2015,Missouri,15-17 years,10.3,"1,207","61,184",9.9,"per 1,000"
1327,2015,Montana,15-17 years,9.9,180,"61,184",9.9,"per 1,000"
1328,2015,Nebraska,15-17 years,10.0,370,"61,184",9.9,"per 1,000"
1329,2015,Nevada,15-17 years,11.6,637,"61,184",9.9,"per 1,000"
1330,2015,New Hampshire,15-17 years,4.2,101,"61,184",9.9,"per 1,000"
1331,2015,New Jersey,15-17 years,5.3,918,"61,184",9.9,"per 1,000"
1332,2015,New Mexico,15-17 years,17.1,694,"61,184",9.9,"per 1,000"
1333,2015,New York,15-17 years,6.8,"2,420","61,184",9.9,"per 1,000"
1334,2015,North Carolina,15-17 years,10.9,"2,106","61,184",9.9,"per 1,000"
1335,2015,North Dakota,15-17 years,10.0,128,"61,184",9.9,"per 1,000"
1336,2015,Ohio,15-17 years,10.1,"2,293","61,184",9.9,"per 1,000"
1337,2015,Oklahoma,15-17 years,15.9,"1,225","61,184",9.9,"per 1,000"
1338,2015,Pennsylvania,15-17 years,8.2,"1,917","61,184",9.9,"per 1,000"
1339,2015,Rhode Island,15-17 years,7.5,141,"61,184",9.9,"per 1,000"
1340,2015,South Carolina,15-17 years,11.4,"1,043","61,184",9.9,"per 1,000"
1341,2015,South Dakota,15-17 years,9.7,155,"61,184",9.9,"per 1,000"
1342,2015,Tennessee,15-17 years,12.6,"1,580","61,184",9.9,"per 1,000"
1343,2015,Texas,15-17 years,16.7,"9,704","61,184",9.9,"per 1,000"
1344,2015,Total U.S.,15-17 years,9.9,"61,184","61,184",9.9,"per 1,000"
1345,2015,Utah,15-17 years,6.9,489,"61,184",9.9,"per 1,000"
1346,2015,Vermont,15-17 years,3.9,43,"61,184",9.9,"per 1,000"
1347,2015,Virginia,15-17 years,6.9,"1,056","61,184",9.9,"per 1,000"
1348,2015,Washington,15-17 years,7.3,957,"61,184",9.9,"per 1,000"
1349,2015,West Virginia,15-17 years,12.3,399,"61,184",9.9,"per 1,000"
1350,2015,Wisconsin,15-17 years,6.4,706,"61,184",9.9,"per 1,000"
1351,2015,Wyoming,15-17 years,9.7,103,"61,184",9.9,"per 1,000"
4056,2016,Alabama,15-17 years,12.9,"1,231","54,741",8.8,"per 1,000"
4057,2016,Alaska,15-17 years,7.9,114,"54,741",8.8,"per 1,000"
4058,2016,Arizona,15-17 years,10.4,"1,426","54,741",8.8,"per 1,000"
4059,2016,Arkansas,15-17 years,14.0,823,"54,741",8.8,"per 1,000"
4060,2016,California,15-17 years,7.4,"5,617","54,741",8.8,"per 1,000"
4061,2016,Colorado,15-17 years,7.9,815,"54,741",8.8,"per 1,000"
4062,2016,Connecticut,15-17 years,3.8,262,"54,741",8.8,"per 1,000"
4063,2016,Delaware,15-17 years,8.5,148,"54,741",8.8,"per 1,000"
4064,2016,District of Columbia,15-17 years,18.1,140,"54,741",8.8,"per 1,000"
4065,2016,Florida,15-17 years,8.1,"2,860","54,741",8.8,"per 1,000"
4066,2016,Georgia,15-17 years,10.2,"2,182","54,741",8.8,"per 1,000"
4067,2016,Hawaii,15-17 years,6.4,149,"54,741",8.8,"per 1,000"
4068,2016,Idaho,15-17 years,7.7,280,"54,741",8.8,"per 1,000"
4069,2016,Illinois,15-17 years,8.0,"2,018","54,741",8.8,"per 1,000"
4070,2016,Indiana,15-17 years,9.7,"1,300","54,741",8.8,"per 1,000"
4071,2016,Iowa,15-17 years,6.6,396,"54,741",8.8,"per 1,000"
4072,2016,Kansas,15-17 years,9.5,551,"54,741",8.8,"per 1,000"
4073,2016,Kentucky,15-17 years,12.0,"1,018","54,741",8.8,"per 1,000"
4074,2016,Louisiana,15-17 years,12.7,"1,163","54,741",8.8,"per 1,000"
4075,2016,Maine,15-17 years,4.7,107,"54,741",8.8,"per 1,000"
4076,2016,Maryland,15-17 years,7.2,816,"54,741",8.8,"per 1,000"
4077,2016,Massachusetts,15-17 years,3.9,477,"54,741",8.8,"per 1,000"
4078,2016,Michigan,15-17 years,7.2,"1,410","54,741",8.8,"per 1,000"
4079,2016,Minnesota,15-17 years,4.9,512,"54,741",8.8,"per 1,000"
4080,2016,Mississippi,15-17 years,15.0,919,"54,741",8.8,"per 1,000"
4081,2016,Missouri,15-17 years,9.4,"1,101","54,741",8.8,"per 1,000"
4082,2016,Montana,15-17 years,9.3,169,"54,741",8.8,"per 1,000"
4083,2016,Nebraska,15-17 years,8.5,318,"54,741",8.8,"per 1,000"
4084,2016,Nevada,15-17 years,9.8,538,"54,741",8.8,"per 1,000"
4085,2016,New Hampshire,15-17 years,3.6,85,"54,741",8.8,"per 1,000"
4086,2016,New Jersey,15-17 years,4.6,791,"54,741",8.8,"per 1,000"
4087,2016,New Mexico,15-17 years,15.1,624,"54,741",8.8,"per 1,000"
4088,2016,New York,15-17 years,5.8,"2,042","54,741",8.8,"per 1,000"
4089,2016,North Carolina,15-17 years,9.7,"1,909","54,741",8.8,"per 1,000"
4090,2016,North Dakota,15-17 years,8.6,108,"54,741",8.8,"per 1,000"
4091,2016,Ohio,15-17 years,9.0,"2,030","54,741",8.8,"per 1,000"
4092,2016,Oklahoma,15-17 years,14.3,"1,102","54,741",8.8,"per 1,000"
4093,2016,Oregon,15-17 years,6.6,480,"54,741",8.8,"per 1,000"
4094,2016,Pennsylvania,15-17 years,7.2,"1,662","54,741",8.8,"per 1,000"
4095,2016,Rhode Island,15-17 years,5.8,108,"54,741",8.8,"per 1,000"
4096,2016,South Carolina,15-17 years,10.1,937,"54,741",8.8,"per 1,000"
4097,2016,South Dakota,15-17 years,12.5,200,"54,741",8.8,"per 1,000"
4098,2016,Tennessee,15-17 years,11.1,"1,404","54,741",8.8,"per 1,000"
4099,2016,Texas,15-17 years,15.1,"8,936","54,741",8.8,"per 1,000"
4100,2016,Total U.S.,15-17 years,8.8,"54,741","54,741",8.8,"per 1,000"
4101,2016,Utah,15-17 years,6.2,447,"54,741",8.8,"per 1,000"
4102,2016,Vermont,15-17 years,4.7,50,"54,741",8.8,"per 1,000"
4103,2016,Virginia,15-17 years,6.2,965,"54,741",8.8,"per 1,000"
4104,2016,Washington,15-17 years,6.5,854,"54,741",8.8,"per 1,000"
4105,2016,West Virginia,15-17 years,11.7,373,"54,741",8.8,"per 1,000"
4106,2016,Wisconsin,15-17 years,6.1,674,"54,741",8.8,"per 1,000"
4107,2016,Wyoming,15-17 years,9.4,100,"54,741",8.8,"per 1,000"
4212,2017,Alabama,15-17 years,11.4,"1,076","48,547",7.9,"per 1,000"
4213,2017,Alaska,15-17 years,8.0,114,"48,547",7.9,"per 1,000"
4214,2017,Arizona,15-17 years,9.4,"1,284","48,547",7.9,"per 1,000"
4215,2017,Arkansas,15-17 years,12.9,750,"48,547",7.9,"per 1,000"
4216,2017,California,15-17 years,6.4,"4,782","48,547",7.9,"per 1,000"
4217,2017,Colorado,15-17 years,6.8,709,"48,547",7.9,"per 1,000"
4218,2017,Connecticut,15-17 years,4.0,272,"48,547",7.9,"per 1,000"
4219,2017,Delaware,15-17 years,9.4,161,"48,547",7.9,"per 1,000"
4220,2017,District of Columbia,15-17 years,16.0,125,"48,547",7.9,"per 1,000"
4221,2017,Florida,15-17 years,7.1,"2,559","48,547",7.9,"per 1,000"
4222,2017,Georgia,15-17 years,8.9,"1,910","48,547",7.9,"per 1,000"
4223,2017,Hawaii,15-17 years,6.2,142,"48,547",7.9,"per 1,000"
4224,2017,Idaho,15-17 years,5.8,216,"48,547",7.9,"per 1,000"
4225,2017,Illinois,15-17 years,7.2,"1,799","48,547",7.9,"per 1,000"
4226,2017,Indiana,15-17 years,8.9,"1,190","48,547",7.9,"per 1,000"
4227,2017,Iowa,15-17 years,6.6,396,"48,547",7.9,"per 1,000"
4228,2017,Kansas,15-17 years,7.9,459,"48,547",7.9,"per 1,000"
4229,2017,Kentucky,15-17 years,10.4,870,"48,547",7.9,"per 1,000"
4230,2017,Louisiana,15-17 years,11.5,"1,041","48,547",7.9,"per 1,000"
4231,2017,Maine,15-17 years,4.7,105,"48,547",7.9,"per 1,000"
4232,2017,Maryland,15-17 years,6.3,713,"48,547",7.9,"per 1,000"
4233,2017,Massachusetts,15-17 years,3.7,455,"48,547",7.9,"per 1,000"
4234,2017,Michigan,15-17 years,6.8,"1,314","48,547",7.9,"per 1,000"
4235,2017,Minnesota,15-17 years,4.5,475,"48,547",7.9,"per 1,000"
4236,2017,Mississippi,15-17 years,13.2,796,"48,547",7.9,"per 1,000"
4237,2017,Missouri,15-17 years,8.6,999,"48,547",7.9,"per 1,000"
4238,2017,Montana,15-17 years,8.2,150,"48,547",7.9,"per 1,000"
4239,2017,Nebraska,15-17 years,7.6,290,"48,547",7.9,"per 1,000"
4240,2017,Nevada,15-17 years,8.7,484,"48,547",7.9,"per 1,000"
4241,2017,New Hampshire,15-17 years,2.9,68,"48,547",7.9,"per 1,000"
4242,2017,New Jersey,15-17 years,4.0,685,"48,547",7.9,"per 1,000"
4243,2017,New Mexico,15-17 years,14.2,581,"48,547",7.9,"per 1,000"
4244,2017,New York,15-17 years,5.2,"1,800","48,547",7.9,"per 1,000"
4245,2017,North Carolina,15-17 years,8.9,"1,749","48,547",7.9,"per 1,000"
4246,2017,North Dakota,15-17 years,6.2,78,"48,547",7.9,"per 1,000"
4247,2017,Ohio,15-17 years,8.3,"1,865","48,547",7.9,"per 1,000"
4248,2017,Oklahoma,15-17 years,12.5,969,"48,547",7.9,"per 1,000"
4249,2017,Oregon,15-17 years,5.2,377,"48,547",7.9,"per 1,000"
4250,2017,Pennsylvania,15-17 years,6.5,"1,482","48,547",7.9,"per 1,000"
4251,2017,Rhode Island,15-17 years,5.2,95,"48,547",7.9,"per 1,000"
4252,2017,South Carolina,15-17 years,9.2,862,"48,547",7.9,"per 1,000"
4253,2017,South Dakota,15-17 years,9.1,147,"48,547",7.9,"per 1,000"
4254,2017,Tennessee,15-17 years,10.4,"1,313","48,547",7.9,"per 1,000"
4255,2017,Texas,15-17 years,12.9,"7,755","48,547",7.9,"per 1,000"
4256,2017,Total U.S.,15-17 years,7.9,"48,547","48,547",7.9,"per 1,000"
4257,2017,Utah,15-17 years,5.8,421,"48,547",7.9,"per 1,000"
4258,2017,Vermont,15-17 years,3.6,37,"48,547",7.9,"per 1,000"
4259,2017,Virginia,15-17 years,5.9,913,"48,547",7.9,"per 1,000"
4260,2017,Washington,15-17 years,5.5,730,"48,547",7.9,"per 1,000"
4261,2017,West Virginia,15-17 years,9.3,290,"48,547",7.9,"per 1,000"
4262,2017,Wisconsin,15-17 years,5.5,605,"48,547",7.9,"per 1,000"
4263,2017,Wyoming,15-17 years,8.5,89,"48,547",7.9,"per 1,000"
4264,2018,Alabama,15-17 years,10.6,979,"44,291",7.2,"per 1,000"
4265,2018,Alaska,15-17 years,5.6,79,"44,291",7.2,"per 1,000"
4266,2018,Arizona,15-17 years,8.9,"1,218","44,291",7.2,"per 1,000"
4267,2018,Arkansas,15-17 years,12.1,699,"44,291",7.2,"per 1,000"
4268,2018,California,15-17 years,5.7,"4,195","44,291",7.2,"per 1,000"
4269,2018,Colorado,15-17 years,6.1,643,"44,291",7.2,"per 1,000"
4270,2018,Connecticut,15-17 years,3.1,211,"44,291",7.2,"per 1,000"
4271,2018,Delaware,15-17 years,7.1,121,"44,291",7.2,"per 1,000"
4272,2018,District of Columbia,15-17 years,16.0,125,"44,291",7.2,"per 1,000"
4273,2018,Florida,15-17 years,6.7,"2,360","44,291",7.2,"per 1,000"
4274,2018,Georgia,15-17 years,8.8,"1,885","44,291",7.2,"per 1,000"
4275,2018,Hawaii,15-17 years,7.0,160,"44,291",7.2,"per 1,000"
4276,2018,Idaho,15-17 years,5.6,211,"44,291",7.2,"per 1,000"
4277,2018,Illinois,15-17 years,6.5,"1,585","44,291",7.2,"per 1,000"
4278,2018,Indiana,15-17 years,8.3,"1,103","44,291",7.2,"per 1,000"
4279,2018,Iowa,15-17 years,6.6,394,"44,291",7.2,"per 1,000"
4280,2018,Kansas,15-17 years,8.0,461,"44,291",7.2,"per 1,000"
4281,2018,Kentucky,15-17 years,10.6,885,"44,291",7.2,"per 1,000"
4282,2018,Louisiana,15-17 years,11.2,993,"44,291",7.2,"per 1,000"
4283,2018,Maine,15-17 years,4.3,94,"44,291",7.2,"per 1,000"
4284,2018,Maryland,15-17 years,6.0,671,"44,291",7.2,"per 1,000"
4285,2018,Massachusetts,15-17 years,3.0,365,"44,291",7.2,"per 1,000"
4286,2018,Michigan,15-17 years,5.9,"1,109","44,291",7.2,"per 1,000"
4287,2018,Minnesota,15-17 years,3.8,402,"44,291",7.2,"per 1,000"
4288,2018,Mississippi,15-17 years,12.1,715,"44,291",7.2,"per 1,000"
4289,2018,Missouri,15-17 years,8.6,982,"44,291",7.2,"per 1,000"
4290,2018,Montana,15-17 years,6.7,124,"44,291",7.2,"per 1,000"
4291,2018,Nebraska,15-17 years,6.7,255,"44,291",7.2,"per 1,000"
4292,2018,Nevada,15-17 years,8.2,455,"44,291",7.2,"per 1,000"
4293,2018,New Hampshire,15-17 years,2.8,67,"44,291",7.2,"per 1,000"
4294,2018,New Jersey,15-17 years,4.2,712,"44,291",7.2,"per 1,000"
4295,2018,New Mexico,15-17 years,11.1,455,"44,291",7.2,"per 1,000"
4296,2018,New York,15-17 years,4.8,"1,642","44,291",7.2,"per 1,000"
4297,2018,North Carolina,15-17 years,7.9,"1,556","44,291",7.2,"per 1,000"
4298,2018,North Dakota,15-17 years,7.5,96,"44,291",7.2,"per 1,000"
4299,2018,Ohio,15-17 years,7.5,"1,666","44,291",7.2,"per 1,000"
4300,2018,Oklahoma,15-17 years,10.7,824,"44,291",7.2,"per 1,000"
4301,2018,Oregon,15-17 years,5.0,358,"44,291",7.2,"per 1,000"
4302,2018,Pennsylvania,15-17 years,6.4,"1,447","44,291",7.2,"per 1,000"
4303,2018,Rhode Island,15-17 years,6.1,110,"44,291",7.2,"per 1,000"
4304,2018,South Carolina,15-17 years,9.1,844,"44,291",7.2,"per 1,000"
4305,2018,South Dakota,15-17 years,9.9,162,"44,291",7.2,"per 1,000"
4306,2018,Tennessee,15-17 years,9.5,"1,192","44,291",7.2,"per 1,000"
4307,2018,Texas,15-17 years,11.4,"6,904","44,291",7.2,"per 1,000"
4308,2018,Total U.S.,15-17 years,7.2,"44,291","44,291",7.2,"per 1,000"
4309,2018,Utah,15-17 years,4.9,364,"44,291",7.2,"per 1,000"
4310,2018,Vermont,15-17 years,2.5,26,"44,291",7.2,"per 1,000"
4311,2018,Virginia,15-17 years,5.7,885,"44,291",7.2,"per 1,000"
4312,2018,Washington,15-17 years,4.8,634,"44,291",7.2,"per 1,000"
4313,2018,West Virginia,15-17 years,8.4,260,"44,291",7.2,"per 1,000"
4314,2018,Wisconsin,15-17 years,5.0,541,"44,291",7.2,"per 1,000"
4315,2018,Wyoming,15-17 years,6.3,67,"44,291",7.2,"per 1,000"
