"States:  Employment status of the civilian noninstitutional population by sex, race, Hispanic or Latino ethnicity, marital status, and detailed age, 2016 annual averages",,,,,,,,,,,,,
,,,,,,,,,,,,,
(Numbers in thousands),,,,,,,,,,,,,
State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Civilian labor force,,,,,,,,
12,25,Florida,"Total, 65 years and over","3,813    ",669    ,17.5    ,637    ,16.7    ,32    ,4.7    ,3.3  ,–,6.1  
12,26,Florida,"Men, 16 to 19 years",521    ,138    ,26.5    ,109    ,20.9    ,29    ,21.1    ,14.5  ,–,27.7  
12,27,Florida,"Men, 20 to 24 years",638    ,433    ,67.9    ,395    ,61.9    ,38    ,8.8    ,6.4  ,–,11.2  
12,28,Florida,"Men, 25 to 34 years","1,268    ","1,103    ",87.0    ,"1,040    ",82.0    ,63    ,5.7    ,4.5  ,–,6.9  
12,29,Florida,"Men, 35 to 44 years","1,119    ","1,011    ",90.3    ,973    ,86.9    ,37    ,3.7    ,2.7  ,–,4.7  
12,30,Florida,"Men, 45 to 54 years","1,461    ","1,231    ",84.2    ,"1,196    ",81.8    ,35    ,2.8    ,2.0  ,–,3.6  
12,31,Florida,"Men, 55 to 64 years","1,250    ",837    ,67.0    ,805    ,64.4    ,32    ,3.8    ,2.7  ,–,4.9  
12,32,Florida,"Men, 65 years and over","1,694    ",369    ,21.8    ,348    ,20.6    ,20    ,5.5    ,3.4  ,–,7.6  
12,33,Florida,"Women, 16 to 19 years",496    ,138    ,27.9    ,119    ,24.1    ,19    ,13.7    ,8.4  ,–,19.0  
12,34,Florida,"Women, 20 to 24 years",624    ,423    ,67.7    ,395    ,63.3    ,27    ,6.5    ,4.4  ,–,8.6  
12,35,Florida,"Women, 25 to 34 years","1,268    ",954    ,75.2    ,907    ,71.5    ,47    ,4.9    ,3.7  ,–,6.1  
12,36,Florida,"Women, 35 to 44 years","1,245    ",928    ,74.5    ,890    ,71.5    ,37    ,4.0    ,2.9  ,–,5.1  
12,37,Florida,"Women, 45 to 54 years","1,486    ","1,079    ",72.6    ,"1,030    ",69.4    ,49    ,4.5    ,3.4  ,–,5.6  
12,38,Florida,"Women, 55 to 64 years","1,426    ",812    ,56.9    ,780    ,54.7    ,31    ,3.9    ,2.7  ,–,5.1  
12,39,Florida,"Women, 65 years and over","2,119    ",300    ,14.2    ,289    ,13.6    ,11    ,3.7    ,1.8  ,–,5.6  
12,40,Florida,"White, 16 to 19 years",728    ,215    ,29.5    ,186    ,25.6    ,29    ,13.3    ,9.1  ,–,17.5  
12,41,Florida,"White, 20 to 24 years",909    ,629    ,69.2    ,587    ,64.6    ,42    ,6.7    ,5.0  ,–,8.4  
12,42,Florida,"White, 25 to 34 years","1,917    ","1,562    ",81.5    ,"1,494    ",77.9    ,67    ,4.3    ,3.4  ,–,5.2  
12,43,Florida,"White, 35 to 44 years","1,827    ","1,498    ",82.0    ,"1,448    ",79.3    ,50    ,3.4    ,2.6  ,–,4.2  
12,44,Florida,"White, 45 to 54 years","2,367    ","1,856    ",78.4    ,"1,792    ",75.7    ,65    ,3.5    ,2.8  ,–,4.2  
12,45,Florida,"White, 55 to 64 years","2,193    ","1,354    ",61.7    ,"1,304    ",59.5    ,50    ,3.7    ,2.8  ,–,4.6  
12,46,Florida,"White, 65 years and over","3,396    ",584    ,17.2    ,557    ,16.4    ,27    ,4.6    ,3.1  ,–,6.1  
12,48,Florida,"Black or African American, 20 to 24 years",273    ,179    ,65.6    ,157    ,57.3    ,22    ,12.5    ,7.9  ,–,17.1  
12,49,Florida,"Black or African American, 25 to 34 years",487    ,390    ,80.1    ,356    ,73.0    ,35    ,8.9    ,6.3  ,–,11.5  
12,50,Florida,"Black or African American, 35 to 44 years",412    ,338    ,82.0    ,315    ,76.5    ,22    ,6.6    ,4.2  ,–,9.0  
12,51,Florida,"Black or African American, 45 to 54 years",445    ,347    ,78.1    ,330    ,74.3    ,17    ,4.8    ,2.7  ,–,6.9  
12,52,Florida,"Black or African American, 55 to 64 years",378    ,221    ,58.4    ,212    ,56.0    ,9    ,4.1    ,1.7  ,–,6.5  
12,62,Florida,"Hispanic or Latino ethnicity, 20 to 24 years",360    ,241    ,67.1    ,223    ,61.9    ,18    ,7.6    ,4.6  ,–,10.6  
12,63,Florida,"Hispanic or Latino ethnicity, 25 to 34 years",770    ,599    ,77.8    ,572    ,74.3    ,27    ,4.5    ,3.0  ,–,6.0  
12,64,Florida,"Hispanic or Latino ethnicity, 35 to 44 years",759    ,627    ,82.7    ,609    ,80.2    ,18    ,2.9    ,1.8  ,–,4.0  
12,65,Florida,"Hispanic or Latino ethnicity, 45 to 54 years",798    ,633    ,79.3    ,608    ,76.2    ,25    ,3.9    ,2.6  ,–,5.2  
12,66,Florida,"Hispanic or Latino ethnicity, 55 to 64 years",535    ,325    ,60.8    ,311    ,58.1    ,14    ,4.3    ,2.4  ,–,6.2  
12,67,Florida,"Hispanic or Latino ethnicity, 65 years and over",690    ,112    ,16.2    ,106    ,15.4    ,5    ,4.8    ,1.3  ,–,8.3  
13,01,Georgia,Total,"7,886    ","4,935    ",62.6    ,"4,670    ",59.2    ,265    ,5.4    ,4.8  ,–,6.0  
13,02,Georgia,Men,"3,732    ","2,571    ",68.9    ,"2,445    ",65.5    ,126    ,4.9    ,4.1  ,–,5.7  
13,03,Georgia,Women,"4,154    ","2,363    ",56.9    ,"2,225    ",53.6    ,139    ,5.9    ,5.0  ,–,6.8  
13,04,Georgia,White,"4,941    ","3,056    ",61.8    ,"2,937    ",59.4    ,119    ,3.9    ,3.3  ,–,4.5  
13,05,Georgia,"White, men","2,403    ","1,691    ",70.4    ,"1,636    ",68.1    ,56    ,3.3    ,2.5  ,–,4.1  
13,06,Georgia,"White, women","2,538    ","1,365    ",53.8    ,"1,301    ",51.3    ,63    ,4.7    ,3.6  ,–,5.8  
13,07,Georgia,Black or African American,"2,437    ","1,535    ",63.0    ,"1,409    ",57.8    ,126    ,8.2    ,6.9  ,–,9.5  
13,08,Georgia,"Black or African American, men","1,080    ",694    ,64.3    ,634    ,58.6    ,61    ,8.7    ,6.7  ,–,10.7  
13,09,Georgia,"Black or African American, women","1,356    ",841    ,62.0    ,776    ,57.2    ,65    ,7.7    ,6.0  ,–,9.4  
13,10,Georgia,Asian,349    ,228    ,65.2    ,220    ,63.1    ,7    ,3.2    ,1.5  ,–,4.9  
13,11,Georgia,"Asian, men",174    ,134    ,77.4    ,129    ,74.3    ,5    ,4.1    ,1.6  ,–,6.6  
13,12,Georgia,"Asian, women",176    ,93    ,53.1    ,92    ,52.1    ,2    ,2.0    ,( 2 ),–,( 2 )
13,13,Georgia,Hispanic or Latino ethnicity,712    ,508    ,71.3    ,488    ,68.5    ,20    ,4.0    ,2.6  ,–,5.4  
13,14,Georgia,"Hispanic or Latino ethnicity, men",352    ,293    ,83.3    ,286    ,81.2    ,8    ,2.6    ,1.1  ,–,4.1  
13,15,Georgia,"Hispanic or Latino ethnicity, women",360    ,214    ,59.5    ,202    ,56.0    ,13    ,5.9    ,3.3  ,–,8.5  
13,16,Georgia,"Married men, spouse present","1,913    ","1,411    ",73.8    ,"1,381    ",72.2    ,30    ,2.1    ,1.4  ,–,2.8  
13,17,Georgia,"Married women, spouse present","1,948    ","1,085    ",55.7    ,"1,045    ",53.6    ,40    ,3.7    ,2.7  ,–,4.7  
13,18,Georgia,Women who maintain families,595    ,418    ,70.3    ,392    ,65.8    ,26    ,6.3    ,4.1  ,–,8.5  
13,19,Georgia,"Total, 16 to 19 years",524    ,169    ,32.2    ,134    ,25.6    ,35    ,20.8    ,14.5  ,–,27.1  
13,20,Georgia,"Total, 20 to 24 years",693    ,462    ,66.6    ,412    ,59.4    ,50    ,10.8    ,8.0  ,–,13.6  
13,21,Georgia,"Total, 25 to 34 years","1,383    ","1,115    ",80.6    ,"1,059    ",76.6    ,56    ,5.0    ,3.8  ,–,6.2  
13,22,Georgia,"Total, 35 to 44 years","1,349    ","1,096    ",81.2    ,"1,047    ",77.6    ,50    ,4.5    ,3.4  ,–,5.6  
13,23,Georgia,"Total, 45 to 54 years","1,398    ","1,097    ",78.5    ,"1,055    ",75.4    ,42    ,3.8    ,2.7  ,–,4.9  
13,24,Georgia,"Total, 55 to 64 years","1,231    ",762    ,62.0    ,738    ,60.0    ,24    ,3.2    ,2.0  ,–,4.4  
13,25,Georgia,"Total, 65 years and over","1,308    ",234    ,17.9    ,225    ,17.2    ,8    ,3.6    ,1.4  ,–,5.8  
13,27,Georgia,"Men, 20 to 24 years",337    ,243    ,72.0    ,215    ,63.7    ,28    ,11.5    ,7.6  ,–,15.4  
13,28,Georgia,"Men, 25 to 34 years",649    ,577    ,88.8    ,550    ,84.7    ,27    ,4.6    ,3.0  ,–,6.2  
13,29,Georgia,"Men, 35 to 44 years",644    ,580    ,90.1    ,558    ,86.6    ,23    ,3.9    ,2.4  ,–,5.4  
13,30,Georgia,"Men, 45 to 54 years",665    ,562    ,84.5    ,545    ,82.0    ,16    ,2.9    ,1.6  ,–,4.2  
13,31,Georgia,"Men, 55 to 64 years",593    ,401    ,67.7    ,387    ,65.4    ,14    ,3.5    ,1.8  ,–,5.2  
13,32,Georgia,"Men, 65 years and over",569    ,129    ,22.6    ,125    ,21.9    ,4    ,2.9    ,0.2  ,–,5.6  
13,33,Georgia,"Women, 16 to 19 years",249    ,89    ,35.7    ,69    ,27.7    ,20    ,22.4    ,13.4  ,–,31.4  
13,34,Georgia,"Women, 20 to 24 years",356    ,219    ,61.5    ,197    ,55.4    ,22    ,9.9    ,6.1  ,–,13.7  
13,35,Georgia,"Women, 25 to 34 years",734    ,538    ,73.3    ,509    ,69.3    ,29    ,5.4    ,3.6  ,–,7.2  
13,36,Georgia,"Women, 35 to 44 years",705    ,516    ,73.1    ,489    ,69.3    ,27    ,5.2    ,3.4  ,–,7.0  
13,37,Georgia,"Women, 45 to 54 years",733    ,535    ,73.0    ,510    ,69.5    ,26    ,4.8    ,3.1  ,–,6.5  
13,38,Georgia,"Women, 55 to 64 years",638    ,361    ,56.6    ,351    ,55.0    ,10    ,2.8    ,1.2  ,–,4.4  
13,39,Georgia,"Women, 65 years and over",739    ,105    ,14.3    ,101    ,13.6    ,5    ,4.5    ,0.8  ,–,8.2  
13,40,Georgia,"White, 16 to 19 years",282    ,102    ,36.2    ,87    ,30.7    ,16    ,15.2    ,8.3  ,–,22.1  
13,41,Georgia,"White, 20 to 24 years",376    ,245    ,65.2    ,228    ,60.6    ,17    ,7.1    ,4.0  ,–,10.2  
13,42,Georgia,"White, 25 to 34 years",789    ,629    ,79.7    ,602    ,76.2    ,28    ,4.4    ,2.9  ,–,5.9  
13,43,Georgia,"White, 35 to 44 years",832    ,670    ,80.6    ,652    ,78.4    ,18    ,2.7    ,1.6  ,–,3.8  
13,44,Georgia,"White, 45 to 54 years",881    ,708    ,80.3    ,687    ,77.9    ,22    ,3.0    ,1.8  ,–,4.2  
13,45,Georgia,"White, 55 to 64 years",830    ,528    ,63.5    ,513    ,61.8    ,14    ,2.7    ,1.4  ,–,4.0  
13,46,Georgia,"White, 65 years and over",951    ,174    ,18.3    ,170    ,17.8    ,4    ,2.4    ,0.3  ,–,4.5  
13,48,Georgia,"Black or African American, 20 to 24 years",262    ,181    ,69.3    ,153    ,58.5    ,28    ,15.5    ,10.2  ,–,20.8  
13,49,Georgia,"Black or African American, 25 to 34 years",470    ,391    ,83.1    ,367    ,78.1    ,24    ,6.0    ,3.8  ,–,8.2  
13,50,Georgia,"Black or African American, 35 to 44 years",421    ,345    ,81.9    ,321    ,76.2    ,24    ,7.0    ,4.4  ,–,9.6  
13,51,Georgia,"Black or African American, 45 to 54 years",425    ,322    ,75.7    ,303    ,71.2    ,19    ,5.9    ,3.5  ,–,8.3  
13,52,Georgia,"Black or African American, 55 to 64 years",340    ,188    ,55.3    ,179    ,52.6    ,9    ,4.8    ,1.9  ,–,7.7  
13,63,Georgia,"Hispanic or Latino ethnicity, 25 to 34 years",185    ,143    ,77.1    ,137    ,74.2    ,5    ,3.7    ,1.2  ,–,6.2  
13,64,Georgia,"Hispanic or Latino ethnicity, 35 to 44 years",176    ,138    ,78.4    ,134    ,76.5    ,3    ,2.5    ,0.4  ,–,4.6  
13,65,Georgia,"Hispanic or Latino ethnicity, 45 to 54 years",117    ,98    ,84.4    ,95    ,81.6    ,3    ,3.2    ,0.4  ,–,6.0  
15,01,Hawaii,Total,"1,093    ",686    ,62.7    ,665    ,60.8    ,21    ,3.0    ,2.4  ,–,3.6  
15,02,Hawaii,Men,535    ,362    ,67.6    ,351    ,65.6    ,11    ,2.9    ,2.1  ,–,3.7  
15,03,Hawaii,Women,558    ,324    ,58.0    ,313    ,56.2    ,10    ,3.2    ,2.3  ,–,4.1  
15,04,Hawaii,White,225    ,134    ,59.6    ,129    ,57.6    ,5    ,3.4    ,2.0  ,–,4.8  
15,05,Hawaii,"White, men",114    ,75    ,65.7    ,73    ,63.9    ,2    ,2.8    ,1.1  ,–,4.5  
15,06,Hawaii,"White, women",111    ,59    ,53.4    ,57    ,51.2    ,2    ,4.1    ,1.8  ,–,6.4  
15,10,Hawaii,Asian,496    ,307    ,62.0    ,300    ,60.6    ,7    ,2.2    ,1.6  ,–,2.8  
15,11,Hawaii,"Asian, men",226    ,150    ,66.5    ,147    ,64.8    ,4    ,2.5    ,1.6  ,–,3.4  
15,12,Hawaii,"Asian, women",269    ,157    ,58.2    ,154    ,57.0    ,3    ,2.0    ,1.2  ,–,2.8  
15,13,Hawaii,Hispanic or Latino ethnicity,95    ,62    ,65.7    ,60    ,62.9    ,3    ,4.3    ,2.0  ,–,6.6  
15,16,Hawaii,"Married men, spouse present",262    ,185    ,70.6    ,182    ,69.3    ,3    ,1.8    ,0.9  ,–,2.7  
15,17,Hawaii,"Married women, spouse present",270    ,164    ,60.6    ,160    ,59.3    ,4    ,2.2    ,1.2  ,–,3.2  
15,20,Hawaii,"Total, 20 to 24 years",88    ,63    ,71.1    ,59    ,66.6    ,4    ,6.4    ,3.6  ,–,9.2  
15,21,Hawaii,"Total, 25 to 34 years",197    ,158    ,80.0    ,152    ,77.1    ,6    ,3.6    ,2.3  ,–,4.9  
15,22,Hawaii,"Total, 35 to 44 years",160    ,132    ,82.7    ,129    ,80.9    ,3    ,2.2    ,1.1  ,–,3.3  
15,23,Hawaii,"Total, 45 to 54 years",170    ,140    ,82.1    ,137    ,80.5    ,3    ,1.8    ,0.8  ,–,2.8  
15,24,Hawaii,"Total, 55 to 64 years",185    ,121    ,65.4    ,118    ,64.0    ,3    ,2.2    ,1.0  ,–,3.4  
15,25,Hawaii,"Total, 65 years and over",230    ,53    ,23.1    ,52    ,22.5    ,1    ,2.5    ,0.6  ,–,4.4  
15,28,Hawaii,"Men, 25 to 34 years",101    ,88    ,87.5    ,85    ,84.6    ,3    ,3.4    ,1.7  ,–,5.1  
15,29,Hawaii,"Men, 35 to 44 years",80    ,69    ,85.3    ,67    ,83.9    ,1    ,1.6    ,0.3  ,–,2.9  
15,30,Hawaii,"Men, 45 to 54 years",83    ,72    ,87.5    ,71    ,86.1    ,1    ,1.6    ,0.3  ,–,2.9  
15,31,Hawaii,"Men, 55 to 64 years",93    ,63    ,67.7    ,62    ,66.0    ,2    ,2.5    ,0.8  ,–,4.2  
15,35,Hawaii,"Women, 25 to 34 years",96    ,69    ,72.0    ,67    ,69.3    ,3    ,3.7    ,1.7  ,–,5.7  
15,36,Hawaii,"Women, 35 to 44 years",79    ,63    ,80.1    ,62    ,77.7    ,2    ,3.0    ,1.1  ,–,4.9  
15,37,Hawaii,"Women, 45 to 54 years",87    ,67    ,76.9    ,66    ,75.3    ,1    ,2.1    ,0.5  ,–,3.7  
15,38,Hawaii,"Women, 55 to 64 years",92    ,58    ,63.0    ,57    ,61.9    ,1    ,1.8    ,0.3  ,–,3.3  
15,56,Hawaii,"Asian, 25 to 34 years",66    ,57    ,85.5    ,55    ,83.0    ,2    ,3.0    ,1.4  ,–,4.6  
15,57,Hawaii,"Asian, 35 to 44 years",57    ,50    ,86.9    ,49    ,85.9    ,1    ,1.2    ,0.1  ,–,2.3  
15,58,Hawaii,"Asian, 45 to 54 years",89    ,77    ,87.1    ,77    ,86.4    ,1    ,0.8    ,0.1  ,–,1.5  
15,59,Hawaii,"Asian, 55 to 64 years",93    ,67    ,71.6    ,65    ,69.8    ,2    ,2.6    ,1.2  ,–,4.0  
16,01,Idaho,Total,"1,273    ",814    ,63.9    ,782    ,61.4    ,32    ,3.9    ,3.3  ,–,4.5  
16,02,Idaho,Men,629    ,446    ,70.8    ,428    ,68.1    ,17    ,3.9    ,3.1  ,–,4.7  
16,03,Idaho,Women,644    ,368    ,57.2    ,354    ,55.0    ,14    ,3.9    ,3.0  ,–,4.8  
16,04,Idaho,White,"1,207    ",770    ,63.8    ,741    ,61.4    ,29    ,3.8    ,3.2  ,–,4.4  
16,05,Idaho,"White, men",594    ,420    ,70.7    ,404    ,68.0    ,16    ,3.8    ,3.0  ,–,4.6  
16,06,Idaho,"White, women",613    ,350    ,57.1    ,337    ,54.9    ,13    ,3.7    ,2.8  ,–,4.6  
16,13,Idaho,Hispanic or Latino ethnicity,152    ,112    ,74.0    ,107    ,70.6    ,5    ,4.7    ,2.9  ,–,6.5  
16,14,Idaho,"Hispanic or Latino ethnicity, men",77    ,64    ,83.4    ,62    ,80.6    ,2    ,3.3    ,1.4  ,–,5.2  
16,15,Idaho,"Hispanic or Latino ethnicity, women",74    ,48    ,64.3    ,45    ,60.2    ,3    ,6.4    ,3.3  ,–,9.5  
16,16,Idaho,"Married men, spouse present",377    ,280    ,74.3    ,273    ,72.4    ,7    ,2.5    ,1.7  ,–,3.3  
16,17,Idaho,"Married women, spouse present",371    ,213    ,57.4    ,207    ,55.9    ,6    ,2.7    ,1.7  ,–,3.7  
16,18,Idaho,Women who maintain families,55    ,40    ,71.9    ,38    ,68.1    ,2    ,5.2    ,2.1  ,–,8.3  
16,19,Idaho,"Total, 16 to 19 years",87    ,36    ,41.9    ,32    ,37.3    ,4    ,11.0    ,6.2  ,–,15.8  
16,20,Idaho,"Total, 20 to 24 years",115    ,89    ,77.4    ,84    ,73.2    ,5    ,5.4    ,3.3  ,–,7.5  
16,21,Idaho,"Total, 25 to 34 years",216    ,180    ,83.1    ,173    ,79.9    ,7    ,3.9    ,2.6  ,–,5.2  
16,22,Idaho,"Total, 35 to 44 years",202    ,168    ,83.2    ,164    ,81.3    ,4    ,2.3    ,1.3  ,–,3.3  
16,23,Idaho,"Total, 45 to 54 years",205    ,172    ,83.7    ,166    ,80.8    ,6    ,3.5    ,2.3  ,–,4.7  
16,24,Idaho,"Total, 55 to 64 years",195    ,124    ,63.9    ,120    ,61.6    ,4    ,3.6    ,2.1  ,–,5.1  
16,25,Idaho,"Total, 65 years and over",253    ,45    ,17.7    ,43    ,17.0    ,2    ,3.7    ,1.2  ,–,6.2  
16,27,Idaho,"Men, 20 to 24 years",60    ,48    ,81.2    ,46    ,76.9    ,3    ,5.3    ,2.4  ,–,8.2  
16,28,Idaho,"Men, 25 to 34 years",109    ,99    ,91.1    ,95    ,87.5    ,4    ,4.0    ,2.3  ,–,5.7  
16,29,Idaho,"Men, 35 to 44 years",102    ,93    ,91.3    ,91    ,89.2    ,2    ,2.2    ,0.9  ,–,3.5  
16,30,Idaho,"Men, 45 to 54 years",105    ,95    ,90.8    ,92    ,87.5    ,3    ,3.6    ,1.9  ,–,5.3  
16,31,Idaho,"Men, 55 to 64 years",96    ,66    ,68.9    ,64    ,66.4    ,2    ,3.7    ,1.6  ,–,5.8  
16,34,Idaho,"Women, 20 to 24 years",55    ,40    ,73.2    ,38    ,69.1    ,2    ,5.6    ,2.4  ,–,8.8  
16,35,Idaho,"Women, 25 to 34 years",107    ,81    ,75.0    ,77    ,72.1    ,3    ,3.9    ,2.0  ,–,5.8  
16,36,Idaho,"Women, 35 to 44 years",100    ,75    ,74.9    ,73    ,73.1    ,2    ,2.4    ,0.8  ,–,4.0  
16,37,Idaho,"Women, 45 to 54 years",100    ,77    ,76.3    ,74    ,73.8    ,3    ,3.3    ,1.5  ,–,5.1  
16,38,Idaho,"Women, 55 to 64 years",99    ,58    ,59.0    ,56    ,57.0    ,2    ,3.5    ,1.4  ,–,5.6  
16,40,Idaho,"White, 16 to 19 years",83    ,35    ,42.1    ,31    ,37.6    ,4    ,10.8    ,6.0  ,–,15.6  
16,41,Idaho,"White, 20 to 24 years",107    ,83    ,78.1    ,79    ,73.6    ,5    ,5.7    ,3.4  ,–,8.0  
16,42,Idaho,"White, 25 to 34 years",198    ,165    ,83.2    ,159    ,80.3    ,6    ,3.5    ,2.2  ,–,4.8  
16,43,Idaho,"White, 35 to 44 years",193    ,160    ,83.1    ,157    ,81.4    ,3    ,2.0    ,1.0  ,–,3.0  
16,44,Idaho,"White, 45 to 54 years",193    ,163    ,84.4    ,157    ,81.5    ,6    ,3.5    ,2.2  ,–,4.8  
16,45,Idaho,"White, 55 to 64 years",188    ,120    ,63.9    ,116    ,61.7    ,4    ,3.5    ,2.0  ,–,5.0  
16,46,Idaho,"White, 65 years and over",247    ,44    ,18.0    ,43    ,17.3    ,2    ,3.7    ,1.2  ,–,6.2  
16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",39    ,33    ,86.2    ,31    ,80.8    ,2    ,6.3    ,2.6  ,–,10.0  
17,01,Illinois,Total,"10,031    ","6,547    ",65.3    ,"6,163    ",61.4    ,384    ,5.9    ,5.4  ,–,6.4  
17,02,Illinois,Men,"4,847    ","3,462    ",71.4    ,"3,258    ",67.2    ,203    ,5.9    ,5.2  ,–,6.6  
17,03,Illinois,Women,"5,184    ","3,085    ",59.5    ,"2,905    ",56.0    ,181    ,5.9    ,5.2  ,–,6.6  
17,04,Illinois,White,"7,886    ","5,249    ",66.6    ,"4,988    ",63.2    ,261    ,5.0    ,4.5  ,–,5.5  
17,05,Illinois,"White, men","3,862    ","2,821    ",73.1    ,"2,680    ",69.4    ,141    ,5.0    ,4.3  ,–,5.7  
17,06,Illinois,"White, women","4,024    ","2,427    ",60.3    ,"2,308    ",57.3    ,120    ,4.9    ,4.2  ,–,5.6  
17,07,Illinois,Black or African American,"1,405    ",825    ,58.7    ,720    ,51.2    ,104    ,12.7    ,10.5  ,–,14.9  
17,08,Illinois,"Black or African American, men",624    ,379    ,60.7    ,325    ,52.0    ,54    ,14.2    ,10.8  ,–,17.6  
17,09,Illinois,"Black or African American, women",781    ,446    ,57.1    ,396    ,50.6    ,51    ,11.3    ,8.5  ,–,14.1  
17,10,Illinois,Asian,579    ,363    ,62.7    ,354    ,61.1    ,9    ,2.6    ,1.4  ,–,3.8  
17,11,Illinois,"Asian, men",280    ,201    ,72.0    ,198    ,71.0    ,3    ,1.4    ,0.2  ,–,2.6  
17,12,Illinois,"Asian, women",299    ,162    ,54.1    ,155    ,51.9    ,7    ,4.0    ,1.7  ,–,6.3  
17,13,Illinois,Hispanic or Latino ethnicity,"1,474    ","1,028    ",69.7    ,959    ,65.0    ,69    ,6.7    ,5.3  ,–,8.1  
17,14,Illinois,"Hispanic or Latino ethnicity, men",730    ,584    ,79.9    ,544    ,74.5    ,40    ,6.8    ,4.9  ,–,8.7  
17,15,Illinois,"Hispanic or Latino ethnicity, women",744    ,444    ,59.7    ,415    ,55.8    ,29    ,6.6    ,4.5  ,–,8.7  
17,16,Illinois,"Married men, spouse present","2,545    ","1,929    ",75.8    ,"1,872    ",73.6    ,56    ,2.9    ,2.3  ,–,3.5  
17,17,Illinois,"Married women, spouse present","2,476    ","1,508    ",60.9    ,"1,453    ",58.7    ,55    ,3.6    ,2.8  ,–,4.4  
17,18,Illinois,Women who maintain families,576    ,408    ,70.7    ,369    ,64.0    ,39    ,9.5    ,7.0  ,–,12.0  
17,19,Illinois,"Total, 16 to 19 years",699    ,248    ,35.5    ,200    ,28.6    ,49    ,19.6    ,14.9  ,–,24.3  
17,20,Illinois,"Total, 20 to 24 years",883    ,609    ,68.9    ,535    ,60.6    ,73    ,12.0    ,9.7  ,–,14.3  
17,21,Illinois,"Total, 25 to 34 years","1,752    ","1,466    ",83.6    ,"1,373    ",78.3    ,93    ,6.4    ,5.3  ,–,7.5  
17,22,Illinois,"Total, 35 to 44 years","1,540    ","1,279    ",83.0    ,"1,224    ",79.5    ,54    ,4.2    ,3.2  ,–,5.2  
17,23,Illinois,"Total, 45 to 54 years","1,662    ","1,400    ",84.2    ,"1,340    ",80.6    ,60    ,4.3    ,3.4  ,–,5.2  
17,24,Illinois,"Total, 55 to 64 years","1,673    ","1,158    ",69.3    ,"1,114    ",66.6    ,44    ,3.8    ,2.8  ,–,4.8  
17,25,Illinois,"Total, 65 years and over","1,822    ",387    ,21.2    ,377    ,20.7    ,10    ,2.7    ,1.3  ,–,4.1  
17,26,Illinois,"Men, 16 to 19 years",360    ,130    ,36.2    ,104    ,28.9    ,26    ,20.3    ,13.7  ,–,26.9  
17,27,Illinois,"Men, 20 to 24 years",442    ,312    ,70.6    ,273    ,61.6    ,40    ,12.7    ,9.3  ,–,16.1  
17,28,Illinois,"Men, 25 to 34 years",861    ,776    ,90.1    ,723    ,84.0    ,53    ,6.8    ,5.2  ,–,8.4  
17,29,Illinois,"Men, 35 to 44 years",760    ,699    ,91.9    ,671    ,88.2    ,28    ,4.0    ,2.7  ,–,5.3  
17,30,Illinois,"Men, 45 to 54 years",803    ,728    ,90.6    ,703    ,87.5    ,25    ,3.4    ,2.3  ,–,4.5  
17,31,Illinois,"Men, 55 to 64 years",803    ,603    ,75.2    ,577    ,71.9    ,26    ,4.3    ,2.9  ,–,5.7  
17,32,Illinois,"Men, 65 years and over",819    ,213    ,26.0    ,208    ,25.4    ,5    ,2.5    ,0.7  ,–,4.3  
17,33,Illinois,"Women, 16 to 19 years",339    ,118    ,34.8    ,96    ,28.3    ,22    ,18.7    ,12.1  ,–,25.3  
17,34,Illinois,"Women, 20 to 24 years",441    ,296    ,67.2    ,263    ,59.6    ,33    ,11.3    ,8.0  ,–,14.6  
17,35,Illinois,"Women, 25 to 34 years",892    ,690    ,77.4    ,650    ,72.8    ,41    ,5.9    ,4.4  ,–,7.4  
17,36,Illinois,"Women, 35 to 44 years",779    ,579    ,74.4    ,553    ,71.0    ,26    ,4.5    ,3.0  ,–,6.0  
17,37,Illinois,"Women, 45 to 54 years",859    ,673    ,78.3    ,637    ,74.2    ,35    ,5.3    ,3.8  ,–,6.8  
17,38,Illinois,"Women, 55 to 64 years",870    ,555    ,63.8    ,537    ,61.7    ,18    ,3.2    ,1.9  ,–,4.5  
17,39,Illinois,"Women, 65 years and over","1,003    ",174    ,17.3    ,169    ,16.8    ,5    ,2.9    ,0.7  ,–,5.1  
17,40,Illinois,"White, 16 to 19 years",528    ,195    ,37.0    ,161    ,30.5    ,34    ,17.5    ,12.5  ,–,22.5  
17,41,Illinois,"White, 20 to 24 years",658    ,464    ,70.5    ,419    ,63.7    ,45    ,9.6    ,7.2  ,–,12.0  
17,42,Illinois,"White, 25 to 34 years","1,338    ","1,155    ",86.3    ,"1,090    ",81.5    ,65    ,5.6    ,4.4  ,–,6.8  
17,43,Illinois,"White, 35 to 44 years","1,186    ",991    ,83.6    ,955    ,80.6    ,35    ,3.6    ,2.6  ,–,4.6  
17,44,Illinois,"White, 45 to 54 years","1,316    ","1,127    ",85.6    ,"1,088    ",82.6    ,39    ,3.5    ,2.6  ,–,4.4  
17,45,Illinois,"White, 55 to 64 years","1,391    ",988    ,71.0    ,955    ,68.6    ,33    ,3.4    ,2.4  ,–,4.4  
17,46,Illinois,"White, 65 years and over","1,470    ",329    ,22.4    ,320    ,21.8    ,9    ,2.8    ,1.3  ,–,4.3  
