"States:  Employment status of the civilian noninstitutional population by sex, race, Hispanic or Latino ethnicity, marital status, and detailed age, 2015 annual averages",,,,,,,,,,,,,
,,,,,,,,,,,,,
(Numbers in thousands),,,,,,,,,,,,,
State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Civilian labor force,,,,,,,,
12,15,Florida,"Hispanic or Latino ethnicity, women","1,995    ","1,091    ",54.7    ,"1,031    ",51.7    ,61    ,5.6    ,4.3  ,–,6.9  
12,16,Florida,"Married men, spouse present","4,004    ","2,694    ",67.3    ,"2,608    ",65.1    ,87    ,3.2    ,2.6  ,–,3.8  
12,17,Florida,"Married women, spouse present","3,868    ","2,110    ",54.6    ,"2,047    ",52.9    ,64    ,3.0    ,2.3  ,–,3.7  
12,18,Florida,Women who maintain families,"1,135    ",727    ,64.1    ,663    ,58.4    ,64    ,8.8    ,6.8  ,–,10.8  
12,19,Florida,"Total, 16 to 19 years",992    ,283    ,28.6    ,240    ,24.2    ,43    ,15.2    ,11.0  ,–,19.4  
12,20,Florida,"Total, 20 to 24 years","1,171    ",801    ,68.4    ,723    ,61.8    ,77    ,9.7    ,7.7  ,–,11.7  
12,21,Florida,"Total, 25 to 34 years","2,556    ","2,075    ",81.2    ,"1,956    ",76.5    ,119    ,5.7    ,4.8  ,–,6.6  
12,22,Florida,"Total, 35 to 44 years","2,370    ","1,943    ",82.0    ,"1,847    ",77.9    ,97    ,5.0    ,4.1  ,–,5.9  
12,23,Florida,"Total, 45 to 54 years","2,857    ","2,218    ",77.6    ,"2,133    ",74.6    ,85    ,3.8    ,3.1  ,–,4.5  
12,24,Florida,"Total, 55 to 64 years","2,706    ","1,646    ",60.8    ,"1,568    ",58.0    ,78    ,4.7    ,3.7  ,–,5.7  
12,25,Florida,"Total, 65 years and over","3,661    ",614    ,16.8    ,595    ,16.2    ,20    ,3.2    ,1.9  ,–,4.5  
12,26,Florida,"Men, 16 to 19 years",499    ,151    ,30.3    ,126    ,25.2    ,25    ,16.6    ,10.6  ,–,22.6  
12,27,Florida,"Men, 20 to 24 years",578    ,416    ,72.0    ,375    ,64.9    ,41    ,9.9    ,7.1  ,–,12.7  
12,28,Florida,"Men, 25 to 34 years","1,280    ","1,127    ",88.0    ,"1,061    ",82.8    ,67    ,5.9    ,4.6  ,–,7.2  
12,29,Florida,"Men, 35 to 44 years","1,143    ","1,018    ",89.1    ,972    ,85.0    ,47    ,4.6    ,3.4  ,–,5.8  
12,30,Florida,"Men, 45 to 54 years","1,410    ","1,172    ",83.2    ,"1,132    ",80.3    ,41    ,3.5    ,2.5  ,–,4.5  
12,31,Florida,"Men, 55 to 64 years","1,269    ",850    ,67.0    ,806    ,63.5    ,44    ,5.1    ,3.7  ,–,6.5  
12,32,Florida,"Men, 65 years and over","1,628    ",329    ,20.2    ,316    ,19.4    ,13    ,3.8    ,1.9  ,–,5.7  
12,33,Florida,"Women, 16 to 19 years",492    ,132    ,26.9    ,114    ,23.2    ,18    ,13.6    ,7.8  ,–,19.4  
12,34,Florida,"Women, 20 to 24 years",594    ,385    ,64.8    ,349    ,58.7    ,36    ,9.4    ,6.6  ,–,12.2  
12,35,Florida,"Women, 25 to 34 years","1,275    ",948    ,74.3    ,896    ,70.2    ,52    ,5.5    ,4.1  ,–,6.9  
12,36,Florida,"Women, 35 to 44 years","1,227    ",925    ,75.4    ,875    ,71.3    ,50    ,5.4    ,4.0  ,–,6.8  
12,37,Florida,"Women, 45 to 54 years","1,448    ","1,046    ",72.2    ,"1,002    ",69.2    ,44    ,4.2    ,3.1  ,–,5.3  
12,38,Florida,"Women, 55 to 64 years","1,436    ",796    ,55.4    ,762    ,53.0    ,34    ,4.3    ,3.0  ,–,5.6  
12,39,Florida,"Women, 65 years and over","2,034    ",286    ,14.0    ,278    ,13.7    ,7    ,2.5    ,0.8  ,–,4.2  
12,40,Florida,"White, 16 to 19 years",735    ,216    ,29.4    ,187    ,25.4    ,30    ,13.8    ,9.2  ,–,18.4  
12,41,Florida,"White, 20 to 24 years",839    ,606    ,72.3    ,560    ,66.8    ,46    ,7.6    ,5.6  ,–,9.6  
12,42,Florida,"White, 25 to 34 years","1,885    ","1,545    ",81.9    ,"1,469    ",77.9    ,76    ,4.9    ,3.9  ,–,5.9  
12,43,Florida,"White, 35 to 44 years","1,852    ","1,534    ",82.8    ,"1,469    ",79.3    ,65    ,4.2    ,3.3  ,–,5.1  
12,44,Florida,"White, 45 to 54 years","2,322    ","1,804    ",77.7    ,"1,739    ",74.9    ,65    ,3.6    ,2.8  ,–,4.4  
12,45,Florida,"White, 55 to 64 years","2,241    ","1,366    ",60.9    ,"1,309    ",58.4    ,57    ,4.2    ,3.2  ,–,5.2  
12,46,Florida,"White, 65 years and over","3,242    ",534    ,16.5    ,520    ,16.0    ,14    ,2.6    ,1.3  ,–,3.9  
12,48,Florida,"Black or African American, 20 to 24 years",279    ,168    ,60.4    ,140    ,50.2    ,28    ,16.9    ,11.4  ,–,22.4  
12,49,Florida,"Black or African American, 25 to 34 years",536    ,430    ,80.3    ,391    ,73.0    ,39    ,9.1    ,6.6  ,–,11.6  
12,50,Florida,"Black or African American, 35 to 44 years",380    ,306    ,80.7    ,281    ,73.9    ,26    ,8.3    ,5.5  ,–,11.1  
12,51,Florida,"Black or African American, 45 to 54 years",435    ,332    ,76.3    ,314    ,72.1    ,18    ,5.5    ,3.3  ,–,7.7  
12,52,Florida,"Black or African American, 55 to 64 years",366    ,210    ,57.5    ,195    ,53.3    ,15    ,7.2    ,4.0  ,–,10.4  
12,62,Florida,"Hispanic or Latino ethnicity, 20 to 24 years",351    ,245    ,69.8    ,229    ,65.2    ,16    ,6.7    ,3.8  ,–,9.6  
12,63,Florida,"Hispanic or Latino ethnicity, 25 to 34 years",693    ,556    ,80.3    ,523    ,75.4    ,34    ,6.0    ,4.2  ,–,7.8  
12,64,Florida,"Hispanic or Latino ethnicity, 35 to 44 years",733    ,617    ,84.1    ,583    ,79.5    ,34    ,5.5    ,3.8  ,–,7.2  
12,65,Florida,"Hispanic or Latino ethnicity, 45 to 54 years",733    ,590    ,80.4    ,564    ,77.0    ,26    ,4.3    ,2.8  ,–,5.8  
12,66,Florida,"Hispanic or Latino ethnicity, 55 to 64 years",505    ,314    ,62.1    ,295    ,58.5    ,18    ,5.8    ,3.4  ,–,8.2  
12,67,Florida,"Hispanic or Latino ethnicity, 65 years and over",624    ,96    ,15.4    ,90    ,14.4    ,6    ,6.0    ,1.6  ,–,10.4  
13,01,Georgia,Total,"7,783    ","4,763    ",61.2    ,"4,488    ",57.7    ,276    ,5.8    ,5.2  ,–,6.4  
13,02,Georgia,Men,"3,682    ","2,490    ",67.6    ,"2,357    ",64.0    ,133    ,5.4    ,4.6  ,–,6.2  
13,03,Georgia,Women,"4,101    ","2,274    ",55.4    ,"2,131    ",52.0    ,143    ,6.3    ,5.4  ,–,7.2  
13,04,Georgia,White,"4,930    ","2,974    ",60.3    ,"2,854    ",57.9    ,120    ,4.0    ,3.4  ,–,4.6  
13,05,Georgia,"White, men","2,410    ","1,660    ",68.9    ,"1,600    ",66.4    ,60    ,3.6    ,2.8  ,–,4.4  
13,06,Georgia,"White, women","2,520    ","1,314    ",52.1    ,"1,254    ",49.8    ,60    ,4.6    ,3.6  ,–,5.6  
13,07,Georgia,Black or African American,"2,379    ","1,480    ",62.2    ,"1,342    ",56.4    ,138    ,9.3    ,8.0  ,–,10.6  
13,08,Georgia,"Black or African American, men","1,055    ",675    ,64.0    ,611    ,57.9    ,64    ,9.5    ,7.5  ,–,11.5  
13,09,Georgia,"Black or African American, women","1,323    ",805    ,60.8    ,730    ,55.2    ,75    ,9.3    ,7.5  ,–,11.1  
13,10,Georgia,Asian,320    ,200    ,62.5    ,192    ,60.0    ,8    ,4.1    ,1.9  ,–,6.3  
13,11,Georgia,"Asian, men",144    ,103    ,71.7    ,99    ,68.6    ,4    ,4.3    ,1.2  ,–,7.4  
13,12,Georgia,"Asian, women",176    ,97    ,55.0    ,93    ,52.9    ,4    ,3.8    ,0.8  ,–,6.8  
13,13,Georgia,Hispanic or Latino ethnicity,633    ,429    ,67.9    ,407    ,64.4    ,22    ,5.1    ,3.3  ,–,6.9  
13,14,Georgia,"Hispanic or Latino ethnicity, men",332    ,266    ,80.1    ,256    ,77.3    ,9    ,3.4    ,1.5  ,–,5.3  
13,15,Georgia,"Hispanic or Latino ethnicity, women",301    ,164    ,54.4    ,151    ,50.1    ,13    ,7.9    ,4.2  ,–,11.6  
13,16,Georgia,"Married men, spouse present","1,945    ","1,420    ",73.0    ,"1,379    ",70.9    ,41    ,2.9    ,2.1  ,–,3.7  
13,17,Georgia,"Married women, spouse present","1,934    ","1,081    ",55.9    ,"1,037    ",53.6    ,44    ,4.0    ,3.0  ,–,5.0  
13,18,Georgia,Women who maintain families,581    ,389    ,67.0    ,357    ,61.5    ,32    ,8.2    ,5.7  ,–,10.7  
13,19,Georgia,"Total, 16 to 19 years",507    ,138    ,27.2    ,109    ,21.5    ,29    ,21.1    ,14.4  ,–,27.8  
13,20,Georgia,"Total, 20 to 24 years",680    ,461    ,67.8    ,403    ,59.2    ,59    ,12.7    ,9.8  ,–,15.6  
13,21,Georgia,"Total, 25 to 34 years","1,386    ","1,070    ",77.2    ,"1,005    ",72.5    ,64    ,6.0    ,4.7  ,–,7.3  
13,22,Georgia,"Total, 35 to 44 years","1,350    ","1,116    ",82.6    ,"1,076    ",79.7    ,40    ,3.5    ,2.5  ,–,4.5  
13,23,Georgia,"Total, 45 to 54 years","1,358    ","1,044    ",76.9    ,"1,002    ",73.8    ,42    ,4.0    ,2.9  ,–,5.1  
13,24,Georgia,"Total, 55 to 64 years","1,214    ",709    ,58.4    ,675    ,55.7    ,34    ,4.7    ,3.3  ,–,6.1  
13,25,Georgia,"Total, 65 years and over","1,288    ",226    ,17.5    ,217    ,16.9    ,9    ,3.8    ,1.6  ,–,6.0  
13,27,Georgia,"Men, 20 to 24 years",327    ,232    ,70.9    ,204    ,62.5    ,27    ,11.8    ,7.9  ,–,15.7  
13,28,Georgia,"Men, 25 to 34 years",642    ,551    ,85.8    ,524    ,81.6    ,27    ,4.9    ,3.3  ,–,6.5  
13,29,Georgia,"Men, 35 to 44 years",670    ,605    ,90.3    ,582    ,86.8    ,23    ,3.8    ,2.4  ,–,5.2  
13,30,Georgia,"Men, 45 to 54 years",639    ,534    ,83.5    ,515    ,80.6    ,19    ,3.5    ,2.1  ,–,4.9  
13,31,Georgia,"Men, 55 to 64 years",584    ,383    ,65.6    ,363    ,62.2    ,20    ,5.1    ,3.1  ,–,7.1  
13,32,Georgia,"Men, 65 years and over",566    ,124    ,21.8    ,122    ,21.5    ,2    ,1.5    ,( 2 ),–,( 2 )
13,33,Georgia,"Women, 16 to 19 years",253    ,76    ,30.1    ,63    ,24.8    ,13    ,17.7    ,9.4  ,–,26.0  
13,34,Georgia,"Women, 20 to 24 years",352    ,229    ,65.0    ,198    ,56.2    ,31    ,13.6    ,9.4  ,–,17.8  
13,35,Georgia,"Women, 25 to 34 years",744    ,519    ,69.7    ,482    ,64.7    ,37    ,7.2    ,5.2  ,–,9.2  
13,36,Georgia,"Women, 35 to 44 years",680    ,510    ,75.0    ,494    ,72.6    ,16    ,3.2    ,1.8  ,–,4.6  
13,37,Georgia,"Women, 45 to 54 years",719    ,510    ,71.0    ,487    ,67.7    ,23    ,4.6    ,3.0  ,–,6.2  
13,38,Georgia,"Women, 55 to 64 years",630    ,326    ,51.8    ,312    ,49.5    ,14    ,4.3    ,2.3  ,–,6.3  
13,39,Georgia,"Women, 65 years and over",722    ,102    ,14.2    ,95    ,13.2    ,7    ,6.7    ,2.3  ,–,11.1  
13,40,Georgia,"White, 16 to 19 years",287    ,85    ,29.5    ,74    ,25.8    ,11    ,12.7    ,6.0  ,–,19.4  
13,41,Georgia,"White, 20 to 24 years",363    ,257    ,70.9    ,231    ,63.7    ,26    ,10.1    ,6.7  ,–,13.5  
13,42,Georgia,"White, 25 to 34 years",819    ,628    ,76.7    ,602    ,73.5    ,26    ,4.1    ,2.7  ,–,5.5  
13,43,Georgia,"White, 35 to 44 years",835    ,681    ,81.5    ,668    ,79.9    ,13    ,1.9    ,1.0  ,–,2.8  
13,44,Georgia,"White, 45 to 54 years",851    ,656    ,77.1    ,637    ,74.8    ,20    ,3.0    ,1.8  ,–,4.2  
13,45,Georgia,"White, 55 to 64 years",818    ,494    ,60.4    ,474    ,57.9    ,21    ,4.2    ,2.6  ,–,5.8  
13,46,Georgia,"White, 65 years and over",957    ,173    ,18.1    ,169    ,17.6    ,4    ,2.4    ,0.4  ,–,4.4  
13,48,Georgia,"Black or African American, 20 to 24 years",261    ,171    ,65.3    ,139    ,53.2    ,32    ,18.5    ,13.0  ,–,24.0  
13,49,Georgia,"Black or African American, 25 to 34 years",454    ,354    ,78.1    ,319    ,70.2    ,36    ,10.1    ,7.3  ,–,12.9  
13,50,Georgia,"Black or African American, 35 to 44 years",424    ,364    ,86.0    ,345    ,81.4    ,19    ,5.3    ,3.3  ,–,7.3  
13,51,Georgia,"Black or African American, 45 to 54 years",420    ,327    ,77.8    ,306    ,72.8    ,21    ,6.4    ,4.1  ,–,8.7  
13,52,Georgia,"Black or African American, 55 to 64 years",339    ,173    ,51.2    ,163    ,48.1    ,10    ,6.0    ,2.9  ,–,9.1  
13,63,Georgia,"Hispanic or Latino ethnicity, 25 to 34 years",176    ,131    ,74.1    ,121    ,68.7    ,10    ,7.3    ,3.3  ,–,11.3  
13,64,Georgia,"Hispanic or Latino ethnicity, 35 to 44 years",157    ,131    ,83.0    ,127    ,80.9    ,3    ,2.5    ,0.2  ,–,4.8  
13,65,Georgia,"Hispanic or Latino ethnicity, 45 to 54 years",98    ,73    ,74.3    ,70    ,71.4    ,3    ,3.9    ,( 2 ),–,( 2 )
15,01,Hawaii,Total,"1,093    ",678    ,62.1    ,653    ,59.7    ,25    ,3.7    ,3.1  ,–,4.3  
15,02,Hawaii,Men,533    ,356    ,66.7    ,341    ,63.9    ,15    ,4.3    ,3.4  ,–,5.2  
15,03,Hawaii,Women,559    ,322    ,57.6    ,312    ,55.8    ,10    ,3.2    ,2.4  ,–,4.0  
15,04,Hawaii,White,236    ,143    ,60.8    ,137    ,58.1    ,6    ,4.5    ,3.1  ,–,5.9  
15,05,Hawaii,"White, men",125    ,82    ,66.0    ,79    ,63.0    ,4    ,4.5    ,2.7  ,–,6.3  
15,06,Hawaii,"White, women",111    ,61    ,54.9    ,58    ,52.5    ,3    ,4.4    ,2.3  ,–,6.5  
15,10,Hawaii,Asian,486    ,295    ,60.8    ,289    ,59.5    ,6    ,2.0    ,1.5  ,–,2.5  
15,11,Hawaii,"Asian, men",221    ,145    ,65.6    ,141    ,64.1    ,3    ,2.4    ,1.6  ,–,3.2  
15,12,Hawaii,"Asian, women",265    ,150    ,56.7    ,148    ,55.8    ,3    ,1.7    ,1.0  ,–,2.4  
15,13,Hawaii,Hispanic or Latino ethnicity,95    ,60    ,63.1    ,57    ,60.5    ,2    ,4.1    ,2.2  ,–,6.0  
15,14,Hawaii,"Hispanic or Latino ethnicity, men",45    ,29    ,64.0    ,27    ,61.3    ,1    ,4.2    ,1.4  ,–,7.0  
15,15,Hawaii,"Hispanic or Latino ethnicity, women",50    ,31    ,62.3    ,30    ,59.8    ,1    ,4.1    ,1.4  ,–,6.8  
15,16,Hawaii,"Married men, spouse present",267    ,187    ,70.0    ,183    ,68.6    ,4    ,2.1    ,1.3  ,–,2.9  
15,17,Hawaii,"Married women, spouse present",268    ,162    ,60.4    ,158    ,59.0    ,4    ,2.3    ,1.4  ,–,3.2  
15,18,Hawaii,Women who maintain families,64    ,38    ,58.9    ,36    ,56.8    ,1    ,3.5    ,1.1  ,–,5.9  
15,19,Hawaii,"Total, 16 to 19 years",77    ,24    ,31.3    ,21    ,27.3    ,3    ,13.0    ,7.2  ,–,18.8  
15,20,Hawaii,"Total, 20 to 24 years",97    ,64    ,66.0    ,60    ,61.4    ,4    ,7.0    ,4.4  ,–,9.6  
15,21,Hawaii,"Total, 25 to 34 years",173    ,140    ,80.9    ,133    ,77.2    ,6    ,4.6    ,3.2  ,–,6.0  
15,22,Hawaii,"Total, 35 to 44 years",160    ,136    ,84.7    ,132    ,82.5    ,4    ,2.6    ,1.5  ,–,3.7  
15,23,Hawaii,"Total, 45 to 54 years",178    ,144    ,80.7    ,140    ,78.7    ,4    ,2.5    ,1.5  ,–,3.5  
15,24,Hawaii,"Total, 55 to 64 years",181    ,121    ,67.0    ,119    ,65.6    ,3    ,2.1    ,1.1  ,–,3.1  
15,25,Hawaii,"Total, 65 years and over",226    ,49    ,21.5    ,47    ,20.8    ,2    ,3.2    ,1.2  ,–,5.2  
15,27,Hawaii,"Men, 20 to 24 years",42    ,32    ,75.8    ,30    ,70.2    ,2    ,7.4    ,3.6  ,–,11.2  
15,28,Hawaii,"Men, 25 to 34 years",90    ,79    ,87.2    ,75    ,83.0    ,4    ,4.9    ,2.9  ,–,6.9  
15,29,Hawaii,"Men, 35 to 44 years",83    ,74    ,88.8    ,71    ,85.8    ,2    ,3.3    ,1.6  ,–,5.0  
15,30,Hawaii,"Men, 45 to 54 years",86    ,73    ,85.6    ,71    ,83.2    ,2    ,2.8    ,1.3  ,–,4.3  
15,31,Hawaii,"Men, 55 to 64 years",91    ,62    ,67.9    ,60    ,66.1    ,2    ,2.7    ,1.1  ,–,4.3  
15,32,Hawaii,"Men, 65 years and over",101    ,25    ,24.5    ,24    ,23.7    ,1    ,3.5    ,0.5  ,–,6.5  
15,34,Hawaii,"Women, 20 to 24 years",55    ,32    ,58.4    ,30    ,54.6    ,2    ,6.5    ,3.0  ,–,10.0  
15,35,Hawaii,"Women, 25 to 34 years",83    ,61    ,74.1    ,59    ,70.8    ,3    ,4.4    ,2.3  ,–,6.5  
15,36,Hawaii,"Women, 35 to 44 years",78    ,62    ,80.4    ,61    ,79.0    ,1    ,1.8    ,0.4  ,–,3.2  
15,37,Hawaii,"Women, 45 to 54 years",93    ,71    ,76.2    ,69    ,74.5    ,2    ,2.2    ,0.8  ,–,3.6  
15,38,Hawaii,"Women, 55 to 64 years",90    ,60    ,66.2    ,59    ,65.2    ,1    ,1.4    ,0.2  ,–,2.6  
15,39,Hawaii,"Women, 65 years and over",125    ,24    ,19.1    ,23    ,18.6    ,1    ,3.0    ,0.2  ,–,5.8  
15,42,Hawaii,"White, 25 to 34 years",40    ,32    ,80.1    ,31    ,77.4    ,1    ,3.4    ,0.8  ,–,6.0  
15,43,Hawaii,"White, 35 to 44 years",33    ,27    ,82.1    ,26    ,78.4    ,1    ,4.5    ,1.3  ,–,7.7  
15,44,Hawaii,"White, 45 to 54 years",37    ,30    ,82.5    ,29    ,80.2    ,1    ,2.9    ,0.4  ,–,5.4  
15,45,Hawaii,"White, 55 to 64 years",44    ,26    ,59.8    ,25    ,57.5    ,1    ,3.9    ,0.9  ,–,6.9  
15,55,Hawaii,"Asian, 20 to 24 years",34    ,24    ,72.0    ,23    ,68.7    ,1    ,4.7    ,1.8  ,–,7.6  
15,56,Hawaii,"Asian, 25 to 34 years",56    ,45    ,81.7    ,44    ,79.4    ,1    ,2.7    ,1.1  ,–,4.3  
15,57,Hawaii,"Asian, 35 to 44 years",71    ,60    ,84.8    ,59    ,83.6    ,1    ,1.4    ,0.4  ,–,2.4  
15,58,Hawaii,"Asian, 45 to 54 years",84    ,71    ,84.5    ,70    ,83.1    ,1    ,1.6    ,0.6  ,–,2.6  
15,59,Hawaii,"Asian, 55 to 64 years",90    ,66    ,73.5    ,65    ,72.6    ,1    ,1.2    ,0.3  ,–,2.1  
16,01,Idaho,Total,"1,248    ",803    ,64.3    ,769    ,61.6    ,34    ,4.3    ,3.7  ,–,4.9  
16,02,Idaho,Men,616    ,438    ,71.2    ,418    ,67.8    ,21    ,4.7    ,3.8  ,–,5.6  
16,03,Idaho,Women,632    ,364    ,57.6    ,351    ,55.5    ,14    ,3.7    ,2.8  ,–,4.6  
16,04,Idaho,White,"1,185    ",761    ,64.2    ,730    ,61.6    ,32    ,4.2    ,3.6  ,–,4.8  
16,05,Idaho,"White, men",580    ,414    ,71.4    ,395    ,68.1    ,19    ,4.6    ,3.7  ,–,5.5  
16,06,Idaho,"White, women",605    ,348    ,57.4    ,335    ,55.3    ,13    ,3.7    ,2.8  ,–,4.6  
16,13,Idaho,Hispanic or Latino ethnicity,140    ,102    ,73.2    ,96    ,68.9    ,6    ,5.9    ,3.9  ,–,7.9  
16,14,Idaho,"Hispanic or Latino ethnicity, men",75    ,63    ,83.9    ,60    ,79.7    ,3    ,5.0    ,2.7  ,–,7.3  
16,15,Idaho,"Hispanic or Latino ethnicity, women",65    ,39    ,60.7    ,37    ,56.4    ,3    ,7.2    ,3.8  ,–,10.6  
16,16,Idaho,"Married men, spouse present",360    ,272    ,75.5    ,265    ,73.6    ,7    ,2.5    ,1.7  ,–,3.3  
16,17,Idaho,"Married women, spouse present",355    ,205    ,57.8    ,200    ,56.2    ,5    ,2.7    ,1.7  ,–,3.7  
16,18,Idaho,Women who maintain families,55    ,39    ,70.1    ,36    ,66.1    ,2    ,5.7    ,2.4  ,–,9.0  
16,19,Idaho,"Total, 16 to 19 years",90    ,41    ,45.2    ,36    ,39.7    ,5    ,12.2    ,7.5  ,–,16.9  
16,20,Idaho,"Total, 20 to 24 years",113    ,82    ,73.0    ,77    ,68.5    ,5    ,6.1    ,3.8  ,–,8.4  
16,21,Idaho,"Total, 25 to 34 years",208    ,170    ,81.8    ,163    ,78.2    ,7    ,4.3    ,2.9  ,–,5.7  
16,22,Idaho,"Total, 35 to 44 years",200    ,168    ,83.8    ,162    ,80.8    ,6    ,3.6    ,2.3  ,–,4.9  
16,23,Idaho,"Total, 45 to 54 years",213    ,173    ,81.0    ,167    ,78.5    ,5    ,3.1    ,2.0  ,–,4.2  
16,24,Idaho,"Total, 55 to 64 years",202    ,131    ,64.8    ,127    ,62.7    ,4    ,3.1    ,1.8  ,–,4.4  
16,25,Idaho,"Total, 65 years and over",222    ,39    ,17.4    ,37    ,16.8    ,1    ,3.4    ,0.8  ,–,6.0  
16,27,Idaho,"Men, 20 to 24 years",58    ,45    ,77.9    ,42    ,72.5    ,3    ,6.9    ,3.5  ,–,10.3  
16,28,Idaho,"Men, 25 to 34 years",104    ,94    ,90.1    ,88    ,85.3    ,5    ,5.4    ,3.3  ,–,7.5  
16,29,Idaho,"Men, 35 to 44 years",104    ,96    ,92.6    ,92    ,88.9    ,4    ,4.0    ,2.2  ,–,5.8  
16,30,Idaho,"Men, 45 to 54 years",106    ,93    ,88.5    ,90    ,85.5    ,3    ,3.4    ,1.8  ,–,5.0  
16,31,Idaho,"Men, 55 to 64 years",99    ,68    ,68.4    ,66    ,66.1    ,2    ,3.4    ,1.5  ,–,5.3  
16,34,Idaho,"Women, 20 to 24 years",55    ,37    ,67.8    ,35    ,64.3    ,2    ,5.2    ,2.0  ,–,8.4  
16,35,Idaho,"Women, 25 to 34 years",104    ,76    ,73.4    ,74    ,71.2    ,2    ,3.0    ,1.3  ,–,4.7  
16,36,Idaho,"Women, 35 to 44 years",97    ,72    ,74.4    ,70    ,72.1    ,2    ,3.1    ,1.3  ,–,4.9  
16,37,Idaho,"Women, 45 to 54 years",108    ,79    ,73.7    ,77    ,71.6    ,2    ,2.8    ,1.2  ,–,4.4  
16,38,Idaho,"Women, 55 to 64 years",102    ,63    ,61.2    ,61    ,59.5    ,2    ,2.9    ,1.0  ,–,4.8  
16,40,Idaho,"White, 16 to 19 years",84    ,37    ,44.7    ,33    ,39.6    ,4    ,11.5    ,6.7  ,–,16.3  
16,41,Idaho,"White, 20 to 24 years",104    ,77    ,73.7    ,72    ,69.3    ,5    ,6.0    ,3.6  ,–,8.4  
16,42,Idaho,"White, 25 to 34 years",193    ,158    ,81.6    ,151    ,78.1    ,7    ,4.3    ,2.9  ,–,5.7  
16,43,Idaho,"White, 35 to 44 years",191    ,160    ,84.0    ,154    ,81.0    ,6    ,3.5    ,2.2  ,–,4.8  
16,44,Idaho,"White, 45 to 54 years",203    ,164    ,80.9    ,159    ,78.4    ,5    ,3.2    ,2.0  ,–,4.4  
16,45,Idaho,"White, 55 to 64 years",194    ,128    ,65.7    ,124    ,63.6    ,4    ,3.2    ,1.8  ,–,4.6  
16,46,Idaho,"White, 65 years and over",216    ,38    ,17.5    ,37    ,16.9    ,1    ,3.2    ,0.7  ,–,5.7  
16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",30    ,25    ,81.2    ,23    ,76.7    ,1    ,5.6    ,1.8  ,–,9.4  
16,64,Idaho,"Hispanic or Latino ethnicity, 35 to 44 years",33    ,27    ,82.6    ,26    ,79.9    ,1    ,3.3    ,0.5  ,–,6.1  
17,01,Illinois,Total,"10,059    ","6,504    ",64.7    ,"6,119    ",60.8    ,385    ,5.9    ,5.4  ,–,6.4  
17,02,Illinois,Men,"4,857    ","3,446    ",70.9    ,"3,221    ",66.3    ,225    ,6.5    ,5.8  ,–,7.2  
17,03,Illinois,Women,"5,202    ","3,058    ",58.8    ,"2,898    ",55.7    ,160    ,5.2    ,4.5  ,–,5.9  
17,04,Illinois,White,"7,922    ","5,183    ",65.4    ,"4,925    ",62.2    ,258    ,5.0    ,4.5  ,–,5.5  
17,05,Illinois,"White, men","3,872    ","2,786    ",71.9    ,"2,636    ",68.1    ,150    ,5.4    ,4.7  ,–,6.1  
17,06,Illinois,"White, women","4,050    ","2,397    ",59.2    ,"2,289    ",56.5    ,108    ,4.5    ,3.8  ,–,5.2  
17,07,Illinois,Black or African American,"1,404    ",845    ,60.2    ,742    ,52.8    ,103    ,12.2    ,10.2  ,–,14.2  
17,08,Illinois,"Black or African American, men",624    ,387    ,62.0    ,328    ,52.6    ,58    ,15.1    ,11.7  ,–,18.5  
17,09,Illinois,"Black or African American, women",780    ,458    ,58.7    ,414    ,53.0    ,44    ,9.7    ,7.2  ,–,12.2  
17,10,Illinois,Asian,588    ,373    ,63.5    ,358    ,61.0    ,15    ,4.0    ,2.5  ,–,5.5  
17,11,Illinois,"Asian, men",282    ,211    ,75.0    ,201    ,71.2    ,11    ,5.1    ,2.8  ,–,7.4  
17,12,Illinois,"Asian, women",306    ,162    ,53.0    ,158    ,51.5    ,4    ,2.7    ,0.8  ,–,4.6  
17,13,Illinois,Hispanic or Latino ethnicity,"1,421    ",981    ,69.0    ,910    ,64.1    ,70    ,7.2    ,5.8  ,–,8.6  
17,14,Illinois,"Hispanic or Latino ethnicity, men",726    ,583    ,80.4    ,543    ,74.8    ,40    ,6.9    ,5.1  ,–,8.7  
17,15,Illinois,"Hispanic or Latino ethnicity, women",695    ,397    ,57.2    ,368    ,52.9    ,30    ,7.5    ,5.2  ,–,9.8  
17,16,Illinois,"Married men, spouse present","2,495    ","1,898    ",76.1    ,"1,833    ",73.4    ,66    ,3.5    ,2.8  ,–,4.2  
17,17,Illinois,"Married women, spouse present","2,458    ","1,485    ",60.4    ,"1,439    ",58.5    ,46    ,3.1    ,2.3  ,–,3.9  
17,18,Illinois,Women who maintain families,563    ,385    ,68.3    ,353    ,62.7    ,32    ,8.2    ,5.7  ,–,10.7  
17,19,Illinois,"Total, 16 to 19 years",683    ,261    ,38.2    ,212    ,31.1    ,49    ,18.7    ,14.1  ,–,23.3  
17,20,Illinois,"Total, 20 to 24 years",895    ,638    ,71.3    ,569    ,63.6    ,69    ,10.9    ,8.7  ,–,13.1  
17,21,Illinois,"Total, 25 to 34 years","1,812    ","1,512    ",83.4    ,"1,430    ",78.9    ,82    ,5.4    ,4.4  ,–,6.4  
17,22,Illinois,"Total, 35 to 44 years","1,531    ","1,252    ",81.8    ,"1,195    ",78.0    ,58    ,4.6    ,3.6  ,–,5.6  
