"States:  Employment status of the civilian noninstitutional population by sex, race, Hispanic or Latino ethnicity, marital status, and detailed age, 2013 annual averages",,,,,,,,,,,,,
,,,,,,,,,,,,,
(Numbers in thousands),,,,,,,,,,,,,
State FIPS Code,Group Code,State,Group,Civilian non-institutional population,Civilian labor force,,,,,,,,
16,04,Idaho,White,"1,149    ",734    ,63.9    ,690    ,60.0    ,45    ,6.1    ,5.4  ,–,6.8  
16,05,Idaho,"White, men",561    ,401    ,71.4    ,378    ,67.4    ,22    ,5.6    ,4.7  ,–,6.5  
16,06,Idaho,"White, women",588    ,334    ,56.8    ,311    ,53.0    ,22    ,6.7    ,5.6  ,–,7.8  
16,13,Idaho,Hispanic or Latino ethnicity,128    ,91    ,71.4    ,82    ,64.7    ,9    ,9.4    ,6.6  ,–,12.2  
16,14,Idaho,"Hispanic or Latino ethnicity, men",69    ,58    ,83.5    ,54    ,78.2    ,4    ,6.4    ,3.4  ,–,9.4  
16,15,Idaho,"Hispanic or Latino ethnicity, women",58    ,33    ,57.0    ,28    ,48.6    ,5    ,14.7    ,8.9  ,–,20.5  
16,16,Idaho,"Married men, spouse present",352    ,261    ,74.2    ,252    ,71.5    ,9    ,3.6    ,2.7  ,–,4.5  
16,17,Idaho,"Married women, spouse present",359    ,209    ,58.0    ,198    ,55.2    ,10    ,4.9    ,3.7  ,–,6.1  
16,18,Idaho,Women who maintain families,53    ,36    ,68.0    ,32    ,60.1    ,4    ,11.6    ,7.3  ,–,15.9  
16,19,Idaho,"Total, 16 to 19 years",97    ,42    ,43.5    ,34    ,34.7    ,8    ,20.2    ,14.9  ,–,25.5  
16,20,Idaho,"Total, 20 to 24 years",97    ,74    ,76.0    ,66    ,68.3    ,7    ,10.1    ,7.3  ,–,12.9  
16,21,Idaho,"Total, 25 to 34 years",199    ,161    ,81.1    ,149    ,75.2    ,12    ,7.3    ,5.7  ,–,8.9  
16,22,Idaho,"Total, 35 to 44 years",205    ,168    ,82.1    ,160    ,78.2    ,8    ,4.7    ,3.4  ,–,6.0  
16,23,Idaho,"Total, 45 to 54 years",207    ,172    ,83.4    ,165    ,79.7    ,7    ,4.3    ,3.1  ,–,5.5  
16,24,Idaho,"Total, 55 to 64 years",174    ,120    ,69.2    ,115    ,66.1    ,5    ,4.5    ,3.0  ,–,6.0  
16,25,Idaho,"Total, 65 years and over",232    ,37    ,15.8    ,35    ,14.9    ,2    ,5.9    ,2.9  ,–,8.9  
16,26,Idaho,"Men, 16 to 19 years",51    ,21    ,41.2    ,17    ,32.5    ,4    ,21.0    ,13.4  ,–,28.6  
16,27,Idaho,"Men, 20 to 24 years",46    ,37    ,79.6    ,34    ,72.7    ,3    ,8.6    ,4.9  ,–,12.3  
16,28,Idaho,"Men, 25 to 34 years",99    ,91    ,91.0    ,85    ,85.2    ,6    ,6.3    ,4.3  ,–,8.3  
16,29,Idaho,"Men, 35 to 44 years",102    ,95    ,93.6    ,91    ,89.2    ,5    ,4.7    ,3.0  ,–,6.4  
16,30,Idaho,"Men, 45 to 54 years",106    ,94    ,88.5    ,91    ,85.5    ,3    ,3.4    ,1.9  ,–,4.9  
16,31,Idaho,"Men, 55 to 64 years",86    ,65    ,75.0    ,62    ,71.4    ,3    ,4.7    ,2.7  ,–,6.7  
16,32,Idaho,"Men, 65 years and over",103    ,21    ,20.0    ,20    ,19.1    ,1    ,4.9    ,1.2  ,–,8.6  
16,33,Idaho,"Women, 16 to 19 years",46    ,21    ,46.1    ,17    ,37.2    ,4    ,19.3    ,12.0  ,–,26.6  
16,34,Idaho,"Women, 20 to 24 years",51    ,37    ,72.7    ,33    ,64.3    ,4    ,11.6    ,7.3  ,–,15.9  
16,35,Idaho,"Women, 25 to 34 years",99    ,71    ,71.2    ,65    ,65.2    ,6    ,8.5    ,5.9  ,–,11.1  
16,36,Idaho,"Women, 35 to 44 years",103    ,73    ,70.6    ,69    ,67.3    ,3    ,4.7    ,2.8  ,–,6.6  
16,37,Idaho,"Women, 45 to 54 years",100    ,78    ,78.0    ,74    ,73.7    ,4    ,5.5    ,3.5  ,–,7.5  
16,38,Idaho,"Women, 55 to 64 years",88    ,56    ,63.5    ,53    ,60.8    ,2    ,4.3    ,2.2  ,–,6.4  
16,39,Idaho,"Women, 65 years and over",129    ,16    ,12.4    ,15    ,11.5    ,1    ,7.2    ,2.1  ,–,12.3  
16,40,Idaho,"White, 16 to 19 years",92    ,40    ,43.8    ,32    ,35.1    ,8    ,20.0    ,14.7  ,–,25.3  
16,41,Idaho,"White, 20 to 24 years",89    ,69    ,76.7    ,62    ,69.5    ,6    ,9.4    ,6.6  ,–,12.2  
16,42,Idaho,"White, 25 to 34 years",185    ,151    ,81.4    ,141    ,75.9    ,10    ,6.8    ,5.2  ,–,8.4  
16,43,Idaho,"White, 35 to 44 years",196    ,160    ,81.9    ,154    ,78.7    ,6    ,3.8    ,2.6  ,–,5.0  
16,44,Idaho,"White, 45 to 54 years",195    ,164    ,84.0    ,157    ,80.6    ,6    ,4.0    ,2.8  ,–,5.2  
16,45,Idaho,"White, 55 to 64 years",167    ,115    ,68.7    ,109    ,65.6    ,5    ,4.5    ,3.0  ,–,6.0  
16,46,Idaho,"White, 65 years and over",225    ,36    ,16.0    ,34    ,15.0    ,2    ,6.1    ,3.0  ,–,9.2  
16,62,Idaho,"Hispanic or Latino ethnicity, 20 to 24 years",20    ,15    ,77.0    ,13    ,66.9    ,2    ,13.1    ,4.9  ,–,21.3  
16,63,Idaho,"Hispanic or Latino ethnicity, 25 to 34 years",33    ,27    ,82.8    ,25    ,74.9    ,3    ,9.5    ,4.3  ,–,14.7  
16,64,Idaho,"Hispanic or Latino ethnicity, 35 to 44 years",25    ,21    ,84.0    ,20    ,79.1    ,1    ,5.8    ,1.2  ,–,10.4  
16,65,Idaho,"Hispanic or Latino ethnicity, 45 to 54 years",19    ,16    ,84.8    ,15    ,79.5    ,1    ,6.3    ,0.7  ,–,11.9  
17,01,Illinois,Total,"10,020    ","6,553    ",65.4    ,"5,960    ",59.5    ,593    ,9.1    ,8.6  ,–,9.6  
17,02,Illinois,Men,"4,836    ","3,451    ",71.4    ,"3,114    ",64.4    ,337    ,9.8    ,9.1  ,–,10.5  
17,03,Illinois,Women,"5,184    ","3,102    ",59.8    ,"2,846    ",54.9    ,256    ,8.2    ,7.5  ,–,8.9  
17,04,Illinois,White,"7,981    ","5,301    ",66.4    ,"4,881    ",61.2    ,420    ,7.9    ,7.4  ,–,8.4  
17,05,Illinois,"White, men","3,905    ","2,845    ",72.9    ,"2,598    ",66.5    ,246    ,8.7    ,8.0  ,–,9.4  
17,06,Illinois,"White, women","4,076    ","2,457    ",60.3    ,"2,282    ",56.0    ,174    ,7.1    ,6.4  ,–,7.8  
17,07,Illinois,Black or African American,"1,403    ",829    ,59.1    ,688    ,49.0    ,141    ,17.0    ,15.2  ,–,18.8  
17,08,Illinois,"Black or African American, men",621    ,370    ,59.6    ,298    ,47.9    ,73    ,19.6    ,16.7  ,–,22.5  
17,09,Illinois,"Black or African American, women",782    ,459    ,58.7    ,390    ,49.9    ,68    ,14.9    ,12.6  ,–,17.2  
17,10,Illinois,Asian,474    ,318    ,67.1    ,305    ,64.4    ,13    ,4.1    ,2.7  ,–,5.5  
17,11,Illinois,"Asian, men",221    ,170    ,76.7    ,161    ,72.7    ,9    ,5.1    ,2.9  ,–,7.3  
17,12,Illinois,"Asian, women",252    ,148    ,58.8    ,144    ,57.1    ,4    ,2.9    ,1.1  ,–,4.7  
17,13,Illinois,Hispanic or Latino ethnicity,"1,331    ",944    ,70.9    ,839    ,63.0    ,105    ,11.1    ,9.8  ,–,12.4  
17,14,Illinois,"Hispanic or Latino ethnicity, men",680    ,558    ,82.1    ,499    ,73.5    ,59    ,10.5    ,8.8  ,–,12.2  
17,15,Illinois,"Hispanic or Latino ethnicity, women",652    ,386    ,59.3    ,340    ,52.2    ,46    ,12.0    ,9.8  ,–,14.2  
17,16,Illinois,"Married men, spouse present","2,512    ","1,914    ",76.2    ,"1,796    ",71.5    ,118    ,6.1    ,5.3  ,–,6.9  
17,17,Illinois,"Married women, spouse present","2,434    ","1,482    ",60.9    ,"1,401    ",57.5    ,81    ,5.5    ,4.7  ,–,6.3  
17,18,Illinois,Women who maintain families,623    ,458    ,73.5    ,411    ,66.0    ,47    ,10.2    ,8.2  ,–,12.2  
17,19,Illinois,"Total, 16 to 19 years",703    ,258    ,36.7    ,185    ,26.3    ,73    ,28.3    ,23.8  ,–,32.8  
17,20,Illinois,"Total, 20 to 24 years",910    ,642    ,70.6    ,541    ,59.4    ,102    ,15.8    ,13.7  ,–,17.9  
17,21,Illinois,"Total, 25 to 34 years","1,770    ","1,490    ",84.2    ,"1,372    ",77.5    ,118    ,7.9    ,6.9  ,–,8.9  
17,22,Illinois,"Total, 35 to 44 years","1,599    ","1,322    ",82.7    ,"1,214    ",76.0    ,107    ,8.1    ,7.0  ,–,9.2  
17,23,Illinois,"Total, 45 to 54 years","1,751    ","1,442    ",82.4    ,"1,338    ",76.4    ,104    ,7.2    ,6.2  ,–,8.2  
17,24,Illinois,"Total, 55 to 64 years","1,615    ","1,064    ",65.9    ,993    ,61.5    ,71    ,6.7    ,5.6  ,–,7.8  
17,25,Illinois,"Total, 65 years and over","1,673    ",335    ,20.0    ,317    ,18.9    ,19    ,5.6    ,3.8  ,–,7.4  
17,26,Illinois,"Men, 16 to 19 years",365    ,133    ,36.4    ,92    ,25.2    ,41    ,30.8    ,24.3  ,–,37.3  
17,27,Illinois,"Men, 20 to 24 years",447    ,335    ,75.1    ,282    ,63.1    ,54    ,16.0    ,13.0  ,–,19.0  
17,28,Illinois,"Men, 25 to 34 years",877    ,787    ,89.7    ,723    ,82.5    ,63    ,8.0    ,6.6  ,–,9.4  
17,29,Illinois,"Men, 35 to 44 years",788    ,723    ,91.8    ,665    ,84.5    ,58    ,8.0    ,6.6  ,–,9.4  
17,30,Illinois,"Men, 45 to 54 years",879    ,764    ,86.9    ,702    ,79.9    ,62    ,8.1    ,6.7  ,–,9.5  
17,31,Illinois,"Men, 55 to 64 years",765    ,532    ,69.6    ,485    ,63.4    ,47    ,8.8    ,7.1  ,–,10.5  
17,32,Illinois,"Men, 65 years and over",716    ,177    ,24.7    ,164    ,22.9    ,13    ,7.2    ,4.5  ,–,9.9  
17,33,Illinois,"Women, 16 to 19 years",337    ,125    ,37.1    ,93    ,27.6    ,32    ,25.7    ,19.5  ,–,31.9  
17,34,Illinois,"Women, 20 to 24 years",463    ,307    ,66.3    ,259    ,55.9    ,48    ,15.6    ,12.5  ,–,18.7  
17,35,Illinois,"Women, 25 to 34 years",893    ,703    ,78.8    ,649    ,72.7    ,54    ,7.7    ,6.3  ,–,9.1  
17,36,Illinois,"Women, 35 to 44 years",811    ,598    ,73.8    ,549    ,67.7    ,50    ,8.3    ,6.7  ,–,9.9  
17,37,Illinois,"Women, 45 to 54 years",872    ,678    ,77.8    ,636    ,73.0    ,42    ,6.2    ,4.9  ,–,7.5  
17,38,Illinois,"Women, 55 to 64 years",850    ,531    ,62.5    ,507    ,59.7    ,24    ,4.5    ,3.2  ,–,5.8  
17,39,Illinois,"Women, 65 years and over",958    ,158    ,16.5    ,152    ,15.9    ,6    ,3.7    ,1.6  ,–,5.8  
17,40,Illinois,"White, 16 to 19 years",527    ,203    ,38.5    ,149    ,28.3    ,54    ,26.6    ,21.7  ,–,31.5  
17,41,Illinois,"White, 20 to 24 years",688    ,508    ,73.9    ,449    ,65.3    ,59    ,11.6    ,9.6  ,–,13.6  
17,42,Illinois,"White, 25 to 34 years","1,395    ","1,204    ",86.3    ,"1,117    ",80.1    ,87    ,7.2    ,6.2  ,–,8.2  
17,43,Illinois,"White, 35 to 44 years","1,225    ","1,020    ",83.2    ,945    ,77.1    ,75    ,7.3    ,6.2  ,–,8.4  
17,44,Illinois,"White, 45 to 54 years","1,401    ","1,188    ",84.8    ,"1,110    ",79.2    ,78    ,6.6    ,5.6  ,–,7.6  
17,45,Illinois,"White, 55 to 64 years","1,329    ",887    ,66.8    ,835    ,62.8    ,53    ,5.9    ,4.8  ,–,7.0  
17,46,Illinois,"White, 65 years and over","1,416    ",292    ,20.6    ,277    ,19.5    ,15    ,5.1    ,3.3  ,–,6.9  
17,47,Illinois,"Black or African American, 16 to 19 years",124    ,38    ,31.0    ,22    ,17.8    ,16    ,42.7    ,29.1  ,–,56.3  
17,48,Illinois,"Black or African American, 20 to 24 years",154    ,97    ,62.9    ,63    ,40.6    ,34    ,35.5    ,27.7  ,–,43.3  
17,49,Illinois,"Black or African American, 25 to 34 years",243    ,185    ,76.0    ,158    ,65.0    ,27    ,14.5    ,10.9  ,–,18.1  
17,50,Illinois,"Black or African American, 35 to 44 years",234    ,189    ,81.1    ,163    ,69.7    ,27    ,14.0    ,10.5  ,–,17.5  
17,51,Illinois,"Black or African American, 45 to 54 years",236    ,168    ,71.3    ,148    ,62.9    ,20    ,11.7    ,8.3  ,–,15.1  
17,52,Illinois,"Black or African American, 55 to 64 years",205    ,119    ,58.4    ,106    ,51.7    ,14    ,11.5    ,7.5  ,–,15.5  
17,53,Illinois,"Black or African American, 65 years and over",208    ,32    ,15.4    ,29    ,13.8    ,3    ,10.3    ,2.9  ,–,17.7  
17,56,Illinois,"Asian, 25 to 34 years",109    ,82    ,75.4    ,81    ,74.0    ,2    ,1.8    ,( 2 ),–,( 2 )
17,57,Illinois,"Asian, 35 to 44 years",102    ,83    ,81.1    ,80    ,78.7    ,2    ,2.9    ,0.5  ,–,5.3  
17,58,Illinois,"Asian, 45 to 54 years",87    ,70    ,79.8    ,65    ,74.8    ,4    ,6.3    ,2.5  ,–,10.1  
17,59,Illinois,"Asian, 55 to 64 years",61    ,46    ,75.2    ,44    ,72.1    ,2    ,4.2    ,0.3  ,–,8.1  
17,61,Illinois,"Hispanic or Latino ethnicity, 16 to 19 years",132    ,48    ,36.6    ,32    ,24.2    ,16    ,33.8    ,23.1  ,–,44.5  
17,62,Illinois,"Hispanic or Latino ethnicity, 20 to 24 years",187    ,138    ,73.9    ,117    ,62.3    ,22    ,15.8    ,11.5  ,–,20.1  
17,63,Illinois,"Hispanic or Latino ethnicity, 25 to 34 years",316    ,255    ,80.8    ,231    ,73.1    ,25    ,9.6    ,7.1  ,–,12.1  
17,64,Illinois,"Hispanic or Latino ethnicity, 35 to 44 years",291    ,235    ,80.8    ,218    ,74.8    ,18    ,7.5    ,5.2  ,–,9.8  
17,65,Illinois,"Hispanic or Latino ethnicity, 45 to 54 years",197    ,166    ,83.9    ,148    ,75.2    ,17    ,10.4    ,7.2  ,–,13.6  
17,66,Illinois,"Hispanic or Latino ethnicity, 55 to 64 years",120    ,77    ,64.1    ,71    ,59.0    ,6    ,8.0    ,3.8  ,–,12.2  
18,01,Indiana,Total,"5,066    ","3,192    ",63.0    ,"2,948    ",58.2    ,244    ,7.7    ,7.0  ,–,8.4  
18,02,Indiana,Men,"2,452    ","1,701    ",69.4    ,"1,575    ",64.2    ,126    ,7.4    ,6.5  ,–,8.3  
18,03,Indiana,Women,"2,615    ","1,491    ",57.0    ,"1,374    ",52.5    ,118    ,7.9    ,6.9  ,–,8.9  
18,04,Indiana,White,"4,494    ","2,835    ",63.1    ,"2,642    ",58.8    ,194    ,6.8    ,6.1  ,–,7.5  
18,05,Indiana,"White, men","2,195    ","1,535    ",69.9    ,"1,429    ",65.1    ,106    ,6.9    ,6.0  ,–,7.8  
18,06,Indiana,"White, women","2,299    ","1,300    ",56.6    ,"1,212    ",52.7    ,88    ,6.8    ,5.8  ,–,7.8  
18,07,Indiana,Black or African American,424    ,261    ,61.6    ,216    ,51.0    ,45    ,17.3    ,7.9  ,–,26.7  
18,08,Indiana,"Black or African American, men",189    ,115    ,60.7    ,95    ,50.4    ,19    ,17.0    ,2.5  ,–,31.5  
18,09,Indiana,"Black or African American, women",235    ,146    ,62.4    ,121    ,51.5    ,26    ,17.5    ,4.6  ,–,30.4  
18,10,Indiana,Asian,75    ,48    ,63.6    ,46    ,60.8    ,2    ,4.4    ,0.4  ,–,8.4  
18,13,Indiana,Hispanic or Latino ethnicity,241    ,174    ,72.3    ,162    ,67.3    ,12    ,6.9    ,4.3  ,–,9.5  
18,14,Indiana,"Hispanic or Latino ethnicity, men",134    ,112    ,83.8    ,104    ,77.8    ,8    ,7.1    ,3.8  ,–,10.4  
18,15,Indiana,"Hispanic or Latino ethnicity, women",107    ,62    ,58.0    ,58    ,54.3    ,4    ,6.5    ,2.3  ,–,10.7  
18,16,Indiana,"Married men, spouse present","1,345    ",996    ,74.0    ,962    ,71.5    ,34    ,3.4    ,2.6  ,–,4.2  
18,17,Indiana,"Married women, spouse present","1,319    ",788    ,59.8    ,754    ,57.2    ,34    ,4.3    ,3.3  ,–,5.3  
18,18,Indiana,Women who maintain families,353    ,236    ,66.8    ,206    ,58.3    ,30    ,12.8    ,9.6  ,–,16.0  
18,19,Indiana,"Total, 16 to 19 years",364    ,133    ,36.6    ,104    ,28.6    ,29    ,21.7    ,16.2  ,–,27.2  
18,20,Indiana,"Total, 20 to 24 years",401    ,292    ,72.6    ,255    ,63.5    ,37    ,12.6    ,9.8  ,–,15.4  
18,21,Indiana,"Total, 25 to 34 years",889    ,729    ,82.0    ,669    ,75.3    ,60    ,8.2    ,6.8  ,–,9.6  
18,22,Indiana,"Total, 35 to 44 years",805    ,674    ,83.7    ,631    ,78.4    ,43    ,6.3    ,5.0  ,–,7.6  
18,23,Indiana,"Total, 45 to 54 years",894    ,714    ,79.8    ,669    ,74.8    ,45    ,6.2    ,4.9  ,–,7.5  
18,24,Indiana,"Total, 55 to 64 years",785    ,469    ,59.7    ,445    ,56.6    ,24    ,5.2    ,3.8  ,–,6.6  
18,25,Indiana,"Total, 65 years and over",928    ,182    ,19.6    ,175    ,18.9    ,7    ,4.0    ,2.0  ,–,6.0  
18,26,Indiana,"Men, 16 to 19 years",185    ,66    ,35.9    ,50    ,26.8    ,17    ,25.4    ,17.0  ,–,33.8  
18,27,Indiana,"Men, 20 to 24 years",174    ,136    ,78.1    ,120    ,68.9    ,16    ,11.8    ,7.8  ,–,15.8  
18,28,Indiana,"Men, 25 to 34 years",451    ,412    ,91.4    ,382    ,84.7    ,30    ,7.4    ,5.6  ,–,9.2  
18,29,Indiana,"Men, 35 to 44 years",411    ,372    ,90.6    ,353    ,85.8    ,19    ,5.2    ,3.6  ,–,6.8  
18,30,Indiana,"Men, 45 to 54 years",432    ,359    ,83.2    ,334    ,77.4    ,25    ,6.9    ,5.0  ,–,8.8  
18,31,Indiana,"Men, 55 to 64 years",381    ,247    ,64.7    ,232    ,60.8    ,15    ,6.0    ,3.9  ,–,8.1  
18,32,Indiana,"Men, 65 years and over",418    ,109    ,26.0    ,105    ,25.1    ,4    ,3.7    ,1.2  ,–,6.2  
18,33,Indiana,"Women, 16 to 19 years",179    ,67    ,37.3    ,55    ,30.6    ,12    ,18.0    ,10.9  ,–,25.1  
18,34,Indiana,"Women, 20 to 24 years",228    ,156    ,68.5    ,135    ,59.4    ,21    ,13.3    ,9.3  ,–,17.3  
18,35,Indiana,"Women, 25 to 34 years",438    ,317    ,72.4    ,287    ,65.6    ,30    ,9.3    ,7.0  ,–,11.6  
18,36,Indiana,"Women, 35 to 44 years",394    ,301    ,76.5    ,278    ,70.7    ,23    ,7.7    ,5.5  ,–,9.9  
18,37,Indiana,"Women, 45 to 54 years",462    ,354    ,76.7    ,335    ,72.4    ,20    ,5.6    ,3.9  ,–,7.3  
18,38,Indiana,"Women, 55 to 64 years",404    ,222    ,55.0    ,213    ,52.7    ,10    ,4.3    ,2.4  ,–,6.2  
18,39,Indiana,"Women, 65 years and over",510    ,74    ,14.4    ,70    ,13.8    ,3    ,4.4    ,1.1  ,–,7.7  
18,40,Indiana,"White, 16 to 19 years",302    ,111    ,36.9    ,91    ,30.0    ,21    ,18.6    ,13.0  ,–,24.2  
18,41,Indiana,"White, 20 to 24 years",346    ,254    ,73.4    ,228    ,65.9    ,26    ,10.2    ,7.5  ,–,12.9  
18,42,Indiana,"White, 25 to 34 years",755    ,630    ,83.4    ,581    ,77.1    ,48    ,7.6    ,6.1  ,–,9.1  
18,43,Indiana,"White, 35 to 44 years",708    ,592    ,83.5    ,557    ,78.6    ,35    ,5.9    ,4.5  ,–,7.3  
18,44,Indiana,"White, 45 to 54 years",794    ,641    ,80.7    ,605    ,76.2    ,36    ,5.6    ,4.3  ,–,6.9  
18,45,Indiana,"White, 55 to 64 years",719    ,433    ,60.3    ,412    ,57.3    ,21    ,4.9    ,3.4  ,–,6.4  
18,46,Indiana,"White, 65 years and over",870    ,174    ,20.0    ,167    ,19.2    ,7    ,4.2    ,2.1  ,–,6.3  
18,49,Indiana,"Black or African American, 25 to 34 years",79    ,61    ,76.6    ,50    ,63.5    ,10    ,17.1    ,( 2 ),–,( 2 )
18,50,Indiana,"Black or African American, 35 to 44 years",68    ,59    ,86.8    ,53    ,77.1    ,7    ,11.2    ,( 2 ),–,( 2 )
18,51,Indiana,"Black or African American, 45 to 54 years",83    ,61    ,73.1    ,53    ,63.2    ,8    ,13.4    ,( 2 ),–,( 2 )
18,63,Indiana,"Hispanic or Latino ethnicity, 25 to 34 years",59    ,48    ,81.7    ,46    ,78.4    ,2    ,4.1    ,0.3  ,–,7.9  
18,64,Indiana,"Hispanic or Latino ethnicity, 35 to 44 years",63    ,52    ,81.5    ,49    ,77.6    ,3    ,4.8    ,0.8  ,–,8.8  
19,01,Iowa,Total,"2,404    ","1,679    ",69.8    ,"1,600    ",66.6    ,78    ,4.7    ,4.2  ,–,5.2  
19,02,Iowa,Men,"1,181    ",877    ,74.3    ,833    ,70.6    ,44    ,5.0    ,4.3  ,–,5.7  
19,03,Iowa,Women,"1,223    ",801    ,65.5    ,767    ,62.7    ,34    ,4.3    ,3.7  ,–,4.9  
19,04,Iowa,White,"2,234    ","1,564    ",70.0    ,"1,494    ",66.9    ,70    ,4.5    ,4.0  ,–,5.0  
19,05,Iowa,"White, men","1,097    ",818    ,74.6    ,779    ,71.0    ,39    ,4.8    ,4.1  ,–,5.5  
19,06,Iowa,"White, women","1,137    ",746    ,65.6    ,715    ,62.9    ,31    ,4.1    ,3.5  ,–,4.7  
19,07,Iowa,Black or African American,64    ,41    ,64.5    ,37    ,57.0    ,5    ,11.5    ,7.2  ,–,15.8  
19,10,Iowa,Asian,72    ,50    ,69.3    ,49    ,67.3    ,1    ,2.8    ,0.8  ,–,4.8  
19,11,Iowa,"Asian, men",35    ,27    ,77.2    ,26    ,74.7    ,1    ,3.2    ,0.4  ,–,6.0  
19,12,Iowa,"Asian, women",37    ,23    ,61.9    ,23    ,60.4    ,1    ,2.4    ,( 2 ),–,( 2 )
19,13,Iowa,Hispanic or Latino ethnicity,121    ,88    ,72.8    ,81    ,67.2    ,7    ,7.7    ,5.0  ,–,10.4  
19,14,Iowa,"Hispanic or Latino ethnicity, men",62    ,48    ,76.4    ,43    ,68.5    ,5    ,10.3    ,6.2  ,–,14.4  
19,15,Iowa,"Hispanic or Latino ethnicity, women",58    ,40    ,69.0    ,38    ,65.8    ,2    ,4.6    ,1.6  ,–,7.6  
19,16,Iowa,"Married men, spouse present",644    ,496    ,77.1    ,481    ,74.8    ,15    ,3.0    ,2.3  ,–,3.7  
19,17,Iowa,"Married women, spouse present",626    ,429    ,68.5    ,419    ,66.9    ,10    ,2.4    ,1.7  ,–,3.1  
19,18,Iowa,Women who maintain families,123    ,95    ,77.9    ,89    ,72.3    ,7    ,7.2    ,4.8  ,–,9.6  
19,19,Iowa,"Total, 16 to 19 years",169    ,90    ,53.3    ,79    ,46.8    ,11    ,12.1    ,8.9  ,–,15.3  
19,20,Iowa,"Total, 20 to 24 years",214    ,170    ,79.2    ,156    ,72.6    ,14    ,8.3    ,6.4  ,–,10.2  
19,21,Iowa,"Total, 25 to 34 years",390    ,344    ,88.3    ,330    ,84.8    ,14    ,4.1    ,3.2  ,–,5.0  
19,22,Iowa,"Total, 35 to 44 years",358    ,317    ,88.4    ,305    ,85.0    ,12    ,3.8    ,2.9  ,–,4.7  
19,23,Iowa,"Total, 45 to 54 years",416    ,361    ,86.9    ,348    ,83.7    ,13    ,3.7    ,2.8  ,–,4.6  
19,24,Iowa,"Total, 55 to 64 years",413    ,307    ,74.4    ,298    ,72.1    ,10    ,3.1    ,2.2  ,–,4.0  
19,25,Iowa,"Total, 65 years and over",445    ,90    ,20.2    ,85    ,19.2    ,5    ,5.0    ,3.0  ,–,7.0  
19,26,Iowa,"Men, 16 to 19 years",91    ,47    ,51.7    ,41    ,45.2    ,6    ,12.5    ,8.0  ,–,17.0  
19,27,Iowa,"Men, 20 to 24 years",109    ,86    ,79.2    ,76    ,69.6    ,10    ,12.1    ,8.9  ,–,15.3  
19,28,Iowa,"Men, 25 to 34 years",193    ,182    ,94.2    ,174    ,90.2    ,8    ,4.3    ,3.0  ,–,5.6  
19,29,Iowa,"Men, 35 to 44 years",180    ,166    ,91.8    ,160    ,88.7    ,6    ,3.4    ,2.2  ,–,4.6  
19,30,Iowa,"Men, 45 to 54 years",217    ,194    ,89.6    ,187    ,86.0    ,8    ,4.0    ,2.8  ,–,5.2  
19,31,Iowa,"Men, 55 to 64 years",198    ,155    ,78.1    ,151    ,76.3    ,4    ,2.3    ,1.2  ,–,3.4  
19,32,Iowa,"Men, 65 years and over",193    ,48    ,24.8    ,45    ,23.2    ,3    ,6.2    ,3.1  ,–,9.3  
19,33,Iowa,"Women, 16 to 19 years",78    ,43    ,55.1    ,38    ,48.7    ,5    ,11.5    ,7.0  ,–,16.0  
19,34,Iowa,"Women, 20 to 24 years",105    ,84    ,79.3    ,80    ,75.8    ,4    ,4.4    ,2.4  ,–,6.4  
19,35,Iowa,"Women, 25 to 34 years",197    ,163    ,82.6    ,157    ,79.4    ,6    ,3.8    ,2.5  ,–,5.1  
19,36,Iowa,"Women, 35 to 44 years",178    ,151    ,84.9    ,145    ,81.2    ,7    ,4.3    ,2.8  ,–,5.8  
19,37,Iowa,"Women, 45 to 54 years",199    ,167    ,83.9    ,161    ,81.1    ,5    ,3.3    ,2.1  ,–,4.5  
19,38,Iowa,"Women, 55 to 64 years",214    ,152    ,71.0    ,146    ,68.2    ,6    ,3.9    ,2.5  ,–,5.3  
19,39,Iowa,"Women, 65 years and over",252    ,42    ,16.7    ,41    ,16.1    ,2    ,3.7    ,1.1  ,–,6.3  
19,40,Iowa,"White, 16 to 19 years",153    ,83    ,54.6    ,74    ,48.6    ,9    ,11.0    ,7.9  ,–,14.1  
19,41,Iowa,"White, 20 to 24 years",182    ,148    ,81.3    ,136    ,74.7    ,12    ,8.0    ,6.0  ,–,10.0  
19,42,Iowa,"White, 25 to 34 years",352    ,316    ,89.7    ,304    ,86.4    ,12    ,3.7    ,2.8  ,–,4.6  
19,43,Iowa,"White, 35 to 44 years",323    ,287    ,88.9    ,276    ,85.5    ,11    ,3.9    ,2.9  ,–,4.9  
19,44,Iowa,"White, 45 to 54 years",393    ,343    ,87.2    ,330    ,84.0    ,13    ,3.7    ,2.8  ,–,4.6  
19,45,Iowa,"White, 55 to 64 years",399    ,300    ,75.1    ,291    ,72.9    ,9    ,3.0    ,2.1  ,–,3.9  
19,46,Iowa,"White, 65 years and over",433    ,88    ,20.3    ,84    ,19.3    ,4    ,4.7    ,2.7  ,–,6.7  
19,63,Iowa,"Hispanic or Latino ethnicity, 25 to 34 years",28    ,23    ,82.2    ,22    ,77.4    ,1    ,5.9    ,1.5  ,–,10.3  
20,01,Kansas,Total,"2,184    ","1,486    ",68.1    ,"1,403    ",64.3    ,83    ,5.6    ,5.0  ,–,6.2  
20,02,Kansas,Men,"1,064    ",777    ,73.0    ,733    ,68.8    ,45    ,5.7    ,4.9  ,–,6.5  
